Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ACHE,Acetylcholinesterase,19667,39,0.33 [0.12-0.87],0.0256155218701962
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19522,38,2.38 [1.21-4.68],0.0121278235245706
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,23277,44,0.53 [0.30-0.93],0.0263834750719875
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ADGRB3,Adhesion G protein-coupled receptor B3,22968,45,3.72 [1.81-7.65],0.0003565888830955
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,AKR1B1,Aldo-keto reductase family 1 member B1,22664,43,1.41 [1.00-1.97],0.0470108546832755
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ANGPT1,Angiopoietin-1,23122,43,1.41 [1.00-1.98],0.0469870121701515
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ANGPT2,Angiopoietin-2,23418,45,2.88 [1.60-5.18],0.0004122019308511
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ANGPTL1,Angiopoietin-related protein 1,22845,42,2.76 [1.13-6.75],0.0255584569048737
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,APP,Amyloid-beta precursor protein,23186,43,1.49 [1.00-2.21],0.0494657132594691
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ARG1,Arginase-1,23061,45,0.55 [0.33-0.93],0.0248409819175556
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ATP5IF1,"ATPase inhibitor, mitochondrial",23297,43,1.29 [1.00-1.65],0.0488266677743765
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ATXN2,Ataxin-2,19476,37,1.36 [1.12-1.64],0.0015941297949168
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,19440,37,2.75 [1.04-7.23],0.0406958884151301
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,B4GALT1,"Beta-1,4-galactosyltransferase 1",23297,43,3.24 [1.35-7.78],0.0087302650876587
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,BCAM,Basal cell adhesion molecule,23222,43,2.78 [1.15-6.69],0.0225652848309856
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,BCAN,Brevican core protein,23010,45,0.44 [0.21-0.94],0.0342746499350064
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,BIN2,Bridging integrator 2,23222,43,1.36 [1.02-1.81],0.0385133150205338
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,BMP6,Bone morphogenetic protein 6,22755,44,2.03 [1.12-3.69],0.0202883178947711
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,BTN2A1,Butyrophilin subfamily 2 member A1,23297,43,2.56 [1.09-6.00],0.0300969010445476
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,BTN3A2,Butyrophilin subfamily 3 member A2,23188,44,2.06 [1.21-3.52],0.0078116782207688
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CA11,Carbonic anhydrase-related protein 11,22664,43,1.78 [1.05-3.01],0.0314522246451944
