Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Secondary right heart disease,A1BG,Alpha-1B-glycoprotein,20034,320,2.10 [1.08-4.07],0.028354373421553
Chapter IX Diseases of the circulatory system,Secondary right heart disease,AARSD1,Alanyl-tRNA editing protein Aarsd1,22978,361,1.25 [1.06-1.47],0.0065557339315674
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ABL1,Tyrosine-protein kinase ABL1,22978,361,1.26 [1.11-1.44],0.0004572383116562
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19663,319,1.21 [1.07-1.37],0.002160657252557
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACE2,Angiotensin-converting enzyme 2,22659,354,1.48 [1.28-1.71],9.046330667060921e-08
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACHE,Acetylcholinesterase,19556,319,1.73 [1.30-2.30],0.0001603796321628
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACP5,Tartrate-resistant acid phosphatase type 5,23181,364,0.57 [0.43-0.75],6.215817658048935e-05
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACTA2,"Actin, aortic smooth muscle",22659,354,1.99 [1.76-2.26],7.337532497708686e-27
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACTN2,Alpha-actinin-2,19328,306,1.26 [1.08-1.48],0.0044204603044366
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ACVRL1,Serine/threonine-protein kinase receptor R3,22836,354,5.01 [3.97-6.33],6.578445062833397e-42
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADA,Adenosine deaminase,23356,365,1.47 [1.18-1.84],0.0007694240248536
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADA2,Adenosine deaminase 2,22976,360,2.24 [1.88-2.68],4.483373296726135e-19
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19414,307,2.75 [2.21-3.41],5.233442629059889e-20
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,22659,354,1.91 [1.42-2.57],1.6685818776126987e-05
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,23256,363,1.79 [1.34-2.38],7.411109179200109e-05
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19947,319,2.21 [1.64-2.99],1.9596829178376294e-07
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,19414,307,1.99 [1.59-2.50],2.626877501330562e-09
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,22978,361,1.80 [1.45-2.24],1.1031817551367329e-07
Chapter IX Diseases of the circulatory system,Secondary right heart disease,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,22659,354,1.30 [1.05-1.62],0.0163046606295206
