Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ABRAXAS2,BRISC complex subunit Abraxas 2,19402,63,0.66 [0.45-0.98],0.0386774075864217
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20085,63,0.67 [0.50-0.89],0.0070336325299759
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ACAN,Aggrecan core protein,22930,75,4.46 [2.12-9.37],8.010875473506779e-05
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ACOT13,Acyl-coenzyme A thioesterase 13,20028,65,0.78 [0.64-0.96],0.0199466194233588
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,22755,78,0.74 [0.58-0.95],0.0199372256563112
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AGR2,Anterior gradient protein 2 homolog,22484,78,1.30 [1.06-1.58],0.010615461621805
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AHSP,Alpha-hemoglobin-stabilizing protein,23132,80,1.31 [1.03-1.66],0.0305707466143645
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AIF1,Allograft inflammatory factor 1,22625,75,0.66 [0.44-0.98],0.0396367864276202
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AK2,"Adenylate kinase 2, mitochondrial",20038,64,0.79 [0.63-0.99],0.0416362825116788
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AKR1B1,Aldo-keto reductase family 1 member B1,22625,75,0.73 [0.55-0.97],0.0299034956364381
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AKR1C4,Aldo-keto reductase family 1 member C4,22755,78,0.50 [0.30-0.83],0.00698598294483
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AKT2,RAC-beta serine/threonine-protein kinase,20047,64,0.82 [0.68-0.99],0.0363541278093721
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AKT3,RAC-gamma serine/threonine-protein kinase,22520,73,0.65 [0.45-0.95],0.0257987818061315
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",20047,64,0.51 [0.29-0.92],0.0240359875356856
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AMBP,Protein AMBP,23336,80,2.69 [1.04-6.98],0.0414588635481353
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,APPL2,DCC-interacting protein 13-beta,19635,60,0.81 [0.65-1.00],0.0487312743121096
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,AREG,Amphiregulin,23059,78,1.70 [1.08-2.68],0.0220299510210701
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ARF6,ADP-ribosylation factor 6,20028,65,0.80 [0.65-0.98],0.031823945515486
Chapter VI Diseases of the nervous system,Other diseases of spinal cord,ARFIP1,Arfaptin-1,20047,64,0.68 [0.47-0.97],0.0355116211375851
