Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ABL1,Tyrosine-protein kinase ABL1,22705,181,1.22 [1.01-1.46],0.0365812059869181
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ACAN,Aggrecan core protein,22578,182,0.52 [0.32-0.85],0.0089326543007781
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ACRBP,Acrosin-binding protein,19706,158,1.44 [1.06-1.96],0.0210382028839333
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19194,143,1.92 [1.32-2.79],0.0005962930936129
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ADRA2A,Alpha-2A adrenergic receptor,19102,148,1.24 [1.04-1.48],0.0166025883141812
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AGRN,Agrin,22893,180,1.53 [1.08-2.17],0.0162233082902543
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AIDA,"Axin interactor, dorsalization-associated protein",19253,150,1.17 [1.00-1.36],0.0493696406953998
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",22672,181,1.14 [1.01-1.29],0.0320727252740783
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AK2,"Adenylate kinase 2, mitochondrial",19734,155,1.16 [1.01-1.34],0.0420761183136888
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AKR7L,Aflatoxin B1 aldehyde reductase member 4,19194,143,1.28 [1.04-1.57],0.0223609548367611
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AKT1S1,Proline-rich AKT1 substrate 1,22312,174,1.27 [1.04-1.56],0.0219632368907823
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AMIGO1,Amphoterin-induced protein 1,19253,150,1.30 [1.02-1.66],0.0348800916112411
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AMOTL2,Angiomotin-like protein 2,19620,158,1.30 [1.00-1.68],0.0486046169792333
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ANK2,Ankyrin-2,19102,148,1.37 [1.17-1.61],0.0001074936743438
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ANXA5,Annexin A5,22230,174,1.62 [1.08-2.44],0.0209168136134926
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,AP1G2,AP-1 complex subunit gamma-like 2,19706,158,1.21 [1.00-1.45],0.0445710844504973
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,APLP1,Amyloid-like protein 1,22812,182,0.76 [0.58-0.99],0.039915041692021
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,APOM,Apolipoprotein M,22881,181,0.59 [0.38-0.93],0.0240322372304614
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ARHGAP30,Rho GTPase-activating protein 30,19428,152,1.46 [1.10-1.94],0.0087837653598362
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ARHGAP5,Rho GTPase-activating protein 5,19090,153,1.23 [1.03-1.47],0.0228837153251323
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ARSB,Arylsulfatase B,22705,181,1.38 [1.11-1.72],0.0038925462457077
Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,ATF4,Cyclic AMP-dependent transcription factor ATF-4,19090,153,1.85 [1.30-2.65],0.0007374866902375
