Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23872,83,0.65 [0.42-1.00],0.0493954528622517
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ADA2,Adenosine deaminase 2,27815,102,1.53 [1.03-2.29],0.036722244817901
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ADGRE2,Adhesion G protein-coupled receptor E2,28121,103,1.86 [1.03-3.37],0.0406226330322749
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ADGRG2,Adhesion G-protein coupled receptor G2,27997,100,0.58 [0.37-0.89],0.013541307601251
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ANXA10,Annexin A10,27339,103,1.26 [1.04-1.53],0.0190740369725945
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,APOC1,Apolipoprotein C-I,24312,84,0.51 [0.29-0.89],0.0180905937941181
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ARHGAP5,Rho GTPase-activating protein 5,23467,82,1.33 [1.07-1.66],0.0117467720850571
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,23552,80,0.57 [0.33-1.00],0.0487517538268189
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,ATXN2,Ataxin-2,23548,84,1.26 [1.09-1.45],0.0012730921280434
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,BCL2,Apoptosis regulator Bcl-2,24227,85,0.62 [0.39-0.99],0.0433383835633517
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",24288,85,0.61 [0.38-0.99],0.0470053387556572
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,C2,Complement C2,28044,104,2.94 [1.28-6.75],0.011254683018752
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,C2CD2L,Phospholipid transfer protein C2CD2L,27290,102,1.43 [1.06-1.92],0.0177479047418915
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CBLIF,Cobalamin binding intrinsic factor,27965,100,1.28 [1.00-1.65],0.0493308428645171
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,23652,82,0.69 [0.49-0.99],0.0423277280447307
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,24317,85,1.61 [1.08-2.40],0.0192656497238029
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CELA2A,Chymotrypsin-like elastase family member 2A,24317,85,1.44 [1.03-2.02],0.031485367819133
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CHAD,Chondroadherin,23777,81,0.64 [0.43-0.95],0.0256285760206545
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CLEC4G,C-type lectin domain family 4 member G,27980,103,0.57 [0.34-0.96],0.0340946842036864
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,COL28A1,Collagen alpha-1(XXVIII) chain,23647,84,1.48 [1.17-1.86],0.0009106158679548
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,COMMD9,COMM domain-containing protein 9,24206,84,0.53 [0.28-0.98],0.042311741661183
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CPA4,Carboxypeptidase A4,23307,80,0.62 [0.39-0.98],0.0387986164491903
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CRYM,Ketimine reductase mu-crystallin,23548,84,0.70 [0.50-0.98],0.0375629741572852
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CSPG5,Chondroitin sulfate proteoglycan 5,23548,84,1.44 [1.03-2.01],0.0342552543080158
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CTRL,Chymotrypsin-like protease CTRL-1,24253,85,1.35 [1.00-1.82],0.0479702461541246
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,CYB5R2,NADH-cytochrome b5 reductase 2,23935,84,0.68 [0.47-0.98],0.0361902646631175
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,DEFB103A_DEFB103B,Beta-defensin 103,23467,83,1.64 [1.22-2.21],0.0011450173317432
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,DEFB104A_DEFB104B,Beta-defensin 104,23548,84,1.42 [1.08-1.86],0.0108586129431478
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Glaucoma suspect,DGKZ,Diacylglycerol kinase zeta,27478,100,1.57 [1.03-2.40],0.0374520315697779
