Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ADA,Adenosine deaminase,27950,77,1.67 [1.02-2.73],0.0405986448386077
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ADGRE1,Adhesion G protein-coupled receptor E1,23892,66,1.59 [1.06-2.38],0.0241307906021509
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27127,77,1.26 [1.01-1.59],0.0422979279559982
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ANGPTL2,Angiopoietin-related protein 2,27647,74,1.67 [1.00-2.77],0.0488217327388308
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ANXA11,Annexin A11,27552,77,1.49 [1.06-2.08],0.0212823418627401
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,ATP6V1F,V-type proton ATPase subunit F,26909,75,1.33 [1.01-1.74],0.0408790342678273
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,AXL,Tyrosine-protein kinase receptor UFO,27695,77,2.50 [1.28-4.90],0.0074889225223829
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",23323,62,2.13 [1.10-4.11],0.0245201841815441
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BGLAP,Osteocalcin,23980,68,0.78 [0.61-0.99],0.0427842913123309
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BID,BH3-interacting domain death agonist,27600,77,1.31 [1.00-1.71],0.0495092537101149
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,BLNK,B-cell linker protein,23299,67,0.45 [0.22-0.91],0.0258116611617783
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CACNA1H,Voltage-dependent T-type calcium channel subunit alpha-1H,23222,66,1.46 [1.16-1.83],0.0011274482868173
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CASP4,Caspase-4,23552,67,1.14 [1.01-1.28],0.0349457910265825
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CCDC50,Coiled-coil domain-containing protein 50,23952,67,0.58 [0.38-0.89],0.0118926295719174
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CCND2,G1/S-specific cyclin-D2,23552,67,0.50 [0.34-0.72],0.0001802539365949
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CD163,Scavenger receptor cysteine-rich type 1 protein M130,27695,77,2.04 [1.35-3.11],0.0008040994388099
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,27490,76,2.09 [1.12-3.91],0.0203322118177914
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CD63,CD63 antigen,27381,76,1.66 [1.11-2.48],0.013004963313083
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Chalazion,CDH4,Cadherin-4,23230,66,1.73 [1.28-2.33],0.0003371734652902
