Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ADAMTSL5,ADAMTS-like protein 5,24585,79,0.53 [0.31-0.90],0.0191052349166216
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ADGRV1,Adhesion G-protein coupled receptor V1,23805,81,1.30 [1.03-1.63],0.026756837833665
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,AHNAK2,Protein AHNAK2,23901,79,0.44 [0.20-0.98],0.0456271844134171
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",24549,84,1.62 [1.13-2.32],0.0085633962739502
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,AMBP,Protein AMBP,28515,100,3.28 [1.37-7.85],0.0077871962435105
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,APOA2,Apolipoprotein A-II,24609,84,1.80 [1.19-2.73],0.0056628585054189
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,APOA4,Apolipoprotein A-IV,24622,85,1.65 [1.09-2.48],0.0174291873845432
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,APOF,Apolipoprotein F,24609,84,2.54 [1.01-6.43],0.0482427318030332
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ARID3A,AT-rich interactive domain-containing protein 3A,23805,81,1.69 [1.10-2.60],0.0160272761738973
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ASGR2,Asialoglycoprotein receptor 2,24609,84,2.24 [1.03-4.87],0.0422636683051957
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ATP1B4,Protein ATP1B4,23715,79,1.53 [1.02-2.29],0.0376092459571085
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,ATRAID,All-trans retinoic acid-induced differentiation factor,24490,82,1.49 [1.06-2.11],0.0224350294939655
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,BAG3,BAG family molecular chaperone regulator 3,28056,97,0.53 [0.38-0.73],0.0001196533536154
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,BCAN,Brevican core protein,28105,97,0.46 [0.28-0.78],0.0035836538588288
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,BEX3,Protein BEX3,23715,79,1.40 [1.03-1.91],0.0324646113500179
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,BRDT,Bromodomain testis-specific protein,23803,78,0.53 [0.28-0.97],0.0406244879565459
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,BST2,Bone marrow stromal antigen 2,28566,101,1.34 [1.02-1.76],0.0379463141061932
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,BTN2A1,Butyrophilin subfamily 2 member A1,28423,101,2.46 [1.30-4.63],0.0055515399077147
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CCL23,C-C motif chemokine 23,28423,101,1.59 [1.06-2.39],0.0253666128577763
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CD248,Endosialin,24576,81,0.51 [0.31-0.84],0.0083999261778646
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CD33,Myeloid cell surface antigen CD33,28364,99,0.75 [0.61-0.93],0.0068701466521414
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CD48,CD48 antigen,28380,101,2.42 [1.37-4.28],0.0022804750989888
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CD74,HLA class II histocompatibility antigen gamma chain,28566,101,1.65 [1.02-2.69],0.0425650513501629
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CD80,T-lymphocyte activation antigen CD80,24585,79,1.77 [1.00-3.13],0.049670789709782
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CEBPB,CCAAT/enhancer-binding protein beta,27793,96,0.57 [0.34-0.95],0.032913120950402
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",24513,82,1.62 [1.05-2.52],0.0310466048821613
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CLEC10A,C-type lectin domain family 10 member A,28105,97,0.53 [0.32-0.87],0.0123236219916447
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CLGN,Calmegin,23899,81,1.56 [1.04-2.35],0.0320477685328934
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CNTNAP4,Contactin-associated protein-like 4,23899,81,1.21 [1.04-1.42],0.0154318564973343
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,COL28A1,Collagen alpha-1(XXVIII) chain,23899,81,0.74 [0.55-1.00],0.0498850374742536
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CPE,Carboxypeptidase E,28351,99,0.63 [0.43-0.93],0.0213140402998365
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CPVL,Probable serine carboxypeptidase CPVL,28499,100,0.66 [0.46-0.94],0.0230574281926279
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CRISP2,Cysteine-rich secretory protein 2,28552,100,0.63 [0.48-0.82],0.0005856765235793
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,CST1,Cystatin-SN,21303,72,1.26 [1.01-1.57],0.0408981100054162
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,DBH,Dopamine beta-hydroxylase,24571,84,1.36 [1.06-1.74],0.0148118945049134
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,DCN,Decorin,27793,96,0.33 [0.14-0.78],0.0113090523270806
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,DLGAP5,Disks large-associated protein 5,24549,84,0.48 [0.24-0.94],0.0322498312399207
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,DMP1,Dentin matrix acidic phosphoprotein 1,23901,79,0.74 [0.55-1.00],0.0490997010069104
Chapter VIII Diseases of the ear and mastoid process,Diseases of external ear,DPEP1,Dipeptidase 1,28056,97,0.68 [0.48-0.97],0.0322820323617042
