Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24174,66,1.28 [1.01-1.62],0.0430003041437214
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACE2,Angiotensin-converting enzyme 2,27351,69,1.66 [1.19-2.32],0.0028712923137293
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACHE,Acetylcholinesterase,23638,65,2.08 [1.17-3.72],0.0130742614454576
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACP6,Lysophosphatidic acid phosphatase type 6,28052,72,1.43 [1.00-2.04],0.0488299934618793
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACTA2,"Actin, aortic smooth muscle",27351,69,1.48 [1.02-2.12],0.0366290633020852
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACTN2,Alpha-actinin-2,23407,66,1.53 [1.14-2.04],0.0043932021393847
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ACVRL1,Serine/threonine-protein kinase receptor R3,27606,70,2.69 [1.19-6.08],0.0171309332007384
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ADA,Adenosine deaminase,28176,72,2.02 [1.26-3.26],0.0038106387025216
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ADA2,Adenosine deaminase 2,27662,69,2.15 [1.36-3.41],0.0010777674351647
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27351,69,3.36 [1.74-6.49],0.0003133780813197
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of spleen,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,28066,72,2.12 [1.09-4.12],0.0262738851463711
