Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CD27,CD27 antigen,50611,97,2.75 [1.97-3.82],1.969594805398957e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CD274,Programmed cell death 1 ligand 1,50058,97,2.38 [1.65-3.44],3.898135355850609e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CD300E,CMRF35-like molecule 2,50716,97,2.57 [1.77-3.72],6.893651956269894e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CD48,CD48 antigen,50587,95,3.57 [2.11-6.03],2.0923770676176382e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CD5,T-cell surface glycoprotein CD5,50809,98,2.09 [1.56-2.80],8.499447042694555e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CD79B,B-cell antigen receptor complex-associated protein beta chain,51003,97,2.24 [1.67-3.00],7.146383576808194e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,CKAP4,Cytoskeleton-associated protein 4,50756,96,3.09 [2.02-4.72],1.8861628723531706e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,DSC2,Desmocollin-2,49897,93,2.63 [1.88-3.68],1.800602880506578e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,EDA2R,Tumor necrosis factor receptor superfamily member 27,50882,98,2.73 [1.89-3.95],9.03863510786514e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,EFNA1,Ephrin-A1,50381,95,3.25 [1.93-5.48],8.788047276584045e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,EFNA4,Ephrin-A4,49976,97,3.01 [2.01-4.50],7.718706688786495e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,51069,99,3.32 [1.96-5.62],7.849082942847557e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,FGF23,Fibroblast growth factor 23,50799,98,1.59 [1.30-1.94],6.708689202669713e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,GDF15,Growth/differentiation factor 15,51069,99,1.87 [1.52-2.31],5.382083681252047e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,GFRA1,GDNF family receptor alpha-1,50806,98,3.82 [2.24-6.53],9.130276852389642e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,HGF,Hepatocyte growth factor,51003,97,2.63 [1.73-3.98],5.152506981658263e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,ICAM3,Intercellular adhesion molecule 3,51069,99,3.88 [2.26-6.64],7.908436245048943e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,IGFBP4,Insulin-like growth factor-binding protein 4,49818,93,2.13 [1.55-2.92],3.118780181167223e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,IL18BP,Interleukin-18-binding protein,50651,97,3.15 [1.99-4.96],8.317114015318471e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,IL1R1,Interleukin-1 receptor type 1,50381,95,4.11 [2.40-7.04],2.746395534965904e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,IL2RA,Interleukin-2 receptor subunit alpha,50092,97,2.47 [1.84-3.32],2.176802562189507e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,LGALS9,Galectin-9,50422,94,3.28 [1.99-5.40],2.8598296735282145e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,LTBP2,Latent-transforming growth factor beta-binding protein 2,51069,99,3.05 [1.88-4.97],6.803248842413896e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,NECTIN2,Nectin-2,50373,96,3.46 [2.11-5.65],7.598890131051776e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,NPC2,NPC intracellular cholesterol transporter 2,43120,85,2.49 [1.70-3.65],2.723342222134326e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,OSCAR,Osteoclast-associated immunoglobulin-like receptor,50504,95,3.38 [1.99-5.75],7.228593734343195e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,PDCD1,Programmed cell death protein 1,50797,98,2.08 [1.53-2.83],3.072872781582385e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,50465,95,3.19 [1.93-5.28],6.160687162082373e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,PLAUR,Urokinase plasminogen activator surface receptor,50088,94,4.28 [2.39-7.64],9.164961247823552e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,REN,Renin,50447,96,1.54 [1.28-1.84],3.9756710844690585e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,RNASE6,Ribonuclease K6,43576,84,2.12 [1.59-2.84],3.757723465012087e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,RNASET2,Ribonuclease T2,50833,99,3.30 [2.16-5.04],3.6088351735266653e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,RNF149,E3 ubiquitin-protein ligase RNF149,42697,80,2.63 [1.75-3.94],2.8696701484140195e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis due to substances taken internally,SHISA5,Protein shisa-5,43861,86,2.66 [1.79-3.96],1.3368595950029696e-06
