Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
STAMBP,STAM-binding protein,Lifestyle factors,X1050.Time spend outdoors in summer,50059,0.0496392841363138,0.019211097264575,0.0119855334977468,0.0872930347748808,0.00977595612779498
STAMBP,STAM-binding protein,Lifestyle factors,X1060.Time spent outdoors in winter,47886,0.0137479475092203,0.0213989857229885,-0.0281940645078371,0.0556899595262777,0.52058355095651
STAMBP,STAM-binding protein,Physical activities,X1070.Time spent watching television (TV),50856,0.0412789966167494,0.0189888774623623,0.00406079679051941,0.0784971964429794,0.0297268061259297
STAMBP,STAM-binding protein,Physical activities,X1080.Time spent using computer,47915,0.0133947652472006,0.0191964334353603,-0.0242302442861056,0.0510197747805068,0.485327165978133
STAMBP,STAM-binding protein,Physical activities,X1090.Time spent driving,45224,-0.00359712120392654,0.0210016265458115,-0.044760309233717,0.0375660668258639,0.864007090375326
STAMBP,STAM-binding protein,Lifestyle factors,X1160.Sleep duration,51921,0.00776453159169326,0.0174407221520669,-0.026419283826358,0.0419483470097445,0.656182587014489
STAMBP,STAM-binding protein,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35959,-0.0181216630253936,0.0265970534066746,-0.0702518877024758,0.0340085616516886,0.495677184213312
STAMBP,STAM-binding protein,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35959,0.0215059058023814,0.0295777842041206,-0.0364665512376949,0.0794783628424577,0.4671899213252
STAMBP,STAM-binding protein,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35959,0.00779133410272617,0.0311285821010036,-0.0532206868152409,0.0688033550206932,0.802366069625059
STAMBP,STAM-binding protein,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35959,0.0291088662462803,0.0321796224179039,-0.0339631936928114,0.0921809261853719,0.3657204550629
STAMBP,STAM-binding protein,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,35959,0.038898592546444,0.0330354645830936,-0.0258509180364195,0.103648103129308,0.239042130724302
STAMBP,STAM-binding protein,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,35959,-0.124130223000369,0.0898669021987103,-0.300269351309841,0.0520089053091033,0.167238693738922
STAMBP,STAM-binding protein,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,35959,0.0142101051794506,0.104590221010566,-0.19078672800126,0.219206938360161,0.891932062610445
