Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
COMMD9,COMM domain-containing protein 9,Lifestyle factors,X1050.Time spend outdoors in summer,47299,-0.0142656985551105,0.035168481012082,-0.0831959213387912,0.0546645242285702,0.685012696380352
COMMD9,COMM domain-containing protein 9,Lifestyle factors,X1060.Time spent outdoors in winter,45421,-0.0116843428072892,0.0393901152422561,-0.0888889686821111,0.0655202830675328,0.766751641185643
COMMD9,COMM domain-containing protein 9,Physical activities,X1070.Time spent watching television (TV),48029,0.0227676191432298,0.0348062425076251,-0.0454526161717154,0.0909878544581751,0.513039282230672
COMMD9,COMM domain-containing protein 9,Physical activities,X1080.Time spent using computer,45407,0.00306174727541069,0.0348963892296482,-0.0653351756146997,0.0714586701655211,0.930085782367717
COMMD9,COMM domain-containing protein 9,Physical activities,X1090.Time spent driving,43113,0.00734425477169075,0.0383215220153908,-0.0677659283784751,0.0824544379218566,0.848020382492746
COMMD9,COMM domain-containing protein 9,Lifestyle factors,X1160.Sleep duration,48942,-0.00359994038067929,0.0319501394958816,-0.0662222137926072,0.0590223330312487,0.910290365948657
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34816,0.0182102793227737,0.0165512754427557,-0.0142302205450275,0.0506507791905749,0.271272698217011
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34816,-0.0266334050800714,0.0184300800391124,-0.0627563619567317,0.00948955179658896,0.148478738013703
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34816,0.0244681836282255,0.0196127689785622,-0.0139728435697564,0.0629092108262074,0.212237782954884
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34816,0.0185757901094324,0.0202112025335595,-0.0210381668563443,0.0581897470752091,0.358087371151574
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34816,0.0286966834482884,0.0205561353372748,-0.0115933418127702,0.0689867087093471,0.162759683929975
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34816,-0.000652249810113127,0.0554050072032317,-0.109246063928447,0.107941564308221,0.990607579940521
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34816,0.0733294422933971,0.0662675771784955,-0.0565550089764541,0.203213893563248,0.268524471736424
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34816,-0.0356145414396868,0.0328137698833123,-0.099929530410979,0.0287004475316053,0.277807189592829
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34816,0.0145979419536248,0.0257469478343857,-0.0358660758017712,0.0650619597090207,0.570749892491028
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34816,0.0015992066400032,0.0168472097909791,-0.0314213245503158,0.0346197378303222,0.924378154122379
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34816,0.0532426949659934,0.0266772896190212,0.000955207312711842,0.105530182619275,0.0459986017254775
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#19.Location of pain during the past week_Lower back,34816,0.00117340574005447,0.0125944622479689,-0.0235117402659646,0.0258585517460736,0.925772790781926
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,34816,-0.0354458888085524,0.0170458558072141,-0.068855766190692,-0.00203601142641269,0.0376175267803566
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,34816,0.00729422991997842,0.0270959121480018,-0.0458137578901052,0.060402217730062,0.787784420561263
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,34816,-0.00781098408775422,0.0250682349662024,-0.056944724621511,0.0413227564460025,0.755363410707938
COMMD9,COMM domain-containing protein 9,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,34816,-0.00237470343918691,0.0306086744900568,-0.0623677054396981,0.0576182985613243,0.938162505778969
