Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
CD14,Monocyte differentiation antigen CD14,Lifestyle factors,X1050.Time spend outdoors in summer,49891,0.228404744703282,0.030282590604534,0.169050867118395,0.287758622288168,4.79712212192182e-14
CD14,Monocyte differentiation antigen CD14,Lifestyle factors,X1060.Time spent outdoors in winter,47742,0.133908620748828,0.0336890314604091,0.0678781190864264,0.19993912241123,7.06840160337451e-05
CD14,Monocyte differentiation antigen CD14,Physical activities,X1070.Time spent watching television (TV),50674,0.217811171335029,0.0297971731405127,0.159408711979624,0.276213630690434,2.7666441775214e-13
CD14,Monocyte differentiation antigen CD14,Physical activities,X1080.Time spent using computer,47755,-0.186206596817708,0.0296304942076451,-0.244282365464693,-0.128130828170724,3.36463537058705e-10
CD14,Monocyte differentiation antigen CD14,Physical activities,X1090.Time spent driving,45060,-0.0664235595114497,0.0326488809152895,-0.130415366105417,-0.00243175291748229,0.0419190217231507
CD14,Monocyte differentiation antigen CD14,Lifestyle factors,X1160.Sleep duration,51725,0.129730331488299,0.0272836099974383,0.0762544558933199,0.183206207083278,1.99758521362433e-06
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35884,0.0247711663381095,0.0166832882664609,-0.00792807866415373,0.0574704113403728,0.137642944803335
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35884,-0.00246093921861548,0.0183594671686917,-0.0384454948692512,0.0335236164320203,0.893373086737778
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35884,0.0196691147548663,0.0193654390211063,-0.0182871457265021,0.0576253752362347,0.309814899145817
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35884,0.0378381248373231,0.0197870739530543,-0.00094454011066334,0.0766207897853095,0.0558814230271686
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,35884,0.0432423269528048,0.0202633699449495,0.00352612186070372,0.0829585320449059,0.0328748893169983
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,35884,-0.0649500634820819,0.0547044740145865,-0.172170832550671,0.0422707055865076,0.235152050967819
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,35884,-0.0584234610406835,0.0639853570087352,-0.183834760777805,0.0669878386964375,0.361233061424627
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,35884,0.0119681435303176,0.0327579718691027,-0.0522374813331236,0.0761737683937588,0.714860345970752
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,35884,0.012441329135985,0.0247524720456353,-0.0360735160734601,0.0609561743454302,0.615239795811249
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,35884,-0.0287730199157632,0.0166833395959507,-0.0614723655238266,0.00392632569230025,0.0846319271294361
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#18.Location of pain during the past week_Upper back,35884,-0.011391419058966,0.0264356030211223,-0.0632052009803657,0.0404223628624337,0.666545095093469
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#19.Location of pain during the past week_Lower back,35884,-0.0141368046152369,0.0124557426356692,-0.0385500601811486,0.0102764509506748,0.256428248453498
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,35884,-0.024090802431864,0.0171031844466157,-0.0576130439472308,0.00943143908350278,0.15900901737041
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,35884,0.0102615379548754,0.0270498879890209,-0.0427562425036056,0.0632793184133564,0.704434560426335
CD14,Monocyte differentiation antigen CD14,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,35884,-0.0354038383073622,0.0251350398953746,-0.0846685165022964,0.0138608398875719,0.159012392224666
