Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Lifestyle factors,X1050.Time spend outdoors in summer,49767,0.0416960262218978,0.0143626920075072,0.0135451498871838,0.0698469025566118,0.00369895225601834
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Lifestyle factors,X1060.Time spent outdoors in winter,47620,0.0242647232640233,0.0159878241506862,-0.00707141207132158,0.0556008585993682,0.129106624841591
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Physical activities,X1070.Time spent watching television (TV),50555,0.0056469689493759,0.0141721996378729,-0.022130542340855,0.0334244802396068,0.690299470295845
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Physical activities,X1080.Time spent using computer,47631,-0.000807365422569656,0.0143222501012853,-0.0288789756210889,0.0272642447759495,0.955046524613265
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Physical activities,X1090.Time spent driving,44963,0.000586330331277717,0.0156927048710609,-0.0301713712160016,0.0313440318785571,0.970195836563654
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Lifestyle factors,X1160.Sleep duration,51603,0.000597191499724316,0.0130098652476578,-0.0249021443856851,0.0260965273851337,0.963387982648401
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35859,0.0252584696197584,0.0359368076278491,-0.0451776733308258,0.0956946125703427,0.482166840895091
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35859,-0.0142479432702827,0.0397857088332017,-0.0922279325833581,0.0637320460427927,0.720266084311602
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35859,-0.0117097432332518,0.0420060623519839,-0.0940416254431402,0.0706221389766366,0.780434518774116
TBL1X,F-box-like/WD repeat-containing protein TBL1X,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35859,0.0194068007278459,0.0429850395620703,-0.064843876813812,0.103657478269504,0.651658547836711
