Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),MZB1,Marginal zone B- and B1-cell-specific protein,16106,-0.0941544956869808,0.0176004083524475,-0.128651296057778,-0.0596576953161837,8.93726858842889e-08
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),CXCL17,C-X-C motif chemokine 17,16249,-0.0704056177430296,0.0144506672678281,-0.0987289255879727,-0.0420823098980864,1.11439315044589e-06
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),IFI30,Gamma-interferon-inducible lysosomal thiol reductase,13577,-0.0642907080791983,0.0137847877090205,-0.0913088919888785,-0.0372725241695182,3.13251793050743e-06
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),ICAM3,Intercellular adhesion molecule 3,16254,-0.0407505441833814,0.00900290794178403,-0.0583962437492781,-0.0231048446174847,6.0429932959652e-06
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),FCRL5,Fc receptor-like protein 5,16074,-0.0881401472062213,0.0194746238219026,-0.12631040989715,-0.0499698845152922,6.05714554616601e-06
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),HEG1,Protein HEG homolog 1,13703,-0.0425230842661923,0.0094234734394515,-0.0609930922075173,-0.0240530763248674,6.46125634281285e-06
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),CCL20,C-C motif chemokine 20,16249,-0.133418733820143,0.0301273459626599,-0.192468331906956,-0.0743691357333296,9.55137294018426e-06
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",16254,-0.0432317800513078,0.00994972356740737,-0.0627332382434263,-0.0237303218591894,1.40106396745737e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),EPCAM,Epithelial cell adhesion molecule,16044,0.137833621931923,0.0331677888024526,0.0728247558791161,0.20284248798473,3.26051478793834e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),SELE,E-selectin,16254,-0.0716403525844607,0.017272186463459,-0.10549383805284,-0.037786867116081,3.37496618182016e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),MARCO,Macrophage receptor MARCO,16063,-0.0366905321833527,0.0090110380461452,-0.0543521667537973,-0.0190288976129081,4.68886517405271e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),TMPRSS11D,Transmembrane protease serine 11D,13904,-0.0534781186383368,0.0131402551059306,-0.0792330186459607,-0.0277232186307128,4.73152729495674e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),DEFB4A_DEFB4B,Beta-defensin 4A,15819,-0.204993234801868,0.0505932904145098,-0.304156084014307,-0.105830385589429,5.10709011063266e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),OMG,Oligodendrocyte-myelin glycoprotein,15973,0.0911610349739849,0.0228210363480784,0.0464318037317514,0.135890266216219,6.50927551591951e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),GPA33,Cell surface A33 antigen,15973,0.183980223720856,0.046385362536908,0.0930649131485159,0.274895534293195,7.33027112088382e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),CLEC6A,C-type lectin domain family 6 member A,15725,-0.0636656398118838,0.0163010205510325,-0.0956156400919075,-0.0317156395318602,9.43761648556997e-05
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),CPE,Carboxypeptidase E,16058,0.0511154274474607,0.0131540913980021,0.0253334083073765,0.0768974465875449,0.000102363030040898
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),ICAM1,Intercellular adhesion molecule 1,16011,-0.0386080450304903,0.00996919797692239,-0.0581476730652581,-0.0190684169957224,0.000108049861878627
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),WFDC2,WAP four-disulfide core domain protein 2,15200,-0.0517733830204751,0.0134533302272417,-0.0781419102658688,-0.0254048557750813,0.00011939347192664
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),WARS,"Tryptophan--tRNA ligase, cytoplasmic",16074,-0.0492531119896407,0.0129630389630018,-0.0746606683571242,-0.0238455556221571,0.000145521025531483
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),GPR15L,Protein GPR15L,13936,-0.0811378869279354,0.0214745886076295,-0.123228080598889,-0.0390476932569816,0.000158547247523811
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),WDR46,WD repeat-containing protein 46,13913,-0.0484772916746731,0.0131286086333025,-0.0742093645959461,-0.0227452187534002,0.00022291677630291
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),LAMP3,Lysosome-associated membrane glycoprotein 3,16227,-0.0644103453610532,0.0175211203564301,-0.0987517412596561,-0.0300689494624503,0.00023754019896144
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),LY96,Lymphocyte antigen 96,15918,-0.0448608706852584,0.0123811278554319,-0.069127881281905,-0.0205938600886118,0.000291744291634238
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),APLP1,Amyloid-like protein 1,16063,0.0630320240728589,0.0174852667308615,0.0287609012803703,0.0973031468653474,0.000313261356567813
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),GDF15,Growth/differentiation factor 15,16254,-0.0528918510665514,0.0147488799772214,-0.0817996558219054,-0.0239840463111975,0.000336567552337082
Mental health,X29038#2.Substances taken for depression_Medication prescribed to participant (for at least 2 weeks),CD5L,CD5 antigen-like,13949,-0.0587702292287222,0.0163928979716748,-0.0909003092532048,-0.0266401492042396,0.000338096711144821
