Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,ACY1,Aminoacylase-1,29478,0.181022670333912,0.00421062888642309,0.172769837716523,0.189275502951302,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,28916,0.251503997417809,0.00569364878389232,0.24034444580138,0.262663549034237,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,ADIPOQ,Adiponectin,24966,-0.197840940830494,0.00460286063364198,-0.206862547672432,-0.188819333988556,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,AGR3,Anterior gradient protein 3,28764,0.160124461168764,0.00408114119837663,0.152125424419946,0.168123497917583,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,AGRP,Agouti-related protein,29786,0.268040260413501,0.00338135596803462,0.261412802716153,0.274667718110849,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,C9,Complement component C9,24951,-0.162990222721417,0.00361256698935716,-0.170070854020558,-0.155909591422277,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CCL23,C-C motif chemokine 23,29581,0.116019947848935,0.00284928553117418,0.110435348207833,0.121604547490036,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CCL27,C-C motif chemokine 27,29478,0.215807986492997,0.00412802163463368,0.207717064089115,0.223898908896879,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CCN1,CCN family member 1,29301,0.348914500170108,0.00490679122972114,0.339297189359855,0.358531810980361,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CD4,T-cell surface glycoprotein CD4,29383,0.0953483115331026,0.00203234752570161,0.0913649103827275,0.0993317126834778,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CDKN1A,Cyclin-dependent kinase inhibitor 1,29349,0.295552540379373,0.00723822612837977,0.281365617167748,0.309739463590997,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CES1,Liver carboxylesterase 1,29489,0.311987401872444,0.00538571736709641,0.301431395832935,0.322543407911953,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CPM,Carboxypeptidase M,29584,0.1039283612058,0.00233222013177915,0.0993572097475133,0.108499512664088,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CRIP2,Cysteine-rich protein 2,29218,0.101636560722204,0.0024813297631325,0.0967731543864639,0.106499967057943,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,DEFB4A_DEFB4B,Beta-defensin 4A,29036,0.449252893640441,0.010028181153915,0.429597658578767,0.468908128702114,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,DNAJB1,DnaJ homolog subfamily B member 1,29349,0.274311782491188,0.00589915454866692,0.262749439575801,0.285874125406576,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,DSG2,Desmoglein-2,29443,-0.0738441226672182,0.00184952563136046,-0.0774691929046847,-0.0702190524297517,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,F7,Coagulation factor VII,29544,0.0911008763809155,0.00209015281275059,0.0870041768679243,0.0951975758939066,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,FURIN,Furin,29566,0.111791957982211,0.00226675467389331,0.10734911882138,0.116234797143042,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,GCG,Pro-glucagon,28797,0.503477586365796,0.00824374906292253,0.487319838202468,0.519635334529124,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,GHR,Growth hormone receptor,24381,0.0937052626367301,0.00193913727195926,0.08990455358369,0.0975059716897703,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,GPR37,Prosaposin receptor GPR37,28916,0.200164910125022,0.00450539847072803,0.191334329122395,0.208995491127649,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,GSTA1,Glutathione S-transferase A1,29426,0.231001184617846,0.00577313014616299,0.219685849531366,0.242316519704325,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,GUSB,Beta-glucuronidase,29604,0.169897526501339,0.00408426088866634,0.161892375159553,0.177902677843125,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,HHEX,Hematopoietically-expressed homeobox protein HHEX,24845,0.262489169947056,0.00512691561594952,0.252440415339795,0.272537924554317,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1,29725,0.102029763732453,0.00233460356101355,0.0974539407528665,0.10660558671204,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,IGFBP1,Insulin-like growth factor-binding protein 1,29761,-0.347378270255685,0.00834158587400785,-0.36372777856874,-0.331028761942629,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,IGSF9,Protein turtle homolog A,24922,0.303218569292221,0.00553216982609764,0.292375516433069,0.314061622151372,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,INHBC,Inhibin beta C chain,29443,0.121232447567201,0.00281694720136293,0.11571123105253,0.126753664081872,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,LCAT,Phosphatidylcholine-sterol acyltransferase,24951,0.0613674807851842,0.00152117842862267,0.0583859710650838,0.0643489905052846,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,LDLR,Low-density lipoprotein receptor,29500,0.344604037588296,0.00312007233312623,0.338488695815369,0.350719379361223,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,LPL,Lipoprotein lipase,29478,-0.1819488230354,0.00313565634436936,-0.188094709470364,-0.175802936600436,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,MFGE8,Lactadherin,29443,0.237872812145023,0.00275430519442592,0.232474373963948,0.243271250326097,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,NPY,Pro-neuropeptide Y,29725,0.324321055919202,0.00423397310277838,0.316022468637757,0.332619643200648,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,NRP1,Neuropilin-1,29628,-0.0777175909665015,0.00190414690801398,-0.0814497189062089,-0.0739854630267941,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,PON3,Serum paraoxonase/lactonase 3,29581,-0.0801957111307139,0.00194211660498697,-0.0840022596764884,-0.0763891625849395,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,PRAP1,Proline-rich acidic protein 1,24938,0.141278143853902,0.00274596224739236,0.135896057849013,0.146660229858791,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,PSRC1,Proline/serine-rich coiled-coil protein 1,28797,0.16314101465461,0.00405424516745128,0.155194694126405,0.171087335182814,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,PTH,Parathyroid hormone,24195,0.286380938850656,0.0054245420720103,0.275748836389516,0.297013041311796,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,RARRES2,Retinoic acid receptor responder protein 2,29628,0.150084644079802,0.00320583681957542,0.143801203913435,0.15636808424617,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,SLC39A5,Zinc transporter ZIP5,29434,0.161784681389969,0.0036397359706928,0.154650798887411,0.168918563892527,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,SMAD1,Mothers against decapentaplegic homolog 1,28797,0.252936900446436,0.00558838416727708,0.241983667478573,0.263890133414299,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,SMOC1,SPARC-related modular calcium-binding protein 1,29725,0.115358856412626,0.00221189015130244,0.111023551716073,0.119694161109179,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,29594,0.127553145335208,0.00290047645037564,0.121868211492472,0.133238079177944,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,TMPRSS15,Enteropeptidase,29349,0.322726790040462,0.00607234891755014,0.310824986162064,0.33462859391886,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,VMO1,Vitelline membrane outer layer protein 1 homolog,29349,0.18360548365349,0.00466652563296551,0.174459093412877,0.192751873894102,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,VPS37A,Vacuolar protein sorting-associated protein 37A,29349,0.236764212747916,0.00542284044654685,0.226135445472684,0.247392980023148,0
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,CXCL6,C-X-C motif chemokine 6,29786,0.204371728597635,0.00527682444212544,0.194029152691069,0.214714304504201,1.11253692925533e-308
NMR metabolomics,X23487.Triglycerides in Chylomicrons and Extremely Large VLDL,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,29694,0.138711835111918,0.00358210363389882,0.131690911989477,0.14573275823436,1.11253692925593e-308
