Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,ADIPOQ,Adiponectin,24966,-0.210957927522206,0.00466002845363434,-0.220091583291329,-0.201824271753083,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,AGRP,Agouti-related protein,29786,0.174053083600464,0.00364377922975473,0.166911276310145,0.181194890890784,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,APOF,Apolipoprotein F,24951,-0.0769977475481874,0.00173129317040482,-0.0803910821621808,-0.073604412934194,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,ASGR1,Asialoglycoprotein receptor 1,29218,0.0919381806788054,0.00205943868807725,0.087901680850174,0.0959746805074368,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,C9,Complement component C9,24951,-0.154428044965644,0.00369577379101326,-0.16167176159603,-0.147184328335258,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,FGFBP1,Fibroblast growth factor-binding protein 1,29566,-0.146743270808665,0.00218524142844047,-0.151026344008409,-0.142460197608922,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,GCG,Pro-glucagon,28797,0.483423692001532,0.00843898620666286,0.466883279036472,0.499964104966591,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,IGFBP1,Insulin-like growth factor-binding protein 1,29761,-0.374999958099968,0.00844395036879132,-0.391550100822799,-0.358449815377137,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,IGSF9,Protein turtle homolog A,24922,0.294133638701843,0.00565012999749613,0.283059383906751,0.305207893496936,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,INHBC,Inhibin beta C chain,29443,0.114453068925727,0.00287556134917367,0.108816968681346,0.120089169170107,0
NMR metabolomics,X23598.Triglycerides to Total Lipids in Medium VLDL percentage,LDLR,Low-density lipoprotein receptor,29500,0.183144975267786,0.00361643899737945,0.176056754832923,0.19023319570265,0
