Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,UBAC1,Ubiquitin-associated domain-containing protein 1,50525,0.0169923228955516,0.00197513911296505,0.0131210502341401,0.0208635955569631,7.977846680963e-18
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,TGM2,Protein-glutamine gamma-glutamyltransferase 2,50668,0.0367228442673109,0.00429034272331499,0.0283137725296135,0.0451319160050082,1.16562957142553e-17
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSME2,Proteasome activator complex subunit 2,50134,0.0172740798772806,0.00208128221430462,0.0131947667372435,0.0213533930173176,1.06918424170191e-16
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51040,0.0336915961826611,0.0041339230785539,0.0255891069486955,0.0417940854166268,3.72018434862994e-16
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNAJC9,DnaJ homolog subfamily C member 9,43930,0.0349665265797324,0.00433694519515978,0.0264661139972192,0.0434669391622456,7.66376351159533e-16
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DDI2,Protein DDI1 homolog 2,43157,0.0355096884334704,0.00442311932803149,0.0268403745505287,0.0441790023164122,1.01395372113065e-15
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMG4,Proteasome assembly chaperone 4,42851,0.0262113370214742,0.00326849853317297,0.0198050798964552,0.0326175941464932,1.08953819749153e-15
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PRDX2,Peroxiredoxin-2,43397,0.0283887034611126,0.00356894747892845,0.0213935664024129,0.0353838405198124,1.84386974007809e-15
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMG3,Proteasome assembly chaperone 3,50684,0.0232605620482441,0.00292671891623479,0.0175241929724239,0.0289969311240642,1.9396542214301e-15
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CAT,Catalase,43494,0.0243349812925413,0.00309234049404306,0.0182739939242169,0.0303959686608657,3.64430750798574e-15
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CA2,Carbonic anhydrase 2,50599,0.0305847850214352,0.00399978635529733,0.0227452037650525,0.038424366277818,2.09989390775048e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSME1,Proteasome activator complex subunit 1,50283,0.0161932404330245,0.00212249892827847,0.0120331425335987,0.0203533383324503,2.40125156784412e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ATXN3,Ataxin-3,44017,0.0268980838129092,0.00352910846224512,0.0199810312269088,0.0338151363989097,2.55209749691686e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SH3GLB2,Endophilin-B2,44017,0.0285217784864664,0.0037834980853195,0.0211061222392401,0.0359374347336926,4.84633450099733e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,IMPACT,Protein IMPACT,44017,0.0237133725625622,0.003152107900124,0.0175352410783192,0.0298915040468052,5.45418922006586e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PPME1,Protein phosphatase methylesterase 1,50525,0.0258061455357605,0.00344457458844747,0.0190547793424034,0.0325575117291175,6.90277095993587e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PKLR,Pyruvate kinase PKLR,50811,0.0281968510527997,0.0037744434236277,0.0207989419424894,0.03559476016311,8.11889916804882e-14
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,OMG,Oligodendrocyte-myelin glycoprotein,50525,-0.0279209176820583,0.00376047284582664,-0.0352914444598785,-0.020550390904238,1.14686476369787e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,BOLA2_BOLA2B,BolA-like protein 2,42944,0.0230372541895736,0.00310499244265902,0.016951469001962,0.0291230393771853,1.19799663571797e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,YOD1,Ubiquitin thioesterase OTU1,42666,0.0263948237531124,0.00358337843605024,0.019371402018454,0.0334182454877709,1.79122175289194e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AMPD3,AMP deaminase 3,44017,0.0300265580967859,0.00408300739539496,0.0220238636018117,0.03802925259176,1.95657824978785e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,RANBP1,Ran-specific GTPase-activating protein,42944,0.0219886334863683,0.00299167086053426,0.0161249585997212,0.0278523083730155,2.01801384717865e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AARSD1,Alanyl-tRNA editing protein Aarsd1,50525,0.0228071448946156,0.00316733306430969,0.0165991720885686,0.0290151177006626,6.07187572919358e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AK1,Adenylate kinase isoenzyme 1,50752,0.0262006694440887,0.00364637736458374,0.0190537698095045,0.0333475690786728,6.79317266619008e-13
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SLC4A1,Band 3 anion transport protein,44128,0.0192160348973825,0.00270198389402662,0.0139201464650903,0.0245119233296747,1.16255982893579e-12
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ADD1,Alpha-adducin,43157,0.0281327788245403,0.00396060353108149,0.0203699959036205,0.03589556174546,1.23823383574128e-12
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,NSFL1C,NSFL1 cofactor p47,51197,0.026161306519767,0.00371997360786341,0.0188701582483547,0.0334524547911793,2.05166120394345e-12
