Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,BGLAP,Osteocalcin,44030,-0.0624795131055276,0.0048566369290427,-0.0719985214864513,-0.0529605047246039,8.31373849508811e-38
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SF3B4,Splicing factor 3B subunit 4,50422,0.0426246762000647,0.00409355982797354,0.0346012989372366,0.0506480534628929,2.30429622847404e-25
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,LAT2,Linker for activation of T-cells family member 2,50422,0.0708029385051696,0.0068700750976182,0.0573375913138379,0.0842682856965013,7.00827742982564e-25
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,IL1B,Interleukin-1 beta,49456,0.0324466969238523,0.00315272815762711,0.0262673497349032,0.0386260441128015,8.14343072120713e-25
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CASP8,Caspase-8,50938,0.0346929022545339,0.00344936008702725,0.0279321564839605,0.0414536480251073,8.93475904480269e-24
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,LYN,Tyrosine-protein kinase Lyn,50422,0.0462777535318834,0.00468122365678783,0.0371025551645793,0.0554529518991876,5.03339006310792e-23
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,GFER,FAD-linked sulfhydryl oxidase ALR,49456,0.0348520588948429,0.00353309283671242,0.0279271969348865,0.0417769208547992,6.23197829134967e-23
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,STAMBP,STAM-binding protein,50181,0.0346222899058264,0.00351779104923819,0.0277274194493195,0.0415171603623332,7.78015031818457e-23
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TNFSF14,Tumor necrosis factor ligand superfamily member 14,50264,0.031206601428763,0.00319344983051042,0.0249474397609626,0.0374657630965634,1.55420392950558e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CRKL,Crk-like protein,50708,0.0568468699424439,0.00583321027043328,0.0454137778123947,0.0682799620724931,2.02006746055652e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSMG3,Proteasome assembly chaperone 3,50580,0.0274559572761506,0.00284280573065375,0.0218840580440693,0.033027856508232,4.74820445892357e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RABGAP1L,Rab GTPase-activating protein 1-like,49693,0.032200532784577,0.00333478438108938,0.0256643553976418,0.0387367101715122,4.84977111871293e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,STIP1,Stress-induced-phosphoprotein 1,50577,0.034589894324388,0.00358955785570339,0.0275543609272093,0.0416254277215666,5.8699370009131e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSME2,Proteasome activator complex subunit 2,50039,0.0194249194176917,0.00202038339194044,0.0154649679694884,0.023384870865895,7.25582452159399e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,GMPR,GMP reductase 1,51210,0.0263584822124275,0.00274224496631226,0.0209836820784554,0.0317332823463995,7.42384860861266e-22
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,50788,0.0273273162003891,0.00286532542704931,0.0217112783633724,0.0329433540374057,1.52901383529403e-21
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,NSFL1C,NSFL1 cofactor p47,51093,0.0343539814188509,0.00361230224255425,0.0272738690234446,0.0414340938142572,1.98095412520777e-21
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",50938,0.0380595577560108,0.00401641802082594,0.0301873784351919,0.0459317370768296,2.75127094671724e-21
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HCLS1,Hematopoietic lineage cell-specific protein,51210,0.0286838317173665,0.00304994920069252,0.0227059312840092,0.0346617321507239,5.42592243808017e-21
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PPME1,Protein phosphatase methylesterase 1,50422,0.0314580543182328,0.00334647865649158,0.0248989561515093,0.0380171524849564,5.65785720409576e-21
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SNX9,Sorting nexin-9,50649,0.0350442169370094,0.00375686942050494,0.0276807528728197,0.0424076810011991,1.12048451714911e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PRDX6,Peroxiredoxin-6,51087,0.0309912407667768,0.00333216973049792,0.0244601880950009,0.0375222934385527,1.44955484396546e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,UBAC1,Ubiquitin-associated domain-containing protein 1,50422,0.0178193297582009,0.00191930322523046,0.0140574954367492,0.0215811640796526,1.69067346082372e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,APRT,Adenine phosphoribosyltransferase,50182,0.0242182351644142,0.00262743755239882,0.0190684575617126,0.0293680127671159,3.15689299167053e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RANBP1,Ran-specific GTPase-activating protein,42850,0.0266680517702109,0.00289856416158529,0.0209868660135038,0.0323492375269181,3.72071944496898e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DARS1,"Aspartate--tRNA ligase, cytoplasmic",50181,0.036740005260545,0.00400639443973455,0.0288874721586653,0.0445925383624247,4.88824395113574e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSME1,Proteasome activator complex subunit 1,50182,0.0188609361214252,0.00206200519298964,0.0148194059431655,0.0229024662996849,6.07237309085349e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TRIM21,E3 ubiquitin-protein ligase TRIM21,50580,0.0384257644216577,0.00424109582656756,0.0301132166015853,0.0467383122417301,1.34555475991612e-19
