Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24508.Distance (Euclidean) to coast,MNDA,Myeloid cell nuclear differentiation antigen,50910,-0.0980504764664587,0.00505811986762407,-0.107964391407002,-0.0881365615259155,2.07695013865272e-83
Working and living environment,X24508.Distance (Euclidean) to coast,SMNDC1,Survival of motor neuron-related-splicing factor 30,44142,-0.0546870872818713,0.00309759449934421,-0.060758372500586,-0.0486158020631567,1.62512003073421e-69
Working and living environment,X24508.Distance (Euclidean) to coast,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,50599,-0.0656929226812218,0.00372997522535819,-0.0730036741229238,-0.0583821712395197,3.20056897876362e-69
Working and living environment,X24508.Distance (Euclidean) to coast,NCF2,Neutrophil cytosol factor 2,50833,-0.074824629019686,0.00428135841711394,-0.0832160915172293,-0.0664331665221427,3.40743770944338e-68
Working and living environment,X24508.Distance (Euclidean) to coast,ELOA,Elongin-A,50761,-0.0452485489342332,0.00274647329418921,-0.0506316365908441,-0.0398654612776224,7.96851729850824e-61
Working and living environment,X24508.Distance (Euclidean) to coast,LSP1,Lymphocyte-specific protein 1,50918,-0.0324623944641489,0.00202699742223439,-0.0364353094117283,-0.0284894795165695,1.38862336106979e-57
Working and living environment,X24508.Distance (Euclidean) to coast,OMG,Oligodendrocyte-myelin glycoprotein,50761,-0.0523842388913418,0.00331137274864795,-0.0588745294786918,-0.0458939483039919,3.11293709318009e-56
Working and living environment,X24508.Distance (Euclidean) to coast,PADI4,Protein-arginine deiminase type-4,49717,-0.0566884465418462,0.00375516612899561,-0.0640485721546776,-0.0493283209290148,2.23341543614531e-51
Working and living environment,X24508.Distance (Euclidean) to coast,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,51270,-0.0410201780896957,0.00294523478444648,-0.0467928382672108,-0.0352475179121806,5.17749478158994e-44
Working and living environment,X24508.Distance (Euclidean) to coast,FEN1,Flap endonuclease 1,49792,-0.0436374788711161,0.00330928589448971,-0.050123679224316,-0.0371512785179163,1.22529995583215e-39
Working and living environment,X24508.Distance (Euclidean) to coast,YES1,Tyrosine-protein kinase Yes,50761,0.0749239055417473,0.00569453207449587,0.0637626226757353,0.0860851884077592,1.79651242584915e-39
Working and living environment,X24508.Distance (Euclidean) to coast,ITGB1BP2,Integrin beta-1-binding protein 2,50068,0.0731994661352247,0.00558152670862915,0.0622596737863116,0.0841392584841378,3.15308039458741e-39
Working and living environment,X24508.Distance (Euclidean) to coast,PDLIM7,PDZ and LIM domain protein 7,51211,0.0809882045622993,0.00629958613886258,0.0686410157301286,0.0933353933944699,9.09320292444308e-38
Working and living environment,X24508.Distance (Euclidean) to coast,RHOC,Rho-related GTP-binding protein RhoC,50296,0.0750922953149685,0.00586028300361609,0.063606140627881,0.0865784500020561,1.57209787467814e-37
Working and living environment,X24508.Distance (Euclidean) to coast,S100A12,Protein S100-A12,50277,-0.0484966156857913,0.00378674134564709,-0.0559186287232596,-0.041074602648323,1.71598726095059e-37
Working and living environment,X24508.Distance (Euclidean) to coast,LAT2,Linker for activation of T-cells family member 2,50761,0.0790069235867439,0.00622529396754332,0.066805347410359,0.0912084997631288,7.52101075122712e-37
Working and living environment,X24508.Distance (Euclidean) to coast,MOG,Myelin-oligodendrocyte glycoprotein,51431,-0.0205867085189177,0.00164169552074875,-0.0238044317395852,-0.0173689852982501,5.09863404335811e-36
Working and living environment,X24508.Distance (Euclidean) to coast,LYN,Tyrosine-protein kinase Lyn,50761,0.0532031119530109,0.00424430256954128,0.04488427891671,0.0615219449893118,5.41935431285833e-36
Working and living environment,X24508.Distance (Euclidean) to coast,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,50430,-0.0204645211480375,0.00163574424504087,-0.0236705798683176,-0.0172584624277574,7.36477417958667e-36
Working and living environment,X24508.Distance (Euclidean) to coast,FMNL1,Formin-like protein 1,49802,-0.040476412303864,0.00326224972729692,-0.046870421769366,-0.0340824028383621,2.68337004686436e-35
Working and living environment,X24508.Distance (Euclidean) to coast,ZHX2,Zinc fingers and homeoboxes protein 2,44227,-0.0209619966799877,0.00169064447545463,-0.0242756598518788,-0.0176483335080966,3.03547211185777e-35
Working and living environment,X24508.Distance (Euclidean) to coast,DAB2,Disabled homolog 2,51431,0.0689484087213409,0.00556902023031358,0.0580331290699263,0.0798636883727556,3.7309691580994e-35
Working and living environment,X24508.Distance (Euclidean) to coast,SRC,Proto-oncogene tyrosine-protein kinase Src,51066,0.0738896480896862,0.00601034609525549,0.0621093697429855,0.085669926436387,1.09587929258326e-34
Working and living environment,X24508.Distance (Euclidean) to coast,AZU1,Azurocidin,49448,-0.0483792394356269,0.00393658056660148,-0.0560949373461658,-0.040663541525088,1.15673318235802e-34
Working and living environment,X24508.Distance (Euclidean) to coast,GRAP2,GRB2-related adapter protein 2,50987,0.0785804883035321,0.00640903972650969,0.0660187704395731,0.0911422061674911,1.64312653342232e-34
Working and living environment,X24508.Distance (Euclidean) to coast,MITD1,MIT domain-containing protein 1,50599,0.0590382623427069,0.00484690153794137,0.0495383353283418,0.068538189357072,4.4013956552212e-34
Working and living environment,X24508.Distance (Euclidean) to coast,RAB44,Ras-related protein Rab-44,44125,-0.0272625204334229,0.00226724428131108,-0.0317063192247926,-0.0228187216420532,2.97756427483938e-33
Working and living environment,X24508.Distance (Euclidean) to coast,NCK2,Cytoplasmic protein NCK2,51211,0.0634360443900756,0.00529089297232722,0.0530658941643142,0.073806194615837,4.45796455480321e-33
