Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ADGRG2,Adhesion G-protein coupled receptor G2,47345,-0.00815156398148158,0.00156562432367805,-0.0112201876558906,-0.00508294030707261,1.93144662819529e-07
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CSF3,Granulocyte colony-stimulating factor,46443,0.0133735460975252,0.00281490205674939,0.0078563380662964,0.018890754128754,2.03036648130962e-06
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CXCL14,C-X-C motif chemokine 14,46443,-0.0164249775694686,0.00351195120440492,-0.0233084019301022,-0.00954155320883497,2.9209001849996e-06
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LRRN1,Leucine-rich repeat neuronal protein 1,46443,-0.00960121481735962,0.00227955752035664,-0.0140691475572586,-0.00513328207746061,2.53734910305657e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,XG,Glycoprotein Xg,47685,-0.00773625634804521,0.00184265502414967,-0.0113478601953786,-0.00412465250071187,2.69260055100952e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DPP4,Dipeptidyl peptidase 4,46465,-0.00720880726998553,0.00172314314585782,-0.0105861678358669,-0.0038314467041042,2.87553859230398e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PTPRF,Receptor-type tyrosine-protein phosphatase F,47923,-0.00690697927719406,0.00165832374795987,-0.0101572938231954,-0.00365666473119271,3.11846941384949e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PLA2G7,Platelet-activating factor acetylhydrolase,47336,-0.0072833997012193,0.00184356669439667,-0.0108967904222368,-0.00367000898020182,7.80322039364974e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EGFL7,Epidermal growth factor-like protein 7,46216,0.00901778656440163,0.00231351005933266,0.00448330684810963,0.0135522662806936,9.71750290710487e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CCL5,C-C motif chemokine 5,47540,0.0223505265878826,0.0058247011342018,0.0109341123648471,0.0337669408109181,0.000124607415274016
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CRTAC1,Cartilage acidic protein 1,47923,-0.00664920990638252,0.00173883993927455,-0.0100573361873606,-0.0032410836254044,0.000131505078513104
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ITGB2,Integrin beta-2,47095,-0.00628881310727704,0.00164487840438953,-0.00951277477988052,-0.00306485143467356,0.000131863298247594
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EGFR,Epidermal growth factor receptor,47923,-0.00359911160567126,0.000947300165181203,-0.00545581992942642,-0.0017424032819161,0.000145263496442478
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,VASN,Vasorin,46604,-0.00598492960704456,0.00157603060842596,-0.00907394959955944,-0.00289590961452968,0.000146365546547415
