Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SLC4A1,Band 3 anion transport protein,44128,0.0187508076832016,0.00270197406515413,0.0134549385154995,0.0240466768509037,3.98428997287675e-12
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSME2,Proteasome activator complex subunit 2,50134,0.0143602102988487,0.00208407500742188,0.0102754232843019,0.0184449973133956,5.62718643419651e-12
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CXCL14,C-X-C motif chemokine 14,49795,-0.0236266543993285,0.0034564022695919,-0.0304012028477286,-0.0168521059509284,8.25887987181312e-12
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMG4,Proteasome assembly chaperone 4,42851,0.0215838969985318,0.0032698259051535,0.0151750382244309,0.0279927557726326,4.13339375101807e-11
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CAT,Catalase,43494,0.0203761363717507,0.0030946861306616,0.014310551555654,0.0264417211878474,4.62430366768926e-11
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PRDX2,Peroxiredoxin-2,43397,0.0230588635205364,0.00357483826241249,0.016052180526208,0.0300655465148649,1.1278335845016e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CENPF,Centromere protein F,43318,0.0201336495174378,0.00312598876924896,0.0140067115297099,0.0262605875051658,1.20143538453263e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,AMPD3,AMP deaminase 3,44017,0.0261118711871656,0.00408317663468095,0.018108844983191,0.0341148973911403,1.62165009112301e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSME1,Proteasome activator complex subunit 1,50283,0.0134438963525973,0.00212699685416648,0.00927498251843097,0.0176128101867636,2.62728064373564e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BOLA2_BOLA2B,BolA-like protein 2,42944,0.0193350443727243,0.00310660530091356,0.0132460979829337,0.0254239907625149,4.89575143001027e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DDI2,Protein DDI1 homolog 2,43157,0.0273131361065698,0.00442580209810572,0.0186385639942826,0.0359877082188571,6.83140036473352e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ATXN3,Ataxin-3,44017,0.0217015634241759,0.00352953920301592,0.0147836665862647,0.0286194602620871,7.88629792599265e-10
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,UBAC1,Ubiquitin-associated domain-containing protein 1,50525,0.0119678780693099,0.00198063609255991,0.0080858313278925,0.0158499248107273,1.52858205547611e-09
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51040,0.0244841183529386,0.00414510738871276,0.0163597078710616,0.0326085288348156,3.51124768868441e-09
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNAJC9,DnaJ homolog subfamily C member 9,43930,0.0252427579272961,0.00433931907850725,0.0167376925334219,0.0337478233211703,6.02497354921197e-09
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PSMG3,Proteasome assembly chaperone 3,50684,0.0168845364156852,0.0029358621101913,0.0111302466797103,0.0226388261516601,8.91551115946822e-09
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,PKLR,Pyruvate kinase PKLR,50811,0.0216846055398737,0.00378518640516899,0.0142656401857425,0.0291035708940049,1.01708653214207e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,SH3GLB2,Endophilin-B2,44017,0.0212170585565212,0.00378417926627878,0.0138000671946148,0.0286340499184277,2.07359134950175e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,DNAJB2,DnaJ homolog subfamily B member 2,43157,0.017177623750071,0.00306931191131505,0.0111617724038935,0.0231934750962485,2.19956714141352e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CA2,Carbonic anhydrase 2,50599,0.022427017409542,0.00400990948302228,0.0145675948228183,0.0302864399962657,2.24460162544517e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,IMPACT,Protein IMPACT,44017,0.0173560706602945,0.00315270751601282,0.0111767639289094,0.0235353773916797,3.70947155948131e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,CTSO,Cathepsin O,51313,-0.00941274403332776,0.00172391835126821,-0.0127916240018135,-0.00603386406484207,4.78103571711671e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,TREM2,Triggering receptor expressed on myeloid cells 2,50728,-0.0161898496618333,0.00296940177077288,-0.0220098771325482,-0.0103698221911185,4.99746952448385e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,BGLAP,Osteocalcin,44128,-0.0273288063774673,0.00501878608238165,-0.0371656270989354,-0.0174919856559993,5.19929811388918e-08
Working and living environment,X24003.Nitrogen dioxide air pollution; 2010,ADD1,Alpha-adducin,43157,0.0215174674417623,0.00396275850168267,0.0137504607784643,0.0292844741050603,5.66825457752319e-08
