Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29080.Someone to take to doctor when needed as a child,BST2,Bone marrow stromal antigen 2,17274,-0.178825043338744,0.0371110155161351,-0.251562633750369,-0.106087452927119,1.4576055912913e-06
Mental health,X29080.Someone to take to doctor when needed as a child,SMOC1,SPARC-related modular calcium-binding protein 1,17243,-0.281959003388855,0.0616777056209255,-0.402847306405869,-0.161070700371841,4.8763605792243e-06
Mental health,X29080.Someone to take to doctor when needed as a child,APOF,Apolipoprotein F,14534,0.385030739765906,0.0990805658662618,0.190832830668033,0.579228648863779,0.000102346734423617
Mental health,X29080.Someone to take to doctor when needed as a child,PECR,Peroxisomal trans-2-enoyl-CoA reductase,14122,-0.292038370492708,0.0754676262927983,-0.439954918026593,-0.144121822958823,0.000109452108829111
Mental health,X29080.Someone to take to doctor when needed as a child,AGRN,Agrin,17165,-0.239759373945034,0.0626930725367061,-0.362637796116978,-0.116880951773091,0.00013158917787304
Mental health,X29080.Someone to take to doctor when needed as a child,TFF1,Trefoil factor 1,17011,-0.101453573562057,0.0266159751101871,-0.153620884778024,-0.0492862623460901,0.000138470468369188
Mental health,X29080.Someone to take to doctor when needed as a child,LAMP3,Lysosome-associated membrane glycoprotein 3,17276,-0.147699450393929,0.0395429517390322,-0.225203635802432,-0.0701952649854253,0.000188195811086575
Mental health,X29080.Someone to take to doctor when needed as a child,CCL21,C-C motif chemokine 21,17165,-0.169030603424673,0.0457599756229305,-0.258720155645617,-0.0793410512037296,0.00022156801252846
Mental health,X29080.Someone to take to doctor when needed as a child,PLTP,Phospholipid transfer protein,17243,0.203932815463388,0.0556461875185766,0.0948662879269778,0.312999342999798,0.00024826335812855
Mental health,X29080.Someone to take to doctor when needed as a child,COLEC12,Collectin-12,17077,-0.300491579056546,0.0825248795680778,-0.462240343009979,-0.138742815103114,0.000272147607793555
Mental health,X29080.Someone to take to doctor when needed as a child,GAST,Gastrin,14493,-0.0672975295387619,0.0187633850403184,-0.104073764217786,-0.0305212948597379,0.000336068544654147
Mental health,X29080.Someone to take to doctor when needed as a child,GOLM2,Protein GOLM2,17274,-0.316594786249519,0.0891472302111529,-0.491323357463379,-0.14186621503566,0.000384252175340409
Mental health,X29080.Someone to take to doctor when needed as a child,CSF1,Macrophage colony-stimulating factor 1,17165,-0.274416509225298,0.0776342194134576,-0.426579579275675,-0.122253439174921,0.000409257019097196
Mental health,X29080.Someone to take to doctor when needed as a child,GHR,Growth hormone receptor,14214,-0.297688175342891,0.0842231771061998,-0.462765602471043,-0.132610748214739,0.000409822062796523
