Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23528.Free Cholesterol in IDL,APOC1,Apolipoprotein C-I,24914,0.137430001673794,0.00242620728811064,0.132674635389098,0.142185367958491,0
NMR metabolomics,X23528.Free Cholesterol in IDL,APOF,Apolipoprotein F,24951,0.0668323795075666,0.00166871887704287,0.0635616905085626,0.0701030685065706,0
NMR metabolomics,X23528.Free Cholesterol in IDL,APOM,Apolipoprotein M,29545,0.135867128627891,0.001723936814504,0.132488212471463,0.139246044784319,0
NMR metabolomics,X23528.Free Cholesterol in IDL,FGFBP1,Fibroblast growth factor-binding protein 1,29566,0.194649100649533,0.00193241109919986,0.190861574895102,0.198436626403965,0
NMR metabolomics,X23528.Free Cholesterol in IDL,PLA2G7,Platelet-activating factor acetylhydrolase,29443,0.203565692357795,0.00181860376115354,0.200001228985934,0.207130155729656,0
NMR metabolomics,X23528.Free Cholesterol in IDL,RAB6A,Ras-related protein Rab-6A,29434,0.122537411792812,0.00308370988121545,0.116493340425629,0.128581483159994,0
NMR metabolomics,X23528.Free Cholesterol in IDL,TFPI,Tissue factor pathway inhibitor,29435,0.124542425812044,0.00203813428124596,0.120547682620802,0.128537169003286,0
NMR metabolomics,X23528.Free Cholesterol in IDL,PON3,Serum paraoxonase/lactonase 3,29581,0.072624688505821,0.00188929487118479,0.0689216705582988,0.0763277064533432,1.11253701261092e-308
NMR metabolomics,X23528.Free Cholesterol in IDL,EGFR,Epidermal growth factor receptor,29820,0.0410301834368171,0.00109514295715346,0.0388837032407963,0.0431766636328378,3.1203674771966e-300
NMR metabolomics,X23528.Free Cholesterol in IDL,ITGAV,Integrin alpha-V,29725,0.0404924079785622,0.00110977128098963,0.0383172562678225,0.0426675596893018,3.52937756564669e-285
NMR metabolomics,X23528.Free Cholesterol in IDL,PLA2G10,Group 10 secretory phospholipase A2,29218,-0.143595851315871,0.00394151345186786,-0.151321217681532,-0.13587048495021,3.12753022798113e-284
NMR metabolomics,X23528.Free Cholesterol in IDL,LGALS4,Galectin-4,29454,-0.132625939490431,0.00364663265318512,-0.139773339490674,-0.125478539490188,2.44169286476822e-283
NMR metabolomics,X23528.Free Cholesterol in IDL,ANGPTL3,Angiopoietin-related protein 3,29518,0.0859953204164626,0.00238294720019812,0.0813247439040743,0.0906658969288509,4.16931869992244e-279
NMR metabolomics,X23528.Free Cholesterol in IDL,PROC,Vitamin K-dependent protein C,29545,0.0620715952620379,0.00173021262728134,0.0586803785125665,0.0654628120115093,6.32269132162505e-276
NMR metabolomics,X23528.Free Cholesterol in IDL,FGFBP3,Fibroblast growth factor-binding protein 3,24845,0.0882814022522842,0.002471668113317,0.0834369327501829,0.0931258717543855,1.66037709595196e-272
NMR metabolomics,X23528.Free Cholesterol in IDL,TNFSF10,Tumor necrosis factor ligand superfamily member 10,29786,0.0601905845625017,0.00174217315701042,0.0567759251747613,0.0636052439502421,1.72381086141115e-256
NMR metabolomics,X23528.Free Cholesterol in IDL,ADGRG1,Adhesion G-protein coupled receptor G1,29349,-0.158633128429298,0.0046333528936502,-0.167714500100852,-0.149551756757744,6.19838380484734e-252
NMR metabolomics,X23528.Free Cholesterol in IDL,ADGRG2,Adhesion G-protein coupled receptor G2,29478,0.0619641056655631,0.00181929304487881,0.0583982912976007,0.0655299200335256,2.03915805471408e-249
NMR metabolomics,X23528.Free Cholesterol in IDL,APOA1,Apolipoprotein A-I,24966,0.0621765750189848,0.00185033992357229,0.0585499087687831,0.0658032412691865,3.79750335956226e-242
NMR metabolomics,X23528.Free Cholesterol in IDL,NTRK3,NT-3 growth factor receptor,29694,0.0471725523090909,0.00145282653700406,0.044325012296563,0.0500200923216189,2.7435014816316e-227
NMR metabolomics,X23528.Free Cholesterol in IDL,GDF15,Growth/differentiation factor 15,29820,-0.095092326878199,0.00298634612596686,-0.100945565285094,-0.0892390884713039,7.8414501153787e-219
NMR metabolomics,X23528.Free Cholesterol in IDL,DPP4,Dipeptidyl peptidase 4,28990,0.0625205433484983,0.0020167437256302,0.0585677256462632,0.0664733610507335,1.30280623434888e-207
NMR metabolomics,X23528.Free Cholesterol in IDL,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",29566,-0.0712646322246754,0.00234673281038995,-0.0758642285330397,-0.0666650359163111,1.71990384122936e-199
NMR metabolomics,X23528.Free Cholesterol in IDL,REN,Renin,29478,-0.153278121848864,0.0051230066218402,-0.16331921482767,-0.143237028870057,8.72010204377287e-194
NMR metabolomics,X23528.Free Cholesterol in IDL,PRSS8,Prostasin,29347,-0.0825372116761786,0.00276020338365422,-0.0879472103081409,-0.0771272130442163,1.47063938387624e-193
NMR metabolomics,X23528.Free Cholesterol in IDL,DNER,Delta and Notch-like epidermal growth factor-related receptor,29382,0.0509576259768061,0.00171862701684111,0.0475891170237975,0.0543261349298147,2.16691641813081e-190
NMR metabolomics,X23528.Free Cholesterol in IDL,SPOCK1,Testican-1,29218,0.0508480324324928,0.00173412198403028,0.0474491533437934,0.0542469115211921,2.73186587445967e-186
NMR metabolomics,X23528.Free Cholesterol in IDL,ERBB3,Receptor tyrosine-protein kinase erbB-3,29369,0.038208830067966,0.00131204689861552,0.0356372181466796,0.0407804419892524,7.91669056801424e-184
NMR metabolomics,X23528.Free Cholesterol in IDL,APOD,Apolipoprotein D,23787,0.0857905572919789,0.00294160673585591,0.0800250080897013,0.0915561064942565,9.39292042314724e-184
NMR metabolomics,X23528.Free Cholesterol in IDL,LCAT,Phosphatidylcholine-sterol acyltransferase,24951,0.0421917657000047,0.00150555065608027,0.0392408864140873,0.045142644985922,3.57904122451558e-170
NMR metabolomics,X23528.Free Cholesterol in IDL,CLEC4M,C-type lectin domain family 4 member M,24888,0.0922930651920188,0.00331438048140675,0.0857968794484615,0.098789250935576,4.52425573034599e-168
NMR metabolomics,X23528.Free Cholesterol in IDL,ITGA11,Integrin alpha-11,29434,0.0642651523363781,0.00231265738264116,0.0597323438664014,0.0687979608063547,8.81793890739047e-168
NMR metabolomics,X23528.Free Cholesterol in IDL,CD27,CD27 antigen,29566,-0.0762532999413774,0.00280885733001331,-0.0817586603082035,-0.0707479395745513,2.52298927754108e-160
NMR metabolomics,X23528.Free Cholesterol in IDL,SIT1,Signaling threshold-regulating transmembrane adapter 1,28931,-0.10039943457543,0.00372112518147253,-0.107692839931116,-0.0931060292197439,2.26884251819143e-158
NMR metabolomics,X23528.Free Cholesterol in IDL,VSIG4,V-set and immunoglobulin domain-containing protein 4,29396,-0.0744320595803791,0.00276716801924881,-0.0798557088981068,-0.0690084102626515,1.86325849087583e-157
NMR metabolomics,X23528.Free Cholesterol in IDL,KLKB1,Plasma kallikrein,24454,0.0458173307924899,0.00170422938195098,0.042477041203866,0.0491576203811138,6.38903925324024e-157
NMR metabolomics,X23528.Free Cholesterol in IDL,GDF2,Growth/differentiation factor 2,29478,0.064536047728135,0.0024078709232858,0.0598166207184948,0.0692554747377752,2.29655904387802e-156
NMR metabolomics,X23528.Free Cholesterol in IDL,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,29218,-0.0592060539957583,0.00221632170815435,-0.0635500445437408,-0.0548620634477758,2.41187133982137e-155
NMR metabolomics,X23528.Free Cholesterol in IDL,PON1,Serum paraoxonase/arylesterase 1,24951,0.047966970164954,0.00179547906986894,0.0444478311880109,0.0514861091418971,4.74447071675243e-155
NMR metabolomics,X23528.Free Cholesterol in IDL,AREG,Amphiregulin,29349,-0.0816429513903846,0.0030891874764325,-0.0876977588441924,-0.0755881439365769,3.89612987518314e-152
NMR metabolomics,X23528.Free Cholesterol in IDL,DSC2,Desmocollin-2,29135,-0.0600524101663258,0.0023194784474047,-0.064598587923239,-0.0555062324094126,3.85114409050864e-146
NMR metabolomics,X23528.Free Cholesterol in IDL,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,29443,-0.0631061546902541,0.00246814360376572,-0.0679437161536349,-0.0582685932268733,1.24470110495842e-142
NMR metabolomics,X23528.Free Cholesterol in IDL,FGFBP2,Fibroblast growth factor-binding protein 2,24938,0.0871138584295127,0.00342454450158167,0.0804017512064126,0.0938259656526128,6.01587767664744e-141
NMR metabolomics,X23528.Free Cholesterol in IDL,ACAN,Aggrecan core protein,29192,0.0486301002194135,0.00191596282073741,0.0448748130907682,0.0523853873480588,1.35590893476399e-140
NMR metabolomics,X23528.Free Cholesterol in IDL,CPB2,Carboxypeptidase B2,24914,0.0384515820248083,0.0015362169809038,0.0354405967422369,0.0414625673073798,1.40616854928809e-136
NMR metabolomics,X23528.Free Cholesterol in IDL,PLTP,Phospholipid transfer protein,29702,0.0605854498720725,0.00242546586635513,0.0558315367740165,0.0653393629701286,2.65680622873604e-136
NMR metabolomics,X23528.Free Cholesterol in IDL,APCS,Serum amyloid P-component,24726,0.0587306453300534,0.00235877741604366,0.0541074415946078,0.063353849065499,3.55806733403284e-135
NMR metabolomics,X23528.Free Cholesterol in IDL,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,29786,-0.0644582569891822,0.00262614631129157,-0.0696055037593137,-0.0593110102190508,1.00410767111887e-131
NMR metabolomics,X23528.Free Cholesterol in IDL,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,29443,-0.0494647286591859,0.00201801015841456,-0.0534200285696785,-0.0455094287486934,2.31054945819159e-131
NMR metabolomics,X23528.Free Cholesterol in IDL,IGFBP3,Insulin-like growth factor-binding protein 3,29594,0.0493547778562333,0.00201598024473893,0.045403456576545,0.0533060991359216,4.66589356273862e-131
NMR metabolomics,X23528.Free Cholesterol in IDL,ITGB1,Integrin beta-1,29474,0.0356220933558254,0.00147169077476203,0.0327375794372918,0.038506607274359,3.53765836384321e-128
NMR metabolomics,X23528.Free Cholesterol in IDL,ERBB2,Receptor tyrosine-protein kinase erbB-2,29566,0.0404012209860352,0.00167673261820734,0.0371148250543489,0.0436876169177216,4.72891716881035e-127
NMR metabolomics,X23528.Free Cholesterol in IDL,CA14,Carbonic anhydrase 14,29725,0.0579137018145546,0.00240741059638753,0.053195177045635,0.0626322265834741,1.16594709883097e-126
