Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,PROS1,Vitamin K-dependent protein S,13798,-0.11759328255801,0.0101065733495169,-0.137402166323063,-0.0977843987929566,3.81047994021889e-31
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,F10,Coagulation factor X,13804,-0.116960602255142,0.0111392272141138,-0.138793487594805,-0.0951277169154788,1.0810746811773e-25
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,EDA2R,Tumor necrosis factor receptor superfamily member 27,16087,0.16193645366882,0.0166436489835734,0.129314901661016,0.194558005676624,2.5975721671039e-22
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,CD27,CD27 antigen,15990,0.170337600479452,0.0176706751681722,0.135703077149835,0.20497212380907,6.24387690660514e-22
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",15990,0.137735055497646,0.0144442073481568,0.109424409095259,0.166045701900034,1.69902439736224e-21
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,16087,0.136534773171933,0.0145992279872333,0.107920286316956,0.165149260026911,9.6917559539399e-21
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,WFDC2,WAP four-disulfide core domain protein 2,15175,0.169242122245194,0.0181289944262634,0.133709293169718,0.204774951320671,1.14263211204826e-20
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,DSC2,Desmocollin-2,15796,0.133598833246101,0.0143677626582525,0.105438018435926,0.161759648056276,1.60695320990786e-20
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,PLA2G7,Platelet-activating factor acetylhydrolase,15960,-0.121200760830923,0.0131539359721623,-0.146982475336361,-0.0954190463254845,3.52472147098899e-20
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,NECTIN4,Nectin-4,15990,0.13208675554837,0.0144537759319104,0.103757354721826,0.160416156374915,7.07417123055431e-20
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,15960,0.113979442024084,0.0124904303856949,0.0894981984681223,0.138460685580046,7.98995974896782e-20
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,COL6A3,Collagen alpha-3(VI) chain,16164,0.140921409523866,0.0155079839539406,0.110525760974142,0.171317058073589,1.1336533994547e-19
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,16099,0.146153162480667,0.0161100154711842,0.114577532157146,0.177728792804188,1.29879451628819e-19
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,IGFBP2,Insulin-like growth factor-binding protein 2,16144,0.228879264089967,0.0252827484678595,0.179325077092962,0.278433451086972,1.5499410727741e-19
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,NBL1,Neuroblastoma suppressor of tumorigenicity 1,15990,0.105521730043113,0.0116967058586498,0.0825961865601596,0.128447273526067,2.06258945714831e-19
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,ITGAV,Integrin alpha-V,16087,-0.058376851545274,0.00653562863424629,-0.0711866836683967,-0.0455670194221512,4.62509157102271e-19
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,GDF15,Growth/differentiation factor 15,16164,0.16702580770791,0.019376771879192,0.129047334824694,0.205004280591127,7.3140045311098e-18
Health and medical history,X6150#3.Vascular or heart problems diagnosed by doctor_Stroke,DLL1,Delta-like protein 1,15990,0.110872423081769,0.0128920985585715,0.085603909906969,0.136140936256569,8.69948896552923e-18
