Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,UBAC1,Ubiquitin-associated domain-containing protein 1,50525,0.0235718904824194,0.00195317430686483,0.0197436688409643,0.0274001121238744,1.72289987219614e-33
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51040,0.0493151972773367,0.00408706287149133,0.0413045540492137,0.0573258405054597,1.77038932162698e-33
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,TGM2,Protein-glutamine gamma-glutamyltransferase 2,50668,0.0506607959387431,0.00424241543980669,0.042345661676722,0.0589759302007642,7.96047007498171e-33
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG3,Proteasome assembly chaperone 3,50684,0.0324646982462127,0.00289408925051484,0.0267922833152036,0.0381371131772218,3.61828174766196e-29
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CA2,Carbonic anhydrase 2,50599,0.0439448786337238,0.0039544510854876,0.0361941545061681,0.0516956027612795,1.17382449794877e-28
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSME2,Proteasome activator complex subunit 2,50134,0.0224780939628986,0.00205865384678666,0.0184431324231968,0.0265130555026005,1.00685281332951e-27
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PRDX2,Peroxiredoxin-2,43397,0.0380103555936504,0.00353000191231535,0.0310915518455123,0.0449291593417885,5.28513770907316e-27
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG4,Proteasome assembly chaperone 4,42851,0.0343421860320878,0.00323109273511665,0.0280092442712592,0.0406751277929164,2.36471197412104e-26
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DDI2,Protein DDI1 homolog 2,43157,0.0464869613639754,0.00437384576406509,0.0379142236664078,0.0550596990615429,2.3701462957868e-26
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PKLR,Pyruvate kinase PKLR,50811,0.0392527974645481,0.00373171243500338,0.0319386410919415,0.0465669538371547,7.53115231267908e-26
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PPME1,Protein phosphatase methylesterase 1,50525,0.0357974154133455,0.00340685174788854,0.029119985987484,0.0424748448392071,8.48475435089048e-26
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CAT,Catalase,43494,0.0321072031691066,0.00305842030832891,0.026112699364782,0.0381017069734313,9.47501123448487e-26
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AK1,Adenylate kinase isoenzyme 1,50752,0.0372562151091469,0.00360635959200062,0.0301877503088256,0.0443246799094681,5.41934224715046e-25
