Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X21040.Satisfaction with bowel habits,DNER,Delta and Notch-like epidermal growth factor-related receptor,17724,-0.351144981942733,0.0475216351135373,-0.444287386765266,-0.2580025771202,1.5433521735154e-13
Health and medical history,X21040.Satisfaction with bowel habits,GAST,Gastrin,15075,0.0847124473732396,0.0119104136758605,0.061368036568553,0.108056858177926,1.19121093589754e-12
Health and medical history,X21040.Satisfaction with bowel habits,CHGA,Chromogranin-A,15100,0.118643578199637,0.0177865243142495,0.0837819905437077,0.153505165855566,2.63953606341632e-11
Health and medical history,X21040.Satisfaction with bowel habits,ITGAV,Integrin alpha-V,17876,-0.483701542035374,0.0729285262547671,-0.626641453494718,-0.34076163057603,3.39415424710792e-11
Health and medical history,X21040.Satisfaction with bowel habits,ITGAM,Integrin alpha-M,17756,-0.25214989362409,0.0382426265725587,-0.327105441706305,-0.177194345541875,4.4191533042616e-11
Health and medical history,X21040.Satisfaction with bowel habits,MEGF10,Multiple epidermal growth factor-like domains protein 10,17744,-0.17749463087523,0.0301512775204823,-0.236591134815376,-0.118398126935085,4.00843131504671e-09
Health and medical history,X21040.Satisfaction with bowel habits,VSIG2,V-set and immunoglobulin domain-containing protein 2,15019,0.149489391266785,0.0257307629830834,0.0990570958199412,0.199921686713628,6.38335806518558e-09
Health and medical history,X21040.Satisfaction with bowel habits,GDF15,Growth/differentiation factor 15,17970,0.173608324897956,0.0303147202001418,0.114191473305678,0.233025176490234,1.03939419115429e-08
Health and medical history,X21040.Satisfaction with bowel habits,ITGA11,Integrin alpha-11,17719,-0.19099870408225,0.0353323035745043,-0.260250019088279,-0.121747389076222,6.53619997260943e-08
Health and medical history,X21040.Satisfaction with bowel habits,PLTP,Phospholipid transfer protein,17906,-0.1770412417346,0.0335803584756235,-0.242858744346822,-0.111223739122377,1.3638962337245e-07
Health and medical history,X21040.Satisfaction with bowel habits,APOF,Apolipoprotein F,15110,-0.336244014480112,0.0645470803351312,-0.462756291936969,-0.209731737023255,1.92066348143746e-07
Health and medical history,X21040.Satisfaction with bowel habits,CA14,Carbonic anhydrase 14,17876,-0.174841558119713,0.0339477052464264,-0.241379060402709,-0.108304055836717,2.6280635714512e-07
Health and medical history,X21040.Satisfaction with bowel habits,NTRK3,NT-3 growth factor receptor,17917,-0.278981617425244,0.0555082635943273,-0.387777814070125,-0.170185420780362,5.05785818644123e-07
Health and medical history,X21040.Satisfaction with bowel habits,CLEC4A,C-type lectin domain family 4 member A,17719,-0.171554046038037,0.0343854645773229,-0.23894955660959,-0.104158535466484,6.12223712838295e-07
