Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,UBAC1,Ubiquitin-associated domain-containing protein 1,50525,0.019356848939349,0.00197744954213668,0.0154810478367611,0.0232326500419369,1.31750122572943e-22
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,TGM2,Protein-glutamine gamma-glutamyltransferase 2,50668,0.0416877418493193,0.00429438359089912,0.033270750011157,0.0501047336874816,2.92919852143666e-22
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSME2,Proteasome activator complex subunit 2,50134,0.0188917036038677,0.00208379542208401,0.014807464576583,0.0229759426311524,1.27789140436804e-19
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,DNAJC9,DnaJ homolog subfamily C member 9,43930,0.0385312794366213,0.00434154612256294,0.030021849036398,0.0470407098368447,7.25003045909123e-19
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51040,0.0364611318178567,0.00413822881786739,0.0283502033348366,0.0445720603008768,1.28065334768385e-18
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSMG3,Proteasome assembly chaperone 3,50684,0.0255310240827242,0.00293014687072089,0.0197879362161112,0.0312741119493371,3.04091492964949e-18
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,DDI2,Protein DDI1 homolog 2,43157,0.0379060426818498,0.00442696003559055,0.0292292010120924,0.0465828843516073,1.13988497445941e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PPME1,Protein phosphatase methylesterase 1,50525,0.0292741425112763,0.00344880424057517,0.022514486199749,0.0360337988228037,2.15470084713344e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSME1,Proteasome activator complex subunit 1,50283,0.0179934706476899,0.00212486277931614,0.0138287396002303,0.0221582016951496,2.56146623270374e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PRDX2,Peroxiredoxin-2,43397,0.0302456973227031,0.00357298454132456,0.0232426476217069,0.0372487470236992,2.63810591662678e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,CA2,Carbonic anhydrase 2,50599,0.0335797197927122,0.00400398040283925,0.0257319182031472,0.0414275213822771,5.13199473560403e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSMG4,Proteasome assembly chaperone 4,42851,0.0274084462959888,0.00327174589517926,0.0209958243414374,0.0338210682505401,5.57713374941829e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,OMG,Oligodendrocyte-myelin glycoprotein,50525,-0.0314459091986542,0.0037651386498794,-0.0388255809524178,-0.0240662374448905,6.88800648612189e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,CAT,Catalase,43494,0.0258350210190806,0.00309581341267359,0.0197672267302404,0.0319028153079209,7.31920684340641e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,IMPACT,Protein IMPACT,44017,0.0262665885009904,0.00315481189750374,0.020083157181883,0.0324500198200977,8.60853484168707e-17
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ATXN3,Ataxin-3,44017,0.0292279850179581,0.00353222989369624,0.0223048144263135,0.0361511556096028,1.32403733810677e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,AARSD1,Alanyl-tRNA editing protein Aarsd1,50525,0.0262086185454214,0.00317120562488175,0.0199930555206532,0.0324241815701897,1.43579726341245e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,RANBP1,Ran-specific GTPase-activating protein,42944,0.0243580190070015,0.00299552783330718,0.0184867844537194,0.0302292535602836,4.35404084130732e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,SH3GLB2,Endophilin-B2,44017,0.0307780259959124,0.0037868939357945,0.0233557138817552,0.0382003381100696,4.49513609010086e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PKLR,Pyruvate kinase PKLR,50811,0.0306829294205648,0.00377798490689594,0.0232780790030488,0.0380877798380809,4.70691103317016e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,BOLA2_BOLA2B,BolA-like protein 2,42944,0.0251879697977399,0.00310905020553761,0.0190942313948862,0.0312817082005937,5.57055993316792e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ADD1,Alpha-adducin,43157,0.0319808761022476,0.00396377747434261,0.0242118722525361,0.0397498799519592,7.31192568453398e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,YOD1,Ubiquitin thioesterase OTU1,42666,0.0288447569592203,0.00358714114460067,0.021813960315803,0.0358755536026376,9.12700553270379e-16
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,AK1,Adenylate kinase isoenzyme 1,50752,0.0292952996476806,0.00365036400294539,0.0221405862019077,0.0364500130934536,1.03425060347643e-15
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,NSFL1C,NSFL1 cofactor p47,51197,0.0298830895033858,0.00372375416601993,0.0225845313379868,0.0371816476687849,1.03675102511786e-15
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,RILP,Rab-interacting lysosomal protein,51040,0.0272339442042389,0.00340951672480736,0.0205512914236164,0.0339165969848613,1.40417997889562e-15
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,50891,0.022966598405478,0.00295354548254907,0.0171776492596818,0.0287555475512742,7.62894167080236e-15
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,AMPD3,AMP deaminase 3,44017,0.031702239240256,0.00408681744747604,0.0236920770432029,0.039712401437309,8.86916884430575e-15
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,SLC4A1,Band 3 anion transport protein,44128,0.0209263931171642,0.00270490813698667,0.0156247731686704,0.0262280130656581,1.043941551481e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,50752,0.0283571256169983,0.0036996617423211,0.021105788602049,0.0356084626319477,1.82300386075722e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,DNAJB2,DnaJ homolog subfamily B member 2,43157,0.0235262775744222,0.00307039339839903,0.01750830651356,0.0295442486352843,1.8643834260039e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,BGLAP,Osteocalcin,44128,-0.0383735769923557,0.00502326812877765,-0.0482191825247599,-0.0285279714599515,2.23036987684691e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ATG4A,Cysteine protease ATG4A,49555,0.0259977662609537,0.00340688095006644,0.0193202795988235,0.0326752529230839,2.37171775182539e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ST13,Hsc70-interacting protein,43157,0.0239374580745556,0.00316411366855994,0.0177357952841781,0.030139120864933,3.9464946436766e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,CENPF,Centromere protein F,43318,0.0236370957305063,0.0031265287943282,0.017509099293623,0.0297650921673895,4.10461997320442e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,DNAJA4,DnaJ homolog subfamily A member 4,44017,0.0306998912230205,0.00406926549294126,0.0227241308568557,0.0386756515891854,4.63344904570087e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,C9orf40,Uncharacterized protein C9orf40,43930,0.0347753742859435,0.00463157914300441,0.0256974791656548,0.0438532694062321,6.10226621622766e-14
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,BLVRB,Flavin reductase,50766,0.0282540122975904,0.00381504944186207,0.0207765153915408,0.0357315092036401,1.32242149492774e-13
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ANKRD54,Ankyrin repeat domain-containing protein 54,49555,0.0243966708577176,0.00329491202727016,0.0179386432842681,0.0308546984311671,1.33883974570792e-13
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,IGBP1,Immunoglobulin-binding protein 1,44037,0.0255520030762849,0.00345211138650652,0.0187858647587322,0.0323181413938377,1.36693688126544e-13
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSMD9,26S proteasome non-ATPase regulatory subunit 9,50525,0.0229018944188436,0.00318809780892179,0.0166532227133569,0.0291505661243303,6.88541380381372e-13
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ARG1,Arginase-1,50453,0.021580133677936,0.00300658906936613,0.0156872191019784,0.0274730482538936,7.19139865940268e-13
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,HMBS,Porphobilinogen deaminase,51191,0.0175291376893754,0.00248308225999354,0.0126622964597881,0.0223959789189628,1.69311800489566e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,NAP1L4,Nucleosome assembly protein 1-like 4,43845,0.0164072267128953,0.00232602533938565,0.0118482170476994,0.0209662363780911,1.76719332745847e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,GMPR,GMP reductase 1,51313,0.0197285840354689,0.00282749586581024,0.0141866921384808,0.025270475932457,3.04315831627169e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PEBP1,Phosphatidylethanolamine-binding protein 1,50766,0.0230646561044879,0.00330808397184168,0.0165808115196782,0.0295485006892976,3.15800868033347e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,50806,0.02356478845039,0.0033913861343571,0.0169176716270501,0.0302119052737299,3.7382547697202e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,AHSP,Alpha-hemoglobin-stabilizing protein,50682,0.0338331306598131,0.00489669507721588,0.02423560830847,0.0434306530111563,4.92504898685347e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,CA1,Carbonic anhydrase 1,49633,0.0240177991287382,0.00347797517798828,0.0172009677798812,0.0308346304775953,5.05614025258986e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,HBQ1,Hemoglobin subunit theta-1,51191,0.0241254448285725,0.00351290027144402,0.0172401602965422,0.0310107293606028,6.60010057807691e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,UROD,Uroporphyrinogen decarboxylase,43157,0.0268869278967329,0.00391680958848585,0.0192099811033006,0.0345638746901651,6.76259333842984e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,RABGAP1L,Rab GTPase-activating protein 1-like,49795,0.0234690256655611,0.00343824792155904,0.0167300597393054,0.0302079915918168,8.83937622576977e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,CCS,Copper chaperone for superoxide dismutase,50365,0.0182002937792912,0.00271607527510274,0.0128767862400899,0.0235238013184926,2.09238554216335e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,STIP1,Stress-induced-phosphoprotein 1,50681,0.0247881329811122,0.00370141527018998,0.0175333590515398,0.0320429069106846,2.15053834335963e-11
