Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Blood and urine assays,X30870.Triglycerides,AAMDC,Mth938 domain-containing protein,41404,0.118087357868507,0.002870753062444,0.112460681866117,0.123714033870897,0
Blood and urine assays,X30870.Triglycerides,ABL1,Tyrosine-protein kinase ABL1,48744,0.18381225906568,0.00365836641208121,0.176641860898001,0.190982657233359,0
Blood and urine assays,X30870.Triglycerides,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",47806,0.192580609913633,0.00447227294806045,0.183814954935434,0.201346264891831,0
Blood and urine assays,X30870.Triglycerides,ACE2,Angiotensin-converting enzyme 2,48081,0.124668028115834,0.00278005913487777,0.119219112211474,0.130116944020195,0
Blood and urine assays,X30870.Triglycerides,ACY1,Aminoacylase-1,48962,0.201910062488603,0.00326814889058546,0.195504490663056,0.208315634314151,0
Blood and urine assays,X30870.Triglycerides,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,48744,0.120164541775797,0.00237002000644548,0.115519302563164,0.12480978098843,0
Blood and urine assays,X30870.Triglycerides,ADH1B,All-trans-retinol dehydrogenase,41601,0.188518115424726,0.00404000066188365,0.180599714127434,0.196436516722018,0
Blood and urine assays,X30870.Triglycerides,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,48081,0.298129255058199,0.00443684400704143,0.289433040804397,0.306825469312,0
Blood and urine assays,X30870.Triglycerides,ADIPOQ,Adiponectin,42604,-0.230002220843755,0.00354521612137055,-0.236950844441641,-0.223053597245868,0
Blood and urine assays,X30870.Triglycerides,AFM,Afamin,42604,0.0585185290517751,0.00102967111992698,0.0565003736567182,0.060536684446832,0
Blood and urine assays,X30870.Triglycerides,AGR3,Anterior gradient protein 3,47722,0.196475313304374,0.0031608158598031,0.19028011421916,0.202670512389588,0
Blood and urine assays,X30870.Triglycerides,AGRN,Agrin,49177,0.0820990219529254,0.00183689735683142,0.0784987031335358,0.085699340772315,0
Blood and urine assays,X30870.Triglycerides,AGRP,Agouti-related protein,49509,0.346455253470036,0.00247338956886255,0.341607409915065,0.351303097025006,0
Blood and urine assays,X30870.Triglycerides,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",48663,0.250100256337519,0.00569205861446452,0.238943821453169,0.26125669122187,0
Blood and urine assays,X30870.Triglycerides,AKT1S1,Proline-rich AKT1 substrate 1,47814,0.142877906984174,0.00362866431232407,0.135765724932019,0.14999008903633,0
Blood and urine assays,X30870.Triglycerides,AMBP,Protein AMBP,49313,0.0552900510762529,0.00107573336551778,0.0531816136798381,0.0573984884726678,0
Blood and urine assays,X30870.Triglycerides,ANGPTL2,Angiopoietin-related protein 2,49014,0.0968795210514592,0.00216336192161552,0.0926393316850928,0.101119710417826,0
Blood and urine assays,X30870.Triglycerides,AP1G2,AP-1 complex subunit gamma-like 2,42338,0.213412579983822,0.00427373251009545,0.205036064264035,0.22178909570361,0
Blood and urine assays,X30870.Triglycerides,AP3B1,AP-3 complex subunit beta-1,42359,0.161151128083676,0.00413010774820797,0.153056116897188,0.169246139270163,0
Blood and urine assays,X30870.Triglycerides,AP3S2,AP-3 complex subunit sigma-2,42434,0.118867497769196,0.00254237461580173,0.113884443522225,0.123850552016168,0
Blood and urine assays,X30870.Triglycerides,APCS,Serum amyloid P-component,42220,0.11183623397693,0.00182485829130085,0.108259511725981,0.11541295622788,0
Blood and urine assays,X30870.Triglycerides,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,49241,0.126019186490303,0.00320659508194787,0.119734260129685,0.132304112850921,0
Blood and urine assays,X30870.Triglycerides,ARF6,ADP-ribosylation factor 6,42359,0.284047793270941,0.00569128117041273,0.272892882176932,0.29520270436495,0
Blood and urine assays,X30870.Triglycerides,ARHGEF1,Rho guanine nucleotide exchange factor 1,42434,0.194636680981614,0.00483377988813156,0.185162472400876,0.204110889562352,0
Blood and urine assays,X30870.Triglycerides,ARHGEF12,Rho guanine nucleotide exchange factor 12,48894,0.224074120522967,0.00561715461827236,0.213064497471153,0.235083743574781,0
Blood and urine assays,X30870.Triglycerides,ASGR1,Asialoglycoprotein receptor 1,48594,0.0981051363940211,0.00157198740771829,0.0950240410748933,0.101186231713149,0
Blood and urine assays,X30870.Triglycerides,ATG16L1,Autophagy-related protein 16-1,42359,0.194157379268459,0.00457784924025077,0.185184794757567,0.203129963779351,0
Blood and urine assays,X30870.Triglycerides,ATP6V1G1,V-type proton ATPase subunit G 1,41404,0.170783055234761,0.00391299647595234,0.163113582141895,0.178452528327628,0
Blood and urine assays,X30870.Triglycerides,ATRN,"Attractin, Isoform 2",42604,0.0412945234682155,0.0008920799080888,0.0395460468483614,0.0430430000880695,0
Blood and urine assays,X30870.Triglycerides,AXIN1,Axin-1,48894,0.219473339967352,0.00514986392334393,0.209379606677598,0.229567073257106,0
Blood and urine assays,X30870.Triglycerides,BACH1,Transcription regulator protein BACH1,48894,0.158798694592927,0.00397003585173867,0.151017424323519,0.166579964862335,0
Blood and urine assays,X30870.Triglycerides,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,47806,0.18086035147817,0.00343865804913547,0.174120581701865,0.187600121254476,0
Blood and urine assays,X30870.Triglycerides,BANK1,B-cell scaffold protein with ankyrin repeats,48894,0.24360701385358,0.00572423376882456,0.232387515666684,0.254826512040477,0
Blood and urine assays,X30870.Triglycerides,BCHE,Cholinesterase,41776,0.0877583168824418,0.00148012114429809,0.0848572794396176,0.0906593543252661,0
Blood and urine assays,X30870.Triglycerides,BCR,Breakpoint cluster region protein,48894,0.19990790445918,0.00495749081714639,0.190191222457573,0.209624586460787,0
Blood and urine assays,X30870.Triglycerides,BECN1,Beclin-1,41404,0.152950944172551,0.00323456753932622,0.146611191795472,0.159290696549631,0
Blood and urine assays,X30870.Triglycerides,BID,BH3-interacting domain death agonist,48894,0.147147485507384,0.00368290506531577,0.139928991579365,0.154365979435403,0
Blood and urine assays,X30870.Triglycerides,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,42434,0.101428384864319,0.00217534206885069,0.0971647144093716,0.105692055319266,0
Blood and urine assays,X30870.Triglycerides,BPIFB1,BPI fold-containing family B member 1,48859,-0.150888859624122,0.00342940611431115,-0.157610495608172,-0.144167223640072,0
Blood and urine assays,X30870.Triglycerides,BTD,Biotinidase,42604,0.0470830665945465,0.00111885683383016,0.0448901072002394,0.0492760259888536,0
Blood and urine assays,X30870.Triglycerides,BTN3A2,Butyrophilin subfamily 3 member A2,48894,0.0878228840505797,0.00205051145804017,0.0838038815928209,0.0918418865083384,0
Blood and urine assays,X30870.Triglycerides,C9,Complement component C9,42572,-0.204034893007126,0.00274500203151642,-0.209415096988898,-0.198654689025354,0
Blood and urine assays,X30870.Triglycerides,CA5A,"Carbonic anhydrase 5A, mitochondrial",48081,0.207958774815786,0.00495905268091915,0.198239031561185,0.217678518070388,0
Blood and urine assays,X30870.Triglycerides,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,42465,0.182133153207226,0.00454730822798419,0.173220429080377,0.191045877334075,0
Blood and urine assays,X30870.Triglycerides,CANT1,Soluble calcium-activated nucleotidase 1,48815,0.0516003795391532,0.00109281493870186,0.0494584622592975,0.0537422968190088,0
Blood and urine assays,X30870.Triglycerides,CC2D1A,Coiled-coil and C2 domain-containing protein 1A,48594,0.228810933981467,0.00395170469701903,0.22106559277531,0.236556275187625,0
Blood and urine assays,X30870.Triglycerides,CCL11,Eotaxin,49509,0.082870667256098,0.00206324495107303,0.0788267071519948,0.0869146273602011,0
Blood and urine assays,X30870.Triglycerides,CCL16,C-C motif chemokine 16,49577,0.164927169103673,0.00282226937720429,0.159395521124353,0.170458817082993,0
Blood and urine assays,X30870.Triglycerides,CCL17,C-C motif chemokine 17,48860,0.214315037867315,0.00497402965276726,0.204565939747891,0.224064135986738,0
Blood and urine assays,X30870.Triglycerides,CCL22,C-C motif chemokine 22,48467,0.129682426802852,0.00280307430435836,0.12418840116631,0.135176452439395,0
Blood and urine assays,X30870.Triglycerides,CCL23,C-C motif chemokine 23,49177,0.161325071888498,0.00218170325125122,0.157048933516045,0.16560121026095,0
Blood and urine assays,X30870.Triglycerides,CCL27,C-C motif chemokine 27,48962,0.291856661841643,0.00312102172950901,0.285739459251806,0.297973864431481,0
Blood and urine assays,X30870.Triglycerides,CCL5,C-C motif chemokine 5,49179,0.230837952679923,0.00551616410746131,0.220026271029299,0.241649634330547,0
Blood and urine assays,X30870.Triglycerides,CCN1,CCN family member 1,48662,0.455849869894936,0.00365861680614763,0.448678980954886,0.463020758834985,0
Blood and urine assays,X30870.Triglycerides,CCN2,CCN family member 2,48940,0.133912581141979,0.0031266530494095,0.127784341165136,0.140040821118821,0
Blood and urine assays,X30870.Triglycerides,CD2AP,CD2-associated protein,48962,0.166972351561344,0.00343465962389079,0.160240418698518,0.17370428442417,0
Blood and urine assays,X30870.Triglycerides,CD300LG,CMRF35-like molecule 9,48974,-0.0933763224411161,0.00202002716658013,-0.0973355756876131,-0.089417069194619,0
Blood and urine assays,X30870.Triglycerides,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,48744,0.0962063231921744,0.00169775486423461,0.0928787236582746,0.0995339227260743,0
Blood and urine assays,X30870.Triglycerides,CD4,T-cell surface glycoprotein CD4,48812,0.119663369006003,0.001546619486775,0.116631994811924,0.122694743200082,0
Blood and urine assays,X30870.Triglycerides,CD63,CD63 antigen,48512,0.123435809365938,0.00278565741372848,0.11797592083503,0.128895697896845,0
Blood and urine assays,X30870.Triglycerides,CDH2,Cadherin-2,48962,0.0777964136173292,0.00192831052652964,0.0740169249853311,0.0815759022493273,0
