Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20650.Liking for curry,PTGR1,Prostaglandin reductase 1,15794,0.256083201220852,0.017685987932715,0.221418664872731,0.290747737568974,3.28187116797494e-47
Diet and food preferences,X20650.Liking for curry,ALCAM,CD166 antigen,18872,-0.483914340300489,0.0625631370723022,-0.606538088962202,-0.361290591638777,1.08747541730336e-14
Diet and food preferences,X20650.Liking for curry,DSC2,Desmocollin-2,18385,-0.285366532092558,0.0370978583229893,-0.358078334405617,-0.212654729779498,1.51837955851957e-14
Diet and food preferences,X20650.Liking for curry,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,18806,-0.257100255526365,0.033442636498465,-0.322647823063356,-0.191552687989374,1.57041230915803e-14
Diet and food preferences,X20650.Liking for curry,GFRA1,GDNF family receptor alpha-1,18759,-0.339100737664995,0.0451244719296626,-0.427544702647134,-0.250656772682856,5.95660641379842e-14
Diet and food preferences,X20650.Liking for curry,PTGDS,Prostaglandin-H2 D-isomerase,18478,-0.317497671074987,0.0424737950159077,-0.400746309306167,-0.234249032843808,8.05659919271993e-14
Diet and food preferences,X20650.Liking for curry,OMD,Osteomodulin,18722,-0.205066996097468,0.0277880662457755,-0.259531605939188,-0.150602386255748,1.6531594620169e-13
Diet and food preferences,X20650.Liking for curry,C4BPB,C4b-binding protein beta chain,18699,-0.218668372147001,0.0300296114055193,-0.277526410501818,-0.159810333792183,3.42591230359654e-13
Diet and food preferences,X20650.Liking for curry,IFNGR1,Interferon gamma receptor 1,18722,-0.422698472652824,0.0592011895072338,-0.538732804087002,-0.306664141218646,9.67318148433473e-13
Diet and food preferences,X20650.Liking for curry,PTPRS,Receptor-type tyrosine-protein phosphatase S,18872,-0.344157196291018,0.0486980422665288,-0.439605359133414,-0.248709033448621,1.63652842353805e-12
Diet and food preferences,X20650.Liking for curry,ADA2,Adenosine deaminase 2,18506,-0.205125122259514,0.0291003782036135,-0.262161863538596,-0.148088380980432,1.86723016689859e-12
Diet and food preferences,X20650.Liking for curry,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,18624,-0.271438828683082,0.0386713272377731,-0.347234630069118,-0.195643027297047,2.30957274061348e-12
Diet and food preferences,X20650.Liking for curry,NRCAM,Neuronal cell adhesion molecule,18624,-0.301564246297912,0.0432377930824244,-0.386310320739464,-0.21681817185636,3.17154734941847e-12
Diet and food preferences,X20650.Liking for curry,EPHA2,Ephrin type-A receptor 2,17901,-0.297879582634456,0.0432382840807261,-0.382626619432679,-0.213132545836232,5.79528246839766e-12
Diet and food preferences,X20650.Liking for curry,SORCS2,VPS10 domain-containing receptor SorCS2,18192,-0.247875302000749,0.0362488620540409,-0.318923071626669,-0.176827532374829,8.27713757561636e-12
Diet and food preferences,X20650.Liking for curry,PDCD1,Programmed cell death protein 1,18756,-0.19543613104875,0.0286138688444892,-0.251519313983949,-0.139352948113551,8.74479574194216e-12
Diet and food preferences,X20650.Liking for curry,GPC1,Glypican-1,18780,-0.274272434245788,0.0406993096281393,-0.354043081116941,-0.194501787374635,1.64120270304235e-11
Diet and food preferences,X20650.Liking for curry,MAMDC4,Apical endosomal glycoprotein,15709,0.172779944654933,0.0257892747004448,0.122232966242062,0.223326923067805,2.15981378724106e-11
Diet and food preferences,X20650.Liking for curry,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,15794,-0.131222498192792,0.0197481124074068,-0.16992879851131,-0.092516197874275,3.1354870311138e-11
Diet and food preferences,X20650.Liking for curry,ACAN,Aggrecan core protein,18441,-0.278517938943959,0.0423922628686117,-0.361606774166437,-0.19542910372148,5.16554961280217e-11
Diet and food preferences,X20650.Liking for curry,FCER2,Low affinity immunoglobulin epsilon Fc receptor,18632,-0.157870053814995,0.0241109407576726,-0.205127497700033,-0.110612609929956,5.99758625039008e-11
Diet and food preferences,X20650.Liking for curry,AGER,Advanced glycosylation end product-specific receptor,18602,-0.195467036098783,0.0301602343145283,-0.254581095355258,-0.136352976842307,9.34362607826603e-11
Diet and food preferences,X20650.Liking for curry,PCDH17,Protocadherin-17,18624,-0.223615113428981,0.034523071640234,-0.29128033384384,-0.155949893014122,9.57388081118954e-11
Diet and food preferences,X20650.Liking for curry,CHRDL1,Chordin-like protein 1,18689,-0.255118782414121,0.0395645693742339,-0.33266533838762,-0.177572226440623,1.15989833599096e-10
Diet and food preferences,X20650.Liking for curry,IL12A_IL12B,Interleukin-12,18513,-0.102046760888572,0.0159667731288053,-0.13334163622103,-0.0707518855561134,1.68528040035441e-10
Diet and food preferences,X20650.Liking for curry,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,18780,-0.25987398363498,0.0407139319520313,-0.339673290260962,-0.180074677008999,1.77808393164894e-10
Diet and food preferences,X20650.Liking for curry,DRAXIN,Draxin,18489,-0.178927226579364,0.0281660979877391,-0.234132778635332,-0.123721674523395,2.16688556957189e-10
Diet and food preferences,X20650.Liking for curry,CNDP1,Beta-Ala-His dipeptidase,18690,0.165715333350455,0.0261334975463222,0.114493678159663,0.216936988541246,2.33352869346749e-10
Diet and food preferences,X20650.Liking for curry,THBD,Thrombomodulin,18624,-0.275396256961333,0.0434502841051389,-0.360558813807406,-0.190233700115261,2.37820430770208e-10
Diet and food preferences,X20650.Liking for curry,CSF1,Macrophage colony-stimulating factor 1,18722,-0.294978119224985,0.0465834898778946,-0.386281759385658,-0.203674479064311,2.47121975845279e-10
Diet and food preferences,X20650.Liking for curry,IL12B,Interleukin-12 subunit beta,18830,-0.140394303064167,0.0221863560676747,-0.183879560956809,-0.0969090451715244,2.54040141209479e-10
Diet and food preferences,X20650.Liking for curry,OXT,Oxytocin-neurophysin 1,18817,0.0539359388087847,0.00854156278777607,0.0371944757447436,0.0706774018728258,2.77061140895518e-10
