Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ACTN4,Alpha-actinin-4,26816,755,1.31 [1.11-1.55],0.0011777679903474
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ADA2,Adenosine deaminase 2,27192,765,1.29 [1.11-1.49],0.0009539795167076
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27461,771,0.81 [0.70-0.93],0.0029169641875679
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",AMN,Protein amnionless,26816,755,1.20 [1.05-1.37],0.0057888664932305
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",BMPER,BMP-binding endothelial regulator protein,23341,649,1.60 [1.17-2.18],0.0033618994383343
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",BST2,Bone marrow stromal antigen 2,27598,770,1.20 [1.07-1.33],0.0011742078772798
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",C1RL,Complement C1r subcomponent-like protein,23861,660,1.70 [1.15-2.50],0.007194176496095
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CBLN4,Cerebellin-4,27595,774,0.77 [0.63-0.94],0.0090110432159365
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CCL20,C-C motif chemokine 20,27646,770,1.11 [1.04-1.18],0.0012391729448495
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CD1C,T-cell surface glycoprotein CD1c,27461,771,0.71 [0.55-0.92],0.0095806808557531
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CDH4,Cadherin-4,23080,637,1.23 [1.07-1.41],0.0029359366159121
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CHAD,Chondroadherin,23341,649,0.79 [0.69-0.90],0.0005241951838474
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CHGA,Chromogranin-A,23846,661,1.13 [1.05-1.21],0.0012790084740283
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CLEC3B,Tetranectin,23323,650,0.50 [0.35-0.71],0.0001348304806611
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CLEC4A,C-type lectin domain family 4 member A,27320,768,0.74 [0.62-0.88],0.000723631970325
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CLGN,Calmegin,23178,645,1.32 [1.14-1.54],0.0003278556355661
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CNTN5,Contactin-5,27424,767,0.77 [0.65-0.91],0.0028052808930733
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CPM,Carboxypeptidase M,27467,768,1.30 [1.08-1.55],0.0047789006581071
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CXCL10,C-X-C motif chemokine 10,27498,765,1.13 [1.03-1.23],0.0092461316737399
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",CXCL9,C-X-C motif chemokine 9,27498,765,1.20 [1.10-1.30],4.34714415328834e-05
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",DIPK1C,Divergent protein kinase domain 1C,23178,645,1.24 [1.06-1.45],0.0061760669993595
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ENPP6,Glycerophosphocholine cholinephosphodiesterase ENPP6,23232,642,0.73 [0.60-0.90],0.0029092701581221
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",FAP,Prolyl endopeptidase FAP,27699,775,0.62 [0.49-0.78],3.720437891371268e-05
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",FNDC1,Fibronectin type III domain-containing protein 1,23789,653,0.76 [0.65-0.90],0.0009255809290542
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",FOLR1,Folate receptor alpha,27326,768,1.38 [1.11-1.72],0.0044288963239953
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",FSTL3,Follistatin-related protein 3,27318,759,1.31 [1.07-1.60],0.0080437828456877
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",GAST,Gastrin,23789,653,1.08 [1.03-1.14],0.0024314197273427
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",GDF15,Growth/differentiation factor 15,27699,775,1.33 [1.17-1.52],1.990076332900901e-05
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",GSN,Gelsolin,23781,655,0.65 [0.48-0.88],0.0050584063281381
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",23093,642,1.14 [1.04-1.25],0.0069529520210412
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",HDAC9,Histone deacetylase 9,23080,637,1.19 [1.08-1.31],0.0005287639182078
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",IFNG,Interferon gamma,26816,755,1.08 [1.02-1.15],0.0063166441273441
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",IL10,Interleukin-10,26816,755,1.10 [1.03-1.17],0.0073603770533301
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",IL18BP,Interleukin-18-binding protein,27459,769,1.36 [1.12-1.66],0.0023951742777829
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",IL18R1,Interleukin-18 receptor 1,27646,770,1.33 [1.10-1.61],0.0029963810426507
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",IL31RA,Interleukin-31 receptor subunit alpha,23075,640,0.71 [0.58-0.86],0.0003969929246002
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",IL33,Interleukin-33,26816,755,1.27 [1.07-1.50],0.0054818520058571
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ITGA11,Integrin alpha-11,27320,768,0.68 [0.56-0.82],4.325909137443358e-05
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ITGA2,Integrin alpha-2,23341,649,0.71 [0.57-0.89],0.0025954893937299
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ITGAM,Integrin alpha-M,27366,763,0.76 [0.62-0.94],0.009881178208671
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",ITGAV,Integrin alpha-V,27595,774,0.52 [0.35-0.77],0.0009357958930688
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",KIT,Mast/stem cell growth factor receptor Kit,27411,769,0.76 [0.61-0.94],0.0098780076881819
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",LGALS4,Galectin-4,27364,762,1.17 [1.04-1.31],0.0098270399594463
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",LGALS9,Galectin-9,27364,764,1.43 [1.18-1.73],0.0002649483255359
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",LRRN1,Leucine-rich repeat neuronal protein 1,26816,755,0.74 [0.63-0.88],0.0004980282852878
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",LY75,Lymphocyte antigen 75,27320,768,0.78 [0.66-0.91],0.0022998299507022
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",MMP3,Stromelysin-1,27366,763,1.28 [1.13-1.45],8.23760363517891e-05
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",MMP7,Matrilysin,26815,751,1.21 [1.05-1.39],0.0081216063130633
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",MSTN,Growth/differentiation factor 8,26860,751,0.78 [0.69-0.88],0.0001204018669101
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",MXRA8,Matrix remodeling-associated protein 8,23341,649,0.64 [0.50-0.82],0.0003279084307775
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",NECTIN2,Nectin-2,27321,767,1.37 [1.11-1.70],0.0038679443799128
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",OMD,Osteomodulin,27498,765,0.82 [0.71-0.94],0.0036062723347822
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",PBLD,Phenazine biosynthesis-like domain-containing protein,26693,744,1.21 [1.07-1.37],0.0023913828791963
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",PDCD1,Programmed cell death protein 1,27554,774,1.20 [1.04-1.37],0.0098420274654507
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",PLAUR,Urokinase plasminogen activator surface receptor,27192,760,1.38 [1.09-1.75],0.0075222441092422
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",PLB1,"Phospholipase B1, membrane-associated",23789,653,0.82 [0.73-0.93],0.0015599356838928
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of eyelid, lacrimal system and orbit",PON2,Serum paraoxonase/arylesterase 2,26860,751,1.28 [1.07-1.55],0.0084786072030804
