Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ACE2,Angiotensin-converting enzyme 2,26392,125,1.86 [1.48-2.34],8.904153539057649e-08
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ACTA2,"Actin, aortic smooth muscle",26392,125,1.55 [1.21-1.99],0.0005504728589576
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ACVRL1,Serine/threonine-protein kinase receptor R3,26652,123,3.86 [2.19-6.78],2.715985374404042e-06
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ACY1,Aminoacylase-1,26876,126,1.50 [1.19-1.88],0.0004862187908009
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADA2,Adenosine deaminase 2,26710,125,1.96 [1.39-2.76],0.0001148368887504
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22792,95,1.72 [1.22-2.41],0.001781211117416
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26392,125,2.46 [1.48-4.08],0.0005230209308341
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27064,125,3.17 [1.98-5.07],1.6031612036065884e-06
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADAMTSL2,ADAMTS-like protein 2,23444,99,3.37 [2.13-5.34],2.192365474788349e-07
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADGRB3,Adhesion G protein-coupled receptor B3,26652,123,2.15 [1.38-3.36],0.0007559619522021
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADGRD1,Adhesion G-protein coupled receptor D1,22946,94,2.24 [1.38-3.63],0.0010782905915749
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADGRE2,Adhesion G protein-coupled receptor E2,27009,124,2.16 [1.26-3.70],0.0048506988153413
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADGRE5,Adhesion G protein-coupled receptor E5,27074,126,1.95 [1.23-3.10],0.0043921772456506
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADGRG1,Adhesion G-protein coupled receptor G1,26753,123,1.51 [1.27-1.80],3.303743345179985e-06
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ADM,Pro-adrenomedullin,27098,124,2.96 [1.58-5.54],0.0007107043715413
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",AGR2,Anterior gradient protein 2 homolog,25992,122,1.25 [1.08-1.45],0.003076348632308
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",AGRN,Agrin,27009,124,2.86 [1.97-4.15],3.531073179524461e-08
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",AKT1S1,Proline-rich AKT1 substrate 1,26223,123,1.39 [1.09-1.76],0.0078730745907734
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ALCAM,CD166 antigen,27206,126,4.70 [2.23-9.92],4.914010793468308e-05
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ALDH1A1,Retinal dehydrogenase 1,26885,123,1.41 [1.10-1.81],0.0075617764345233
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",23413,98,1.73 [1.27-2.36],0.0004824016703747
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ALPP,"Alkaline phosphatase, placental type",26753,123,1.26 [1.08-1.46],0.0025642945703216
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",AMBP,Protein AMBP,27061,124,3.81 [1.80-8.06],0.0004816895239966
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",AMIGO2,Amphoterin-induced protein 2,26753,123,2.52 [1.26-5.04],0.0089126965875827
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",AMY1A_AMY1B_AMY1C,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C,21960,92,0.55 [0.35-0.85],0.0074335057700134
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ANGPT2,Angiopoietin-2,27098,124,2.67 [1.85-3.87],1.8727836988073708e-07
Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",ANGPTL2,Angiopoietin-related protein 2,26924,124,2.07 [1.43-2.99],0.0001158103446519
