Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",24736,40,1.74 [1.33-2.27],4.4824031241361735e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ACE2,Angiotensin-converting enzyme 2,24871,42,1.82 [1.19-2.80],0.0058330231604944
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ACP5,Tartrate-resistant acid phosphatase type 5,25457,41,2.11 [1.22-3.66],0.007960903817128
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ACY1,Aminoacylase-1,25333,40,2.22 [1.54-3.21],2.217726312726421e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADA2,Adenosine deaminase 2,25184,41,2.37 [1.32-4.26],0.0038851827764361
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25230,41,2.72 [1.43-5.17],0.0022781478272835
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADAMTSL2,ADAMTS-like protein 2,22091,36,7.29 [3.71-14.32],8.111245803842275e-09
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADGRD1,Adhesion G-protein coupled receptor D1,21639,37,3.04 [1.46-6.30],0.0029111457038293
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADGRG1,Adhesion G-protein coupled receptor G1,25230,41,1.71 [1.25-2.34],0.000828512284687
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADH1B,All-trans-retinol dehydrogenase,21639,37,1.66 [1.20-2.31],0.002424703556577
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,24871,42,1.63 [1.23-2.16],0.0007477845479168
Chapter XI Diseases of the digestive system,Chronic pancreatitis,AGRN,Agrin,25456,43,2.37 [1.24-4.54],0.0091088094999734
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",25248,41,1.49 [1.15-1.93],0.0026731621973171
Chapter XI Diseases of the digestive system,Chronic pancreatitis,AMOT,Angiomotin,21639,37,2.67 [1.41-5.05],0.0024505894021933
Chapter XI Diseases of the digestive system,Chronic pancreatitis,APOF,Apolipoprotein F,22105,36,0.48 [0.32-0.72],0.0004923636447671
Chapter XI Diseases of the digestive system,Chronic pancreatitis,AREG,Amphiregulin,25230,41,2.35 [1.61-3.43],9.275408170684857e-06
Chapter XI Diseases of the digestive system,Chronic pancreatitis,BMPER,BMP-binding endothelial regulator protein,21639,37,7.71 [3.62-16.41],1.170471903914261e-07
Chapter XI Diseases of the digestive system,Chronic pancreatitis,BPIFB2,BPI fold-containing family B member 2,22055,36,1.89 [1.32-2.71],0.0004801668922824
Chapter XI Diseases of the digestive system,Chronic pancreatitis,BST2,Bone marrow stromal antigen 2,25556,42,1.78 [1.27-2.51],0.0009177024427628
Chapter XI Diseases of the digestive system,Chronic pancreatitis,C19orf12,Protein C19orf12,24715,41,1.48 [1.12-1.94],0.0051000058884565
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CALCA,Calcitonin,25110,43,1.96 [1.51-2.54],4.048690783517627e-07
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CBS,Cystathionine beta-synthase,21533,34,2.13 [1.45-3.12],0.0001055225691533
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CCL16,C-C motif chemokine 16,25645,41,2.04 [1.19-3.49],0.0092166385197408
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CCL20,C-C motif chemokine 20,25594,43,1.50 [1.23-1.82],6.476295070879443e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CCL7,C-C motif chemokine 7,25289,41,1.64 [1.23-2.18],0.0006657967218958
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CCN1,CCN family member 1,25186,41,1.73 [1.18-2.52],0.0047653791356496
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD163,Scavenger receptor cysteine-rich type 1 protein M130,25428,42,2.69 [1.55-4.68],0.0004334584938474
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD27,CD27 antigen,25418,43,2.45 [1.42-4.22],0.0012635929142139
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD300A,CMRF35-like molecule 8,21639,37,4.12 [1.57-10.83],0.0041310904343367
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD302,CD302 antigen,25230,41,3.26 [1.60-6.65],0.0011671771468028
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,25230,41,3.21 [1.58-6.55],0.0013093041977507
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD4,T-cell surface glycoprotein CD4,25248,41,1.97 [1.32-2.94],0.0009049566135218
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD55,Complement decay-accelerating factor,24437,40,2.53 [1.45-4.41],0.0010705917437801
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD74,HLA class II histocompatibility antigen gamma chain,25556,42,2.49 [1.25-4.95],0.0091860615285383
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD79B,B-cell antigen receptor complex-associated protein beta chain,25594,43,2.03 [1.25-3.30],0.004352678144272
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CD80,T-lymphocyte activation antigen CD80,22097,36,2.77 [1.32-5.81],0.0069206255515721
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CDCP1,CUB domain-containing protein 1,25158,43,2.02 [1.28-3.20],0.0027082879714354
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CDH2,Cadherin-2,25333,40,3.88 [1.82-8.25],0.00043599723875
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CDHR2,Cadherin-related family member 2,25230,41,1.68 [1.19-2.39],0.0035381434407798
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CEACAM21,Carcinoembryonic antigen-related cell adhesion molecule 21,25289,41,1.52 [1.14-2.03],0.0048785142408186
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CES1,Liver carboxylesterase 1,25386,41,1.66 [1.24-2.21],0.0005724777079238
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CHCHD6,MICOS complex subunit MIC25,21980,37,2.33 [1.43-3.79],0.0006474868251328
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CHI3L1,Chitinase-3-like protein 1,24758,41,1.76 [1.33-2.33],8.762227897630879e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CKAP4,Cytoskeleton-associated protein 4,25474,42,3.38 [1.76-6.48],0.0002476452579885
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CLSTN1,Calsyntenin-1,24715,41,1.63 [1.20-2.23],0.0019981591291593
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CLSTN3,Calsyntenin-3,22054,35,2.71 [1.55-4.74],0.0004570617354776
Chapter XI Diseases of the digestive system,Chronic pancreatitis,COL6A3,Collagen alpha-3(VI) chain,25645,41,3.27 [1.76-6.09],0.000183622892375
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CPXM2,Inactive carboxypeptidase-like protein X2,22097,36,2.90 [1.69-4.99],0.0001135852511479
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CRELD1,Protein disulfide isomerase CRELD1,21639,37,2.92 [1.35-6.31],0.0064526406104637
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CSF1,Macrophage colony-stimulating factor 1,25456,43,4.82 [2.17-10.71],0.0001108831985749
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CST3,Cystatin-C,25388,42,2.97 [1.30-6.78],0.0095546357757901
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CTSD,Cathepsin D,23673,41,2.63 [1.92-3.61],2.0316539288371926e-09
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CTSL,Cathepsin L1,25333,40,4.35 [1.61-11.73],0.0037422024536354
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CTSO,Cathepsin O,25594,43,3.96 [2.01-7.78],6.586128518675268e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CTSZ,Cathepsin Z,25341,42,3.91 [1.79-8.53],0.000606128084635
Chapter XI Diseases of the digestive system,Chronic pancreatitis,CXCL13,C-X-C motif chemokine 13,25556,42,1.44 [1.11-1.85],0.005252295562043
Chapter XI Diseases of the digestive system,Chronic pancreatitis,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",25418,43,3.03 [1.42-6.45],0.0040620555581004
Chapter XI Diseases of the digestive system,Chronic pancreatitis,DNM3,Dynamin-3,22065,37,1.86 [1.21-2.86],0.0048135151405705
Chapter XI Diseases of the digestive system,Chronic pancreatitis,DTNB,Dystrobrevin beta,21943,37,2.31 [1.34-3.97],0.0025552912462206
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",22097,36,1.81 [1.34-2.46],0.0001319254537713
Chapter XI Diseases of the digestive system,Chronic pancreatitis,EDA2R,Tumor necrosis factor receptor superfamily member 27,25545,42,2.98 [1.69-5.24],0.0001531428104327
Chapter XI Diseases of the digestive system,Chronic pancreatitis,EFCAB14,EF-hand calcium-binding domain-containing protein 14,21992,37,2.45 [1.32-4.54],0.0043734663952796
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ENTR1,Endosome-associated-trafficking regulator 1,21533,34,1.89 [1.25-2.87],0.0027412277554601
Chapter XI Diseases of the digestive system,Chronic pancreatitis,EPHA1,Ephrin type-A receptor 1,25417,43,3.18 [1.43-7.08],0.0045461320722416
Chapter XI Diseases of the digestive system,Chronic pancreatitis,EPHA2,Ephrin type-A receptor 2,24438,38,2.59 [1.48-4.54],0.0009134020063999
Chapter XI Diseases of the digestive system,Chronic pancreatitis,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,25503,42,2.80 [1.38-5.69],0.0043282903508909
Chapter XI Diseases of the digestive system,Chronic pancreatitis,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1,21980,37,2.01 [1.25-3.26],0.0042887561211535
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FABP4,"Fatty acid-binding protein, adipocyte",25645,41,2.04 [1.27-3.29],0.0032852949063977
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FAM20A,Pseudokinase FAM20A,22097,36,3.73 [1.96-7.09],5.941197757443436e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FBLN2,Fibulin-2,22091,36,3.71 [1.55-8.88],0.003216586260213
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FBP1,"Fructose-1,6-bisphosphatase 1",25333,40,1.76 [1.29-2.39],0.0003711740598152
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,22097,36,1.81 [1.25-2.63],0.0018177648057021
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FCRL5,Fc receptor-like protein 5,25337,42,2.11 [1.35-3.30],0.0010529815606276
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FGF21,Fibroblast growth factor 21,25499,42,1.56 [1.27-1.91],2.0036532791711323e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FGFBP1,Fibroblast growth factor-binding protein 1,25418,43,0.36 [0.17-0.75],0.006289551592512
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FGFR2,Fibroblast growth factor receptor 2,25418,43,5.80 [1.97-17.13],0.0014587834905117
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FNDC1,Fibronectin type III domain-containing protein 1,22054,35,2.95 [1.47-5.92],0.0023780414650651
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FRZB,Secreted frizzled-related protein 3,25068,43,5.10 [1.66-15.68],0.004449381363098
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FSTL3,Follistatin-related protein 3,25293,43,2.97 [1.46-6.04],0.0027477875043223
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FTCD,Formimidoyltransferase-cyclodeaminase,22017,35,1.62 [1.18-2.22],0.0027245415891551
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FUOM,Fucose mutarotase,21639,37,2.33 [1.60-3.39],1.008558554261634e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,FURIN,Furin,25418,43,5.49 [2.57-11.73],1.0727786866056614e-05
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GAS6,Growth arrest-specific protein 6,25473,41,5.32 [1.88-15.06],0.0016266854643943
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GAST,Gastrin,22054,35,1.33 [1.09-1.62],0.0042405252565272
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GDF15,Growth/differentiation factor 15,25645,41,1.89 [1.35-2.64],0.000228248650459
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GDNF,Glial cell line-derived neurotrophic factor,24715,41,2.21 [1.37-3.57],0.0011915434867157
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GFRA1,GDNF family receptor alpha-1,25499,42,3.96 [1.67-9.42],0.0018249521879229
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GLA,Alpha-galactosidase A,21595,37,3.23 [1.70-6.13],0.0003356710082853
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GLB1,Beta-galactosidase,25158,43,2.34 [1.30-4.21],0.0045119827744214
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GOLM2,Protein GOLM2,25556,42,3.89 [1.68-9.00],0.0015106316325126
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GPD1,Glycerol-3-phosphate dehydrogenase,21980,37,2.13 [1.38-3.29],0.0006842993602791
Chapter XI Diseases of the digestive system,Chronic pancreatitis,GPNMB,Transmembrane glycoprotein NMB,24654,40,3.95 [1.59-9.80],0.0030908668142855
