Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACHE,Acetylcholinesterase,22091,126,0.46 [0.26-0.80],0.0062090488396871
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACRBP,Acrosin-binding protein,22456,127,1.71 [1.29-2.25],0.000159789260173
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACYP1,Acylphosphatase-1,22005,125,1.45 [1.14-1.86],0.0027970567880177
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADA2,Adenosine deaminase 2,25726,142,1.69 [1.21-2.37],0.0021425305410868
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,26070,143,2.13 [1.29-3.53],0.0032843195392009
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRF5,Adhesion G protein-coupled receptor F5,22580,127,2.87 [1.69-4.88],9.544140048554744e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AGR2,Anterior gradient protein 2 homolog,25045,139,1.35 [1.18-1.55],1.976127606348389e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,22456,127,1.29 [1.07-1.56],0.0082334526261819
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AKT2,RAC-beta serine/threonine-protein kinase,22551,127,1.20 [1.04-1.37],0.0094893176863533
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPT1,Angiopoietin-1,25790,139,1.33 [1.11-1.60],0.00217048484027
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPT2,Angiopoietin-2,26110,142,1.83 [1.28-2.60],0.0008587008073433
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AP1G2,AP-1 complex subunit gamma-like 2,22456,127,1.44 [1.19-1.75],0.0002081225774874
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AP3B1,AP-3 complex subunit beta-1,22460,126,1.35 [1.09-1.67],0.0063485074741457
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",APCS,Serum amyloid P-component,22410,124,2.08 [1.27-3.41],0.0034093295630923
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",APLP1,Amyloid-like protein 1,25898,143,0.68 [0.51-0.91],0.0086868866134279
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",APP,Amyloid-beta precursor protein,25848,143,1.57 [1.27-1.94],3.297429809342168e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ARSA,Arylsulfatase A,25888,143,1.52 [1.13-2.05],0.0057020031130845
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ARSB,Arylsulfatase B,25777,141,1.52 [1.18-1.95],0.0011634836950664
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BAG4,BAG family molecular chaperone regulator 4,21938,122,1.49 [1.11-2.00],0.007669164052881
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BDNF,Brain-derived neurotrophic factor,22574,127,1.37 [1.10-1.69],0.0044076671445802
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BGN,Biglycan,25230,135,0.79 [0.69-0.90],0.0005334050240937
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BID,BH3-interacting domain death agonist,25851,142,1.31 [1.08-1.60],0.007448824825984
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,22530,126,1.69 [1.16-2.46],0.0060922727709261
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BMP6,Bone morphogenetic protein 6,25373,136,1.76 [1.23-2.51],0.0018959006047701
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BOLA1,BolA-like protein 1,21845,122,1.43 [1.13-1.81],0.0027882802514577
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C1QA,Complement C1q subcomponent subunit A,26035,140,2.37 [1.25-4.50],0.0083267930482452
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C1RL,Complement C1r subcomponent-like protein,22583,124,4.29 [1.73-10.60],0.0016353712812685
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C9,Complement component C9,22590,128,2.17 [1.50-3.14],4.021173142683924e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CA14,Carbonic anhydrase 14,26110,142,0.45 [0.29-0.69],0.0002076209060729
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,22551,127,1.37 [1.12-1.67],0.0017499652209933
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CANT1,Soluble calcium-activated nucleotidase 1,25829,143,3.53 [1.73-7.21],0.0005232102475589
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCDC28A,Coiled-coil domain-containing protein 28A,21959,124,0.46 [0.26-0.82],0.0081073831291188
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL11,Eotaxin,26167,142,1.94 [1.32-2.85],0.000698281662931
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL13,C-C motif chemokine 13,26119,142,1.34 [1.10-1.65],0.0045910216366975
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL14,C-C motif chemokine 14,25809,142,1.63 [1.18-2.24],0.0028686045022539
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL17,C-C motif chemokine 17,25846,141,1.32 [1.12-1.54],0.0007096302140815
