Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ACE2,Angiotensin-converting enzyme 2,20953,579,1.37 [1.20-1.57],2.516188482186816e-06
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ACTA2,"Actin, aortic smooth muscle",20953,579,1.26 [1.09-1.45],0.0013766058497159
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADA2,Adenosine deaminase 2,21188,585,1.38 [1.16-1.64],0.0002473178947111
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18550,522,1.72 [1.32-2.25],6.491666716340963e-05
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,21416,592,0.75 [0.64-0.88],0.0004743385313611
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADGRE1,Adhesion G protein-coupled receptor E1,18550,522,1.21 [1.05-1.41],0.0099744172544601
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADGRF5,Adhesion G protein-coupled receptor F5,18646,524,1.44 [1.09-1.90],0.0098538021477786
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADGRG2,Adhesion G-protein coupled receptor G2,21330,596,0.49 [0.38-0.65],3.237030860407286e-07
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ADM,Pro-adrenomedullin,21523,589,2.03 [1.53-2.69],8.758921831794116e-07
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,AGR2,Anterior gradient protein 2 homolog,20636,568,1.23 [1.14-1.32],1.6052043750543944e-08
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,AGR3,Anterior gradient protein 3,20813,567,1.21 [1.07-1.36],0.0019067662999014
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,AGRN,Agrin,21445,594,1.54 [1.25-1.90],5.635334567071144e-05
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,AMBP,Protein AMBP,21491,589,2.11 [1.48-3.03],4.336898947453669e-05
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,AMN,Protein amnionless,20932,575,1.26 [1.09-1.46],0.0018973858573615
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ANK2,Ankyrin-2,18050,508,1.17 [1.06-1.29],0.0018928376242956
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ANXA10,Annexin A10,20830,573,1.37 [1.27-1.48],1.188212496523195e-15
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,APOA2,Apolipoprotein A-II,18653,529,1.31 [1.11-1.56],0.0015902259538214
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,AREG,Amphiregulin,21258,575,1.42 [1.24-1.63],6.092827230934275e-07
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ARG1,Arginase-1,21212,582,0.82 [0.71-0.94],0.0041831534076527
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ARSB,Arylsulfatase B,21258,575,1.22 [1.07-1.39],0.0023825937162352
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ASGR1,Asialoglycoprotein receptor 1,21211,585,2.09 [1.66-2.64],6.52505607165377e-10
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ASGR2,Asialoglycoprotein receptor 2,18653,529,1.78 [1.30-2.42],0.0002578328411508
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,ATRAID,All-trans retinoic acid-induced differentiation factor,18550,522,1.38 [1.15-1.65],0.0004131915845734
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,B2M,Beta-2-microglobulin,18676,529,1.49 [1.30-1.72],1.3638073615296669e-08
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,BPIFB1,BPI fold-containing family B member 1,21288,586,1.18 [1.05-1.33],0.0066007368236613
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,BRK1,Protein BRICK1,20830,573,1.25 [1.06-1.47],0.0084622222460208
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,BSG,Basigin,21533,594,1.71 [1.18-2.48],0.0046729865843029
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,BST2,Bone marrow stromal antigen 2,21533,593,1.34 [1.19-1.51],1.6173644149293536e-06
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,BTN2A1,Butyrophilin subfamily 2 member A1,21445,594,1.88 [1.43-2.48],6.414809136049082e-06
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,BTN3A2,Butyrophilin subfamily 3 member A2,21298,587,1.46 [1.23-1.75],2.228506996819082e-05
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,C19orf12,Protein C19orf12,20830,573,1.15 [1.04-1.27],0.0085695292535185
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,C1QA,Complement C1q subcomponent subunit A,21453,590,2.45 [1.78-3.37],4.13361218230898e-08
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,18209,516,0.79 [0.67-0.93],0.0054644973002309
Chapter XI Diseases of the digestive system,Other diseases of oesophagus,C1RL,Complement C1r subcomponent-like protein,18645,529,2.10 [1.36-3.26],0.000896164847651
