Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ACE2,Angiotensin-converting enzyme 2,27648,1935,1.16 [1.09-1.25],1.1313118811007251e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ADAMTSL2,ADAMTS-like protein 2,24454,1723,1.41 [1.25-1.60],5.7629749865936026e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27648,1935,1.10 [1.05-1.15],7.224057988826622e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ADM,Pro-adrenomedullin,28405,1985,1.60 [1.37-1.87],4.7967786405650154e-09
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,AGR3,Anterior gradient protein 3,27427,1919,1.15 [1.08-1.23],3.4922112477875784e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,AGRN,Agrin,28274,1982,1.30 [1.16-1.45],4.867796526628366e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,AMBP,Protein AMBP,28368,1983,1.90 [1.55-2.32],4.18522308216691e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ANGPTL4,Angiopoietin-related protein 4,28231,1980,1.19 [1.09-1.31],8.944611774311665e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,AREG,Amphiregulin,28025,1949,1.25 [1.15-1.36],1.060469730803436e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ASGR1,Asialoglycoprotein receptor 1,27962,1952,1.72 [1.51-1.95],3.278536800301036e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,BTN3A2,Butyrophilin subfamily 3 member A2,28131,1972,1.26 [1.14-1.39],9.190164990663737e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CA14,Carbonic anhydrase 14,28405,1985,0.77 [0.69-0.86],3.43547759589993e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CA5A,"Carbonic anhydrase 5A, mitochondrial",27648,1935,1.09 [1.04-1.13],8.849229639938478e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CA6,Carbonic anhydrase 6,28049,1965,0.86 [0.81-0.92],4.5965264356703455e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CD300LF,CMRF35-like molecule 1,28405,1985,1.14 [1.07-1.22],9.642897857772676e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CD302,CD302 antigen,28025,1949,1.43 [1.26-1.63],6.816201427813761e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CD4,T-cell surface glycoprotein CD4,28085,1969,1.42 [1.25-1.60],2.491065512741889e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CD83,CD83 antigen,28131,1972,1.29 [1.14-1.44],2.455248192702649e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CDCP1,CUB domain-containing protein 1,27962,1952,1.17 [1.09-1.26],1.4082051148780844e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CFH,Complement factor H,23089,1637,1.56 [1.26-1.92],3.290168570142404e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CHGA,Chromogranin-A,24454,1723,1.16 [1.11-1.22],1.1177123764857632e-09
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CHI3L1,Chitinase-3-like protein 1,27483,1926,1.11 [1.06-1.17],2.0208107994963656e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CKAP4,Cytoskeleton-associated protein 4,28337,1997,1.38 [1.19-1.60],1.4407204415094433e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CLEC3B,Tetranectin,23936,1696,0.62 [0.49-0.78],4.042014262946543e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CLEC6A,C-type lectin domain family 6 member A,27464,1923,1.18 [1.09-1.28],9.151468929740364e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CLUL1,Clusterin-like protein 1,28103,1971,0.81 [0.75-0.89],2.20448062960041e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CNTN5,Contactin-5,28236,1971,0.80 [0.72-0.90],8.843759489527728e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,COL18A1,Collagen alpha-1(XVIII) chain,28244,1994,1.40 [1.19-1.66],7.939346932607903e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,COL6A3,Collagen alpha-3(VI) chain,28496,2004,1.42 [1.26-1.59],5.782419178349147e-09
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CPM,Carboxypeptidase M,28293,1978,1.35 [1.21-1.50],5.916436168225879e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CRELD1,Protein disulfide isomerase CRELD1,23913,1705,1.32 [1.17-1.49],6.49759492535069e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CRIP2,Cysteine-rich protein 2,27962,1952,1.28 [1.15-1.42],3.58834076250457e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CTRL,Chymotrypsin-like protease CTRL-1,24395,1719,0.85 [0.79-0.91],1.3830635023824456e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CXCL17,C-X-C motif chemokine 17,28486,2003,1.19 [1.10-1.30],4.977923301596326e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,DNER,Delta and Notch-like epidermal growth factor-related receptor,28089,1971,0.71 [0.61-0.82],6.62057718085298e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,EDN1,Endothelin-1,23784,1681,1.39 [1.18-1.64],6.212266888599599e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,EFNA1,Ephrin-A1,28089,1965,1.48 [1.28-1.72],1.3023006849470933e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,EFNA4,Ephrin-A4,27913,1947,1.45 [1.26-1.67],1.8721277179862066e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,28274,1982,0.82 [0.76-0.90],6.13566538135866e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FABP1,"Fatty acid-binding protein, liver",28131,1972,1.13 [1.08-1.18],1.1673335345224149e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FABP3,"Fatty acid-binding protein, heart",24464,1726,1.23 [1.13-1.34],3.52984910742358e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FABP4,"Fatty acid-binding protein, adipocyte",28496,2004,1.30 [1.21-1.40],2.2702437844412004e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FAM3C,Protein FAM3C,28117,1975,1.31 [1.14-1.50],9.654632400552542e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FASLG,Tumor necrosis factor ligand superfamily member 6,28486,2003,0.81 [0.73-0.90],7.60446766239761e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FGF21,Fibroblast growth factor 21,28368,1980,1.09 [1.05-1.12],2.517336776386212e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FGF23,Fibroblast growth factor 23,28354,1978,1.16 [1.09-1.23],1.749140211323303e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FGFBP1,Fibroblast growth factor-binding protein 1,28215,1968,0.72 [0.64-0.81],6.16211302869475e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,FGFR2,Fibroblast growth factor receptor 2,28215,1968,1.43 [1.21-1.69],2.851920390325236e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,GAST,Gastrin,24395,1719,1.12 [1.08-1.16],1.2614242393252672e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,GDF15,Growth/differentiation factor 15,28496,2004,1.45 [1.35-1.55],5.1527516442505415e-24
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,GFRA1,GDNF family receptor alpha-1,28368,1980,1.58 [1.37-1.81],2.0182091195871448e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,GPD1,Glycerol-3-phosphate dehydrogenase,24349,1711,1.17 [1.08-1.26],8.530368508740112e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,GPR37,Prosaposin receptor GPR37,27648,1935,1.18 [1.11-1.25],3.3538111605519865e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,GPRC5C,G-protein coupled receptor family C group 5 member C,24349,1711,1.17 [1.09-1.26],2.331026399700767e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,HAVCR1,Hepatitis A virus cellular receptor 1,28368,1983,1.29 [1.22-1.37],1.3008394920438085e-17
