Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,ANXA10,Annexin A10,24260,85,1.53 [1.27-1.84],6.653646369991089e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,ASGR1,Asialoglycoprotein receptor 1,24672,88,2.96 [1.74-5.01],5.818292028645245e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,C19orf12,Protein C19orf12,24260,85,1.49 [1.23-1.80],3.824113657081428e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",21533,70,1.58 [1.26-1.99],7.6283099667553e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,FBN2,Fibrillin-2,20922,69,0.55 [0.41-0.74],7.820139007665923e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,FGFR2,Fibroblast growth factor receptor 2,24893,89,4.23 [2.05-8.74],9.824925432571552e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,FSTL3,Follistatin-related protein 3,24783,87,3.29 [1.97-5.47],4.698382264999502e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,FTCD,Formimidoyltransferase-cyclodeaminase,21430,71,1.60 [1.29-2.00],2.6664817881848145e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,FUOM,Fucose mutarotase,21043,67,1.90 [1.41-2.57],2.7226894321287253e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,GDF15,Growth/differentiation factor 15,25141,90,1.70 [1.36-2.12],2.9120938395245428e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,GPIHBP1,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,21455,72,0.64 [0.53-0.77],2.065241123016558e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,IL1R1,Interleukin-1 receptor type 1,24779,88,4.20 [2.45-7.22],2.016954469662409e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,KRT18,"Keratin, type I cytoskeletal 18",24736,87,1.48 [1.23-1.79],3.141390474494551e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,OCLN,Occludin,21497,71,2.61 [1.82-3.75],1.8753611476923242e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,PIGR,Polymeric immunoglobulin receptor,24515,86,2.58 [1.67-4.01],2.296344009449631e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,PLAUR,Urokinase plasminogen activator surface receptor,24649,88,5.18 [2.82-9.52],1.1631982510443069e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,PON1,Serum paraoxonase/arylesterase 1,21559,70,0.31 [0.18-0.52],1.1239239828544863e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,RBFOX3,RNA binding protein fox-1 homolog 3,21497,71,2.15 [1.57-2.95],2.067315550558475e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,THBS2,Thrombospondin-2,24823,88,2.35 [1.59-3.46],1.5449328327838584e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,24823,88,3.04 [1.74-5.33],9.598643261581848e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Myalgia,UPB1,Beta-ureidopropionase,21533,70,1.50 [1.24-1.83],3.576489770525325e-05
