Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,ANGPT2,Angiopoietin-2,21939,105,2.39 [1.59-3.58],2.693494886142125e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,CD80,T-lymphocyte activation antigen CD80,18872,96,2.55 [1.60-4.07],8.056606670362754e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,CHGA,Chromogranin-A,18871,97,1.55 [1.30-1.84],6.119975060413583e-07
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,CNDP1,Beta-Ala-His dipeptidase,21798,104,0.51 [0.37-0.70],3.27707028770102e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,CTSD,Cathepsin D,20302,99,2.05 [1.55-2.72],5.03739778693378e-07
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,CXCL13,C-X-C motif chemokine 13,21963,105,1.45 [1.23-1.71],1.188736499956984e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,GAST,Gastrin,18843,97,1.38 [1.22-1.56],2.0780988463480065e-07
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,GDF15,Growth/differentiation factor 15,22021,105,1.71 [1.33-2.19],2.882822390586121e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,MEPE,Matrix extracellular phosphoglycoprotein,21695,105,0.34 [0.20-0.58],7.91125945270361e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,PIGR,Polymeric immunoglobulin receptor,21461,103,2.46 [1.65-3.65],9.159214718237058e-06
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,RNASE6,Ribonuclease K6,18773,97,2.13 [1.50-3.02],2.388160744191662e-05
Chapter XI Diseases of the digestive system,Vascular disorders of the intestines,WFDC2,WAP four-disulfide core domain protein 2,20625,101,2.55 [1.73-3.77],2.4751639312001134e-06
