Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,ACY1,Aminoacylase-1,28253,277,1.42 [1.22-1.66],6.0886183791255975e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,ALDH1A1,Retinal dehydrogenase 1,28246,275,1.44 [1.21-1.70],3.450324924703288e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,BST2,Bone marrow stromal antigen 2,28523,269,1.45 [1.24-1.70],2.934545442888864e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,C19orf12,Protein C19orf12,27584,268,1.33 [1.18-1.51],5.964753718223944e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CCL22,C-C motif chemokine 22,27939,274,1.46 [1.21-1.77],8.431574747496332e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CD163,Scavenger receptor cysteine-rich type 1 protein M130,28335,278,1.62 [1.29-2.04],3.669307521547809e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CD300E,CMRF35-like molecule 2,28418,276,1.69 [1.31-2.17],4.2900529422712585e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CD74,HLA class II histocompatibility antigen gamma chain,28523,269,2.14 [1.60-2.85],2.223676823501964e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CD83,CD83 antigen,28236,272,1.86 [1.39-2.50],3.679982082396203e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CDCP1,CUB domain-containing protein 1,28062,267,1.61 [1.34-1.93],2.8565844279774134e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CDHR2,Cadherin-related family member 2,28132,275,1.34 [1.16-1.54],8.39298302106599e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,28282,273,2.93 [1.82-4.72],9.094507057852902e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CKAP4,Cytoskeleton-associated protein 4,28442,278,2.16 [1.55-3.02],6.015399249233602e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CPM,Carboxypeptidase M,28398,268,1.86 [1.39-2.49],3.5804381115966685e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CREG1,Protein CREG1,27864,274,1.66 [1.29-2.14],8.808383320830718e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CTSL,Cathepsin L1,28253,277,2.36 [1.57-3.55],3.6571980747416337e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,DEFB103A_DEFB103B,Beta-defensin 103,23687,230,1.51 [1.24-1.85],6.007496647512034e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,DEFB4A_DEFB4B,Beta-defensin 4A,27838,273,1.53 [1.42-1.64],2.5786845948508776e-32
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",24552,239,1.33 [1.16-1.52],5.911336260560438e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,FUOM,Fucose mutarotase,24003,234,1.45 [1.21-1.73],4.240314348639558e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,FURIN,Furin,28323,274,2.20 [1.63-2.98],2.801682719851045e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,GGT1,Glutathione hydrolase 1 proenzyme,28195,275,1.46 [1.21-1.76],5.555587409343782e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,GOLM2,Protein GOLM2,28523,269,2.79 [1.83-4.27],2.1116027117958866e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,GPR15L,Protein GPR15L,24458,240,1.56 [1.30-1.88],1.5108055075450523e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,HAVCR1,Hepatitis A virus cellular receptor 1,28472,274,1.42 [1.21-1.66],1.184880075085566e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,ICAM1,Intercellular adhesion molecule 1,28120,278,2.20 [1.57-3.08],4.577819644195532e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IGSF3,Immunoglobulin superfamily member 3,28132,275,1.65 [1.34-2.04],3.4979208719244687e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IGSF9,Protein turtle homolog A,24552,239,1.36 [1.19-1.55],8.858425241709791e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IL18R1,Interleukin-18 receptor 1,28592,279,1.86 [1.38-2.51],5.363202443680069e-05
