Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,ADM,Pro-adrenomedullin,28339,74,4.98 [2.27-10.90],5.962284653228926e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,AGR2,Anterior gradient protein 2 homolog,27198,71,1.59 [1.32-1.91],7.002379208023923e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,AREG,Amphiregulin,27963,73,2.29 [1.63-3.21],1.5509349311083135e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,GDF15,Growth/differentiation factor 15,28438,72,2.07 [1.54-2.79],1.266882931539021e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,GFAP,Glial fibrillary acidic protein,27363,69,2.90 [2.20-3.82],4.9753735437045803e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,ITGB5,Integrin beta-5,28156,75,0.36 [0.22-0.60],8.50776124720493e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,NEFL,Neurofilament light polypeptide,27331,72,3.22 [2.48-4.17],1.3208406704136493e-18
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,RAB6A,Ras-related protein Rab-6A,28070,73,0.39 [0.25-0.60],1.9559188739293763e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,RNASE6,Ribonuclease K6,24263,61,2.50 [1.77-3.54],2.241033633936441e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,SHISA5,Protein shisa-5,24403,62,2.86 [1.69-4.85],8.850575400466051e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,SPINK1,Serine protease inhibitor Kazal-type 1,28079,73,2.14 [1.47-3.13],8.099475894892267e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,VSIG4,V-set and immunoglobulin domain-containing protein 4,28039,73,2.59 [1.71-3.93],7.792399947487993e-06
