Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ANXA10,Annexin A10,25323,632,1.18 [1.09-1.29],6.727242242843667e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,AREG,Amphiregulin,25810,646,1.32 [1.15-1.51],5.644895744832129e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ASGR1,Asialoglycoprotein receptor 1,25767,645,1.74 [1.39-2.18],1.0360490573451626e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,BST2,Bone marrow stromal antigen 2,26184,653,1.27 [1.14-1.42],2.184781362121992e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CD276,CD276 antigen,25909,650,1.54 [1.26-1.89],2.256729268986582e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CD302,CD302 antigen,25810,646,1.69 [1.36-2.11],2.7569941781949733e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CHGA,Chromogranin-A,22497,574,1.32 [1.22-1.43],1.2439115744911159e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,CSF1,Macrophage colony-stimulating factor 1,26043,653,1.67 [1.30-2.14],5.528809693597589e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",25992,650,1.48 [1.22-1.80],7.86228003197966e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,DCN,Decorin,25454,640,2.39 [1.76-3.25],2.7178464744012283e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,EDA2R,Tumor necrosis factor receptor superfamily member 27,26163,656,1.66 [1.37-2.00],1.270571622172032e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,FABP3,"Fatty acid-binding protein, heart",22493,571,1.35 [1.16-1.56],5.76445126913178e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,GAST,Gastrin,22445,569,1.19 [1.13-1.26],1.1313075971507923e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,GDF15,Growth/differentiation factor 15,26250,660,1.51 [1.35-1.69],5.902651589562951e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,HSPB6,Heat shock protein beta-6,26163,656,1.62 [1.37-1.91],1.3271021645959788e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,IL18R1,Interleukin-18 receptor 1,26237,659,1.53 [1.25-1.87],2.868425129466677e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,IL4R,Interleukin-4 receptor subunit alpha,25918,647,1.45 [1.20-1.75],9.698941834948968e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,LTA4H,Leukotriene A-4 hydrolase,26163,656,1.25 [1.12-1.39],5.293861431937383e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,MB,Myoglobin,26250,660,1.29 [1.15-1.45],2.0614844981530573e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,MERTK,Tyrosine-protein kinase Mer,26237,659,1.80 [1.39-2.34],9.725642546537046e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,MYBPC1,"Myosin-binding protein C, slow-type",22493,571,1.25 [1.13-1.39],1.7441370071530167e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,MYL3,Myosin light chain 3,21882,560,1.26 [1.14-1.40],1.1924902483435602e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,NCS1,Neuronal calcium sensor 1,26163,656,1.94 [1.53-2.47],5.3383535571287364e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,NEFL,Neurofilament light polypeptide,25239,631,1.42 [1.22-1.65],5.439373126180844e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,NOS1,"Nitric oxide synthase, brain",25323,632,1.28 [1.13-1.45],7.735346025127428e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,PGA4,Pepsin A-4,22513,571,1.30 [1.15-1.48],3.94266849041372e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,PLAUR,Urokinase plasminogen activator surface receptor,25730,646,1.65 [1.29-2.11],7.190360654932683e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,POMC,Pro-opiomelanocortin,21882,560,0.75 [0.67-0.85],2.21346641828658e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,RBFOX3,RNA binding protein fox-1 homolog 3,22468,566,1.43 [1.19-1.71],9.928256360508536e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,25767,645,1.28 [1.16-1.41],7.035251905803163e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,ULBP2,UL16-binding protein 2,25767,645,1.43 [1.19-1.71],9.445103646404536e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,VSIG2,V-set and immunoglobulin domain-containing protein 2,22398,566,1.49 [1.31-1.69],1.6069696525329771e-09
