Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Respiratory insufficiency,ACVRL1,Serine/threonine-protein kinase receptor R3,20756,37,11.41 [4.46-29.20],3.847688180904284e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,ADGRG2,Adhesion G-protein coupled receptor G2,20914,38,0.39 [0.24-0.62],8.387630362572781e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,ADM,Pro-adrenomedullin,21104,38,17.12 [5.63-52.08],5.574406425661525e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,AREG,Amphiregulin,20822,38,2.58 [1.64-4.08],4.6171039187325215e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CALCB,Calcitonin gene-related peptide 2,18079,33,2.98 [2.12-4.21],4.2428332443958517e-10
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CCL20,C-C motif chemokine 20,21160,38,1.55 [1.26-1.92],4.165413272128961e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CD300E,CMRF35-like molecule 2,21042,38,3.94 [2.13-7.28],1.2193088082179935e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CD74,HLA class II histocompatibility antigen gamma chain,21119,38,4.57 [2.30-9.09],1.449314406476341e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,20153,38,2.07 [1.45-2.94],5.366134349286094e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CELA2A,Chymotrypsin-like elastase family member 2A,18110,33,0.37 [0.24-0.55],1.2953928457451166e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CHGA,Chromogranin-A,18110,33,1.76 [1.34-2.31],5.063256416551904e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CHI3L1,Chitinase-3-like protein 1,20431,38,1.91 [1.46-2.51],2.329884857759035e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CKAP4,Cytoskeleton-associated protein 4,21057,38,4.15 [3.11-5.54],4.355843066474427e-22
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CKB,Creatine kinase B-type,18110,33,4.03 [2.37-6.84],2.6369039409542144e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CSF1,Macrophage colony-stimulating factor 1,21006,38,5.83 [2.40-14.15],9.694256583282792e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CST3,Cystatin-C,20939,38,5.47 [2.48-12.06],2.540783208502524e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CXCL13,C-X-C motif chemokine 13,21119,38,1.74 [1.35-2.25],2.445863913490852e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,CXCL17,C-X-C motif chemokine 17,21160,38,2.49 [1.93-3.23],3.337270547888369e-12
Chapter X Diseases of the respiratory system,Respiratory insufficiency,EDA2R,Tumor necrosis factor receptor superfamily member 27,21104,38,6.54 [3.67-11.68],2.0679269763514638e-10
Chapter X Diseases of the respiratory system,Respiratory insufficiency,EFNA4,Ephrin-A4,20756,37,5.37 [2.47-11.67],2.240509925889907e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,FGF23,Fibroblast growth factor 23,21070,38,1.84 [1.42-2.37],2.8711136106985264e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,FGL1,Fibrinogen-like protein 1,18139,33,3.42 [2.26-5.18],6.462815864042387e-09
Chapter X Diseases of the respiratory system,Respiratory insufficiency,GAST,Gastrin,18079,33,1.51 [1.24-1.83],2.9805599492544423e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,17630,31,3.45 [1.88-6.32],6.578855795376351e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,IGFBP2,Insulin-like growth factor-binding protein 2,21138,38,3.01 [1.86-4.86],6.744799444849635e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,IGFBP4,Insulin-like growth factor-binding protein 4,20658,38,3.02 [1.81-5.02],2.209662255958541e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,IL10RB,Interleukin-10 receptor subunit beta,21006,38,3.34 [2.03-5.50],2.060673362140856e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,IL6,Interleukin-6,20822,38,1.55 [1.24-1.93],8.735849220754122e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,KLK11,Kallikrein-11,20764,38,3.18 [1.86-5.44],2.484054996609036e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,LAMP3,Lysosome-associated membrane glycoprotein 3,21126,38,2.70 [1.64-4.44],8.726643569845492e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,20890,38,5.92 [3.45-10.14],9.603605819168871e-11
Chapter X Diseases of the respiratory system,Respiratory insufficiency,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3,17529,32,2.53 [1.62-3.96],4.630402192596878e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,LTBR,Tumor necrosis factor receptor superfamily member 3,20786,38,5.15 [2.27-11.67],8.619698558859025e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,MZB1,Marginal zone B- and B1-cell-specific protein,20970,38,3.32 [2.10-5.25],2.879957952085952e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,NPDC1,Neural proliferation differentiation and control protein 1,20914,38,4.92 [2.52-9.62],3.1312336621439385e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,PLAUR,Urokinase plasminogen activator surface receptor,20755,38,8.21 [3.58-18.84],6.834808139396358e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,PNLIP,Pancreatic triacylglycerol lipase,18139,33,0.32 [0.20-0.51],2.815880490324738e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,RBFOX3,RNA binding protein fox-1 homolog 3,18098,33,2.37 [1.57-3.58],3.898980417667352e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,RELT,Tumor necrosis factor receptor superfamily member 19L,20915,38,7.26 [2.92-18.05],1.9617129848326592e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,REN,Renin,20914,38,2.10 [1.63-2.72],1.1668729236817081e-08
Chapter X Diseases of the respiratory system,Respiratory insufficiency,SEPTIN8,Septin-8,18042,33,3.89 [1.99-7.59],6.799482697740219e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TFF2,Trefoil factor 2,20973,38,2.39 [1.63-3.50],8.265978253525836e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TGFA,Protransforming growth factor alpha,20895,38,2.62 [1.69-4.09],1.941393021290875e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TIMP4,Metalloproteinase inhibitor 4,20915,38,3.33 [1.95-5.70],1.088970105165298e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TNC,Tenascin,20974,38,4.07 [2.37-7.00],3.694536960828357e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,20790,37,2.74 [1.76-4.29],9.469638909276722e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,20790,37,1.57 [1.30-1.90],3.4779499010820964e-06
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,20975,38,4.49 [2.56-7.89],1.700192619941894e-07
Chapter X Diseases of the respiratory system,Respiratory insufficiency,TXNDC15,Thioredoxin domain-containing protein 15,20975,38,4.56 [2.24-9.30],2.9427958963335987e-05
Chapter X Diseases of the respiratory system,Respiratory insufficiency,WFDC2,WAP four-disulfide core domain protein 2,19876,38,7.46 [4.70-11.85],1.6015075094481293e-17
