Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,59,1.05 [1.01-1.09],0.0177740596305758,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,1.04 [1-1.09],0.073489814991368,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,1.02 [1-1.03],0.0910636827183491,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,1.02 [1-1.04],0.117889412159916,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_LOWERINF,Wald ratio,1,1.19 [0.95-1.5],0.123489075298831,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,COPD_EARLY,Inverse variance weighted,3,1.04 [0.99-1.1],0.144819442535763,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Inverse variance weighted,7,1.05 [0.98-1.11],0.155355143137259,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Wald ratio,1,1.07 [0.96-1.2],0.197196695559491,trans
BPIFB1,BPI fold-containing family B member 1,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,1.08 [0.96-1.21],0.212839410860463,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.12 [0.92-1.36],0.246617808593987,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Wald ratio,1,1.03 [0.98-1.08],0.305484717714829,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,COPD_LATER,Wald ratio,1,1.04 [0.96-1.12],0.322468686603189,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,1.03 [0.97-1.08],0.324788913573652,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,1.06 [0.94-1.19],0.325125067045034,trans
BPIFB1,BPI fold-containing family B member 1,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Wald ratio,1,0.96 [0.89-1.04],0.346525428055978,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,1.1 [0.9-1.36],0.354167692531359,trans
BPIFB1,BPI fold-containing family B member 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,0.99 [0.96-1.02],0.423838742458107,trans
BPIFB1,BPI fold-containing family B member 1,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,3,1.02 [0.97-1.07],0.494431560992083,trans
BPIFB1,BPI fold-containing family B member 1,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,1.03 [0.94-1.12],0.577474711893164,trans
BPIFB1,BPI fold-containing family B member 1,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,11,1.01 [0.93-1.1],0.803992590886985,trans
BPIFB1,BPI fold-containing family B member 1,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,6,1.01 [0.92-1.1],0.868766813824164,trans
