Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
MYOC,Myocilin,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.06 [1.03-1.09],0.00039101286863975,trans
MYOC,Myocilin,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.09 [1.02-1.17],0.0158126888146288,trans
MYOC,Myocilin,Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,Inverse variance weighted,20,0.96 [0.92-1.01],0.113049743314524,trans
MYOC,Myocilin,Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,Inverse variance weighted,5,1.18 [0.95-1.45],0.126149572573421,trans
MYOC,Myocilin,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,1.23 [0.91-1.67],0.174657928671538,trans
MYOC,Myocilin,Chapter XI Diseases of the digestive system,K11_DIAHER,Inverse variance weighted,8,0.97 [0.92-1.02],0.210435794698801,trans
MYOC,Myocilin,Chapter XI Diseases of the digestive system,K11_DIVERTIC,Inverse variance weighted,50,0.98 [0.93-1.02],0.275815333099232,trans
MYOC,Myocilin,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Wald ratio,1,0.84 [0.56-1.25],0.391482409778552,trans
MYOC,Myocilin,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,59,0.98 [0.94-1.03],0.469335512693245,trans
MYOC,Myocilin,Chapter VI Diseases of the nervous system,NEURODEGOTH,Inverse variance weighted,18,1.01 [0.97-1.04],0.724139989799816,trans
MYOC,Myocilin,Chapter VI Diseases of the nervous system,G6_MS,Inverse variance weighted,3,0.97 [0.82-1.15],0.729309282473682,trans
MYOC,Myocilin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,1 [0.97-1.02],0.799798591575365,trans
MYOC,Myocilin,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,0.99 [0.89-1.1],0.848634804749703,trans
MYOC,Myocilin,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,1 [0.94-1.05],0.873265080852856,trans
MYOC,Myocilin,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,1 [0.95-1.04],0.884380327501271,trans
MYOC,Myocilin,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,1.01 [0.88-1.15],0.92378192276485,trans
