Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
FSTL3,Follistatin-related protein 3,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.38 [1.28-1.48],4.01092374393393e-17,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,3,1.15 [1.09-1.21],1.10513817273176e-07,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.1 [1.06-1.14],1.49273604672138e-07,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,NAFLD,Inverse variance weighted,6,1.07 [1.04-1.1],3.31264149171412e-07,trans
FSTL3,Follistatin-related protein 3,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.07 [1.04-1.1],4.2348757696988e-06,trans
FSTL3,Follistatin-related protein 3,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.08 [1.04-1.11],1.15273870870914e-05,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,1.03 [1.01-1.04],0.000411915171276024,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.06 [1.02-1.09],0.000496142987302196,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,1.03 [1.01-1.05],0.00174446254173054,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,10,0.94 [0.9-0.98],0.00275627923490598,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,8,1.11 [1.04-1.19],0.00283480678588805,trans
FSTL3,Follistatin-related protein 3,Chapter VI Diseases of the nervous system,NEURODEGOTH,Inverse variance weighted,18,0.95 [0.92-0.98],0.0038383100176113,trans
FSTL3,Follistatin-related protein 3,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,1.09 [1.03-1.17],0.00538625882098593,trans
FSTL3,Follistatin-related protein 3,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.42 [1.11-1.83],0.00548253150950213,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.32 [1.07-1.63],0.008400771928221,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,COPD_LATER,Wald ratio,1,1.11 [1.02-1.21],0.0143127970788759,trans
FSTL3,Follistatin-related protein 3,Chapter V Mental and behavioural disorders,F5_DELIRIUM,Wald ratio,1,0.85 [0.75-0.97],0.0147094950682273,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,Inverse variance weighted,2,0.79 [0.65-0.96],0.0167184608194754,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,1.08 [1.01-1.15],0.0169182414912383,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,COPD_EARLY,Inverse variance weighted,3,1.1 [1.02-1.2],0.0174690038804822,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,21,0.95 [0.9-0.99],0.0197996361771285,trans
FSTL3,Follistatin-related protein 3,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,24,1.08 [1.01-1.16],0.0268306711263728,trans
FSTL3,Follistatin-related protein 3,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Inverse variance weighted,3,0.96 [0.92-1],0.0287674208329754,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,5,0.95 [0.91-1],0.0357790187382476,trans
FSTL3,Follistatin-related protein 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,1.38 [1.02-1.89],0.0396521327700282,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Wald ratio,1,0.89 [0.79-0.99],0.0403605093284827,trans
FSTL3,Follistatin-related protein 3,Chapter II Neoplasms,C3_BILIARY_GALLBLADDER_EXALLC,Inverse variance weighted,3,1.08 [1-1.16],0.0466166363729024,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Wald ratio,1,0.95 [0.9-1],0.0495285968100942,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Wald ratio,1,1.05 [1-1.11],0.0511417684193586,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,0.95 [0.9-1],0.0515829851262298,trans
FSTL3,Follistatin-related protein 3,Chapter II Neoplasms,C3_KIDNEY_NOTRENALPELVIS_EXALLC,Wald ratio,1,1.08 [1-1.17],0.0516494337006389,trans
FSTL3,Follistatin-related protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,10,0.95 [0.91-1],0.0525995127218412,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Inverse variance weighted,7,1.12 [1-1.25],0.0568487279832801,trans
FSTL3,Follistatin-related protein 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,1.23 [0.99-1.52],0.0572010577204233,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Wald ratio,1,1.47 [0.97-2.22],0.070391176872561,trans
FSTL3,Follistatin-related protein 3,Chapter X Diseases of the respiratory system,J10_LOWERINF,Wald ratio,1,0.81 [0.63-1.03],0.0824106528236284,trans
FSTL3,Follistatin-related protein 3,Chapter XII Diseases of the skin and subcutaneous tissue,L12_PSORIASIS,Inverse variance weighted,30,1.03 [1-1.07],0.0838764359825813,trans
FSTL3,Follistatin-related protein 3,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.06 [0.99-1.13],0.0930367206177543,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_DULC,Inverse variance weighted,3,1.03 [0.99-1.06],0.102614784803312,trans
FSTL3,Follistatin-related protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSALGIANAS,Inverse variance weighted,2,1.12 [0.98-1.28],0.103499343688208,trans
FSTL3,Follistatin-related protein 3,Chapter IX Diseases of the circulatory system,I9_SEQULAE,Inverse variance weighted,4,1.05 [0.99-1.11],0.112852830103675,trans
FSTL3,Follistatin-related protein 3,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,10,1.1 [0.98-1.25],0.112971039557687,trans
FSTL3,Follistatin-related protein 3,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,3,1.1 [0.97-1.24],0.124150988349297,trans
FSTL3,Follistatin-related protein 3,Chapter IX Diseases of the circulatory system,I9_AVBLOCK,Inverse variance weighted,5,1.04 [0.99-1.1],0.126131142256652,trans
