Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CNDP1,Beta-Ala-His dipeptidase,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,0.91 [0.89-0.93],8.16577949582802e-12,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,0.89 [0.86-0.92],1.07080329687898e-11,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,0.89 [0.83-0.95],0.000291229128266488,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,3,1.11 [1.01-1.22],0.0240349195128401,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter VI Diseases of the nervous system,G6_EPIPAROX,Inverse variance weighted,11,1.14 [0.98-1.32],0.0846168756819938,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,8,0.91 [0.81-1.02],0.119626060768029,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,1.26 [0.93-1.7],0.143948232193717,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,1.09 [0.97-1.21],0.151911810771512,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,0.92 [0.81-1.04],0.167138200838293,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,11,0.96 [0.91-1.02],0.195826059959229,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,1.13 [0.92-1.4],0.241276856900198,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,6,0.97 [0.93-1.02],0.257877837552261,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,16,1.06 [0.95-1.19],0.284271543898577,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.14 [0.89-1.46],0.286228532505094,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Wald ratio,1,0.89 [0.71-1.12],0.317252124288626,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIANAS,Inverse variance weighted,4,0.94 [0.83-1.06],0.318508768606146,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,3,0.98 [0.93-1.02],0.329251102740269,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,0.99 [0.98-1.01],0.345227798778031,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,0.94 [0.83-1.07],0.374268084801334,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,0.99 [0.96-1.02],0.447930631517287,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Wald ratio,1,0.88 [0.64-1.22],0.452602163029175,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_OTHFUNC,Wald ratio,1,1.09 [0.87-1.36],0.458321846844437,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,22,0.99 [0.95-1.02],0.460001889280182,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_COELIAC,Inverse variance weighted,52,1 [0.99-1.01],0.543777969042024,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIV Diseases of the genitourinary system,N14_URINOTH,Inverse variance weighted,2,1.06 [0.87-1.28],0.561167859125778,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,0.92 [0.69-1.24],0.589196632317742,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_OTHDIG,Inverse variance weighted,12,0.99 [0.94-1.04],0.620589582308036,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,6,1.01 [0.97-1.05],0.632665564360037,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.05 [0.85-1.28],0.659783540422728,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.05 [0.85-1.28],0.668211104365564,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIV Diseases of the genitourinary system,N14_URETHRAOTH,Inverse variance weighted,5,1.03 [0.9-1.18],0.7062776530493,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,5,1.01 [0.95-1.08],0.713533666401234,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,0.96 [0.78-1.2],0.748929421319747,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,0.99 [0.9-1.08],0.77395248424605,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter XI Diseases of the digestive system,K11_CONSTIPATION,Wald ratio,1,0.98 [0.71-1.36],0.914942671248545,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_SEPSIS,Wald ratio,1,0.99 [0.83-1.18],0.926911347857295,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,1 [0.88-1.13],0.952330660358121,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter VI Diseases of the nervous system,FALLS,Inverse variance weighted,5,1 [0.83-1.21],0.960711786920273,trans
CNDP1,Beta-Ala-His dipeptidase,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,24,1 [0.92-1.08],0.971948000348587,trans
