Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,8,1.15 [1.08-1.22],1.0880359462166e-05,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.08 [1.04-1.12],4.84195133294021e-05,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.06 [1.03-1.1],6.49037280060143e-05,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.16 [1.08-1.26],8.66572285311878e-05,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,1.22 [1.1-1.36],0.000205733491750615,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.07 [1.03-1.1],0.000288714070203314,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter II Neoplasms,C3_BILIARY_GALLBLADDER_EXALLC,Inverse variance weighted,3,1.07 [1.03-1.11],0.00098332652805062,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter XI Diseases of the digestive system,NAFLD,Inverse variance weighted,6,1.05 [1.01-1.09],0.00819607142361167,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,1.06 [1.02-1.11],0.00844954637648659,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.06 [1.02-1.11],0.0087077645121332,trans
HIP1R,Huntingtin-interacting protein 1-related protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,0.75 [0.61-0.94],0.0111252487237211,trans
