Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Inverse variance weighted,3,0.93 [0.89-0.97],0.00166999297888296,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Wald ratio,1,0.9 [0.82-0.98],0.0148931160046836,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,0.84 [0.71-0.98],0.0288417265214961,trans
CFC1,Cryptic protein,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.08 [1-1.17],0.0433928843813405,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,10,1.05 [1-1.1],0.0447995173248697,trans
CFC1,Cryptic protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,16,0.94 [0.87-1],0.0550511644548755,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,0.96 [0.92-1],0.0566550282593823,trans
CFC1,Cryptic protein,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,0.8 [0.61-1.04],0.0912360534354591,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.04 [0.99-1.1],0.0948916461110841,trans
CFC1,Cryptic protein,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,0.98 [0.96-1],0.121122332008185,trans
CFC1,Cryptic protein,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,0.83 [0.66-1.05],0.123207852549548,trans
CFC1,Cryptic protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,6,0.97 [0.93-1.01],0.138038026793841,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,10,1.03 [0.98-1.09],0.226972019681091,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_STR,Inverse variance weighted,3,0.92 [0.79-1.07],0.260646394152898,trans
CFC1,Cryptic protein,Chapter XI Diseases of the digestive system,K11_DIAHER,Inverse variance weighted,8,0.97 [0.92-1.02],0.263821735888299,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,Inverse variance weighted,2,1.12 [0.91-1.38],0.267471312199585,trans
CFC1,Cryptic protein,Chapter XI Diseases of the digestive system,K11_GALLBILPANC,Inverse variance weighted,21,1.03 [0.97-1.08],0.358479627866103,trans
CFC1,Cryptic protein,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,0.94 [0.83-1.07],0.361610250075612,trans
CFC1,Cryptic protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,24,1.01 [0.99-1.04],0.362854932754879,trans
CFC1,Cryptic protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_ANAEMIA_IRONDEF_NAS,Inverse variance weighted,7,1.03 [0.96-1.11],0.393394114335573,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Wald ratio,1,1.02 [0.97-1.08],0.418300309353848,trans
CFC1,Cryptic protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,14,1.01 [0.99-1.03],0.42635223670032,trans
CFC1,Cryptic protein,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,0.98 [0.93-1.03],0.438170584914312,trans
CFC1,Cryptic protein,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.15 [0.78-1.7],0.471697051214206,trans
CFC1,Cryptic protein,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,1.12 [0.82-1.54],0.475172623451888,trans
CFC1,Cryptic protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,1.13 [0.81-1.56],0.481388274782994,trans
CFC1,Cryptic protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,1.07 [0.85-1.34],0.566820169669348,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.01 [0.98-1.04],0.584661086238547,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,0.97 [0.87-1.09],0.612882409915,trans
CFC1,Cryptic protein,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,0.99 [0.95-1.03],0.616202574708161,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.03 [0.9-1.18],0.647554858872156,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,2,0.99 [0.94-1.04],0.662918887097964,trans
CFC1,Cryptic protein,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.01 [0.97-1.04],0.679052988507259,trans
CFC1,Cryptic protein,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,10,1.03 [0.9-1.17],0.682647345639114,trans
CFC1,Cryptic protein,Chapter I Certain infectious and parasitic diseases,AB1_GASTROENTERITIS_NOS,Inverse variance weighted,2,0.97 [0.84-1.12],0.713829824901978,trans
CFC1,Cryptic protein,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Wald ratio,1,1.08 [0.7-1.68],0.722144562557886,trans
