Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
AOC3,Membrane primary amine oxidase,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.1 [1.07-1.14],1.84700369593224e-10,trans
AOC3,Membrane primary amine oxidase,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,3,1.17 [1.09-1.26],1.93727904509578e-05,trans
AOC3,Membrane primary amine oxidase,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,8,1.14 [1.06-1.22],0.00028954943300259,trans
AOC3,Membrane primary amine oxidase,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.08 [1.03-1.13],0.000987529087549283,trans
AOC3,Membrane primary amine oxidase,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,1.02 [1.01-1.03],0.00118988813708368,trans
AOC3,Membrane primary amine oxidase,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,0.91 [0.85-0.98],0.00742436485081041,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Inverse variance weighted,3,1.05 [1.01-1.08],0.00771793168112457,trans
AOC3,Membrane primary amine oxidase,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.33 [1.06-1.67],0.014509131152009,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Wald ratio,1,1.12 [1.02-1.24],0.0151704167571975,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,1.19 [1.03-1.36],0.0151704167571975,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,5,1.04 [1.01-1.08],0.0173871580280936,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Wald ratio,1,1.06 [1.01-1.11],0.024427420222652,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,1.06 [1.01-1.11],0.0252495364437342,trans
AOC3,Membrane primary amine oxidase,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,1.02 [1-1.04],0.0266059088624198,trans
AOC3,Membrane primary amine oxidase,Chapter VI Diseases of the nervous system,G6_POLYOTHUNS,Inverse variance weighted,2,1.13 [1.01-1.27],0.0371168074871005,trans
AOC3,Membrane primary amine oxidase,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.07 [1-1.14],0.0686827226353361,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Wald ratio,1,1.03 [1-1.06],0.0848251973312324,trans
AOC3,Membrane primary amine oxidase,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.06 [0.99-1.14],0.0919894181462406,trans
AOC3,Membrane primary amine oxidase,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,1.08 [0.98-1.18],0.119392610977166,trans
AOC3,Membrane primary amine oxidase,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_MACULOPATHY_EXMORE,Inverse variance weighted,8,1.03 [0.99-1.07],0.119646570027295,trans
AOC3,Membrane primary amine oxidase,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.09 [0.97-1.23],0.141284911677547,trans
AOC3,Membrane primary amine oxidase,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,1.04 [0.99-1.09],0.150306389059828,trans
AOC3,Membrane primary amine oxidase,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,11,1.04 [0.98-1.09],0.171879885875381,trans
AOC3,Membrane primary amine oxidase,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,6,1.03 [0.99-1.07],0.174862155926219,trans
AOC3,Membrane primary amine oxidase,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,2,0.97 [0.93-1.02],0.212431253299533,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Wald ratio,1,1.05 [0.97-1.13],0.22365981969362,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,21,0.98 [0.94-1.02],0.261670735407264,trans
AOC3,Membrane primary amine oxidase,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEUROPATHY,Wald ratio,1,1.05 [0.96-1.16],0.279950775687735,trans
AOC3,Membrane primary amine oxidase,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,0.96 [0.9-1.03],0.281595202672015,trans
