Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
TIMP1,Metalloproteinase inhibitor 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.19 [1.11-1.29],6.07515005680976e-06,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.08 [1.04-1.12],9.1973551806574e-05,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,3,1.11 [1.05-1.17],0.000129226571277325,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter II Neoplasms,C3_BILIARY_GALLBLADDER_EXALLC,Inverse variance weighted,3,1.07 [1.03-1.11],0.000211822559992989,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,8,1.1 [1.04-1.15],0.000255172474571393,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,NAFLD,Inverse variance weighted,6,1.06 [1.03-1.09],0.000371188703496517,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.05 [1.02-1.07],0.000396868289626732,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.06 [1.03-1.1],0.000676355201382693,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.05 [1.02-1.08],0.000922207269202056,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,Inverse variance weighted,36,1.12 [1.04-1.19],0.00148988791780834,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.5 [1.16-1.94],0.00196810386505417,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_AORTANEUR,Inverse variance weighted,18,0.95 [0.92-0.98],0.0043455118669058,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_SEQULAE,Inverse variance weighted,4,1.08 [1.01-1.15],0.0159001472361414,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SJOGREN,Inverse variance weighted,5,1.04 [1-1.08],0.0319329456048424,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSALGIANAS,Inverse variance weighted,2,1.16 [1.01-1.33],0.0322215693571692,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.29 [1.02-1.63],0.033665163965486,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_PHLETHROMBDVTLOW,Inverse variance weighted,30,0.97 [0.95-1],0.0359009785061182,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,1.06 [1-1.11],0.0365990149767436,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.06 [1-1.12],0.0382828739617018,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,1.02 [1-1.04],0.0387612380150003,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Wald ratio,1,1.09 [1-1.19],0.0429789160899423,trans
TIMP1,Metalloproteinase inhibitor 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Wald ratio,1,1.06 [1-1.11],0.0456406178533548,trans
TIMP1,Metalloproteinase inhibitor 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,21,0.97 [0.94-1],0.0456714495680576,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter IX Diseases of the circulatory system,I9_STR,Inverse variance weighted,3,0.86 [0.74-1],0.046182003529519,trans
TIMP1,Metalloproteinase inhibitor 1,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEUROPATHY,Wald ratio,1,0.9 [0.81-1],0.0468640908277573,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,1.08 [1-1.16],0.0502173980011956,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,0.74 [0.54-1.01],0.0538913205765603,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,35,1.06 [1-1.12],0.0585102020105973,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISNAS,Inverse variance weighted,9,1.1 [0.99-1.22],0.0626366416919248,trans
TIMP1,Metalloproteinase inhibitor 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_MACULOPATHY_EXMORE,Inverse variance weighted,8,1.03 [1-1.06],0.0644240901113287,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,22,1.05 [1-1.12],0.0695910125519903,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_COAGOTHER,Inverse variance weighted,35,0.99 [0.98-1],0.0720655126884105,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter X Diseases of the respiratory system,COPD_EARLY,Inverse variance weighted,3,1.09 [0.99-1.2],0.0726106497847025,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,16,1.11 [0.99-1.24],0.0784328498372346,trans
TIMP1,Metalloproteinase inhibitor 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_OTHERANAEMIA,Wald ratio,1,1.21 [0.97-1.51],0.0852706597104341,trans
