Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
APLP1,Amyloid-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,Inverse variance weighted,51,0.94 [0.88-1],0.0435271393359721,trans
APLP1,Amyloid-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,0.97 [0.95-1],0.0650881896895276,trans
APLP1,Amyloid-like protein 1,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,11,0.95 [0.9-1.01],0.0793258476098646,trans
APLP1,Amyloid-like protein 1,Chapter X Diseases of the respiratory system,COPD_EARLY,Inverse variance weighted,3,0.95 [0.9-1.01],0.0897870508652644,trans
APLP1,Amyloid-like protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Inverse variance weighted,3,0.98 [0.94-1.02],0.265110517454884,trans
APLP1,Amyloid-like protein 1,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,0.95 [0.85-1.06],0.385154234486735,trans
APLP1,Amyloid-like protein 1,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Wald ratio,1,0.96 [0.88-1.05],0.413338027141788,trans
APLP1,Amyloid-like protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROPATHIES,Inverse variance weighted,25,0.94 [0.8-1.11],0.495015812791909,trans
APLP1,Amyloid-like protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Wald ratio,1,0.99 [0.89-1.1],0.889871027271992,trans
APLP1,Amyloid-like protein 1,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.01 [0.86-1.19],0.927527581534076,trans
