Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,0.9 [0.85-0.97],0.002891117957052,trans
VWF,von Willebrand factor,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.04 [1-1.07],0.0560218425933837,trans
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,I9_PULMEMB,Inverse variance weighted,23,1.22 [0.98-1.52],0.0701346033646494,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.2 [0.97-1.48],0.0871481570034148,trans
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.02 [1-1.05],0.0895645372378494,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,1.01 [1-1.03],0.0942024883339937,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,1.02 [1-1.04],0.0998292914604408,trans
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,0.96 [0.9-1.02],0.215560431838252,trans
VWF,von Willebrand factor,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Wald ratio,1,1.22 [0.89-1.69],0.217910637735526,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,59,0.98 [0.94-1.02],0.264151304559336,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Wald ratio,1,1.03 [0.97-1.08],0.310831684878682,trans
VWF,von Willebrand factor,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.01 [0.99-1.04],0.340153621372129,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,1.1 [0.88-1.38],0.413037327498992,trans
VWF,von Willebrand factor,Chapter I Certain infectious and parasitic diseases,AB1_OTHER_BACTERIAL,Wald ratio,1,1.1 [0.87-1.39],0.4218974430989,trans
VWF,von Willebrand factor,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,1.12 [0.82-1.52],0.473846853534181,trans
VWF,von Willebrand factor,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.03 [0.95-1.11],0.513815263022023,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,1.01 [0.97-1.06],0.534910676132887,trans
VWF,von Willebrand factor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,1.08 [0.79-1.48],0.622193753143362,trans
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,0.97 [0.87-1.09],0.625325429637326,trans
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,0.97 [0.84-1.11],0.64115766142847,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,0.98 [0.89-1.08],0.672162562316462,trans
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,0.99 [0.94-1.04],0.743475883067461,trans
VWF,von Willebrand factor,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,0.97 [0.75-1.25],0.826377805383583,trans
VWF,von Willebrand factor,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,1 [0.85-1.16],0.9570030284427,trans
