Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
TNR,Tenascin-R,Chapter XI Diseases of the digestive system,K11_OTHFUNC,Wald ratio,1,0.59 [0.47-0.73],2.45620138486008e-06,trans
TNR,Tenascin-R,Chapter V Mental and behavioural disorders,KRA_PSY_SUBSTANCE_EXMORE,Inverse variance weighted,11,0.91 [0.86-0.96],0.000699232369941406,trans
TNR,Tenascin-R,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,6,0.92 [0.87-0.97],0.00410122300257531,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,59,0.95 [0.9-0.99],0.0179869767001993,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,0.98 [0.96-1],0.037307357613834,trans
TNR,Tenascin-R,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Wald ratio,1,1.37 [1.01-1.87],0.0417289673224654,trans
TNR,Tenascin-R,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.28 [1.01-1.64],0.042971473227042,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,0.95 [0.9-1],0.071842529531179,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,COPD_EARLY,Inverse variance weighted,3,0.96 [0.91-1.01],0.111521078473461,trans
TNR,Tenascin-R,Chapter II Neoplasms,C3_LUNG_NONSMALL_EXALLC,Inverse variance weighted,6,0.97 [0.93-1.01],0.116620330416938,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,J10_EMPHYSEMA,Wald ratio,1,0.96 [0.91-1.01],0.141354517109547,trans
TNR,Tenascin-R,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,0.96 [0.91-1.02],0.174380156373557,trans
TNR,Tenascin-R,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS_OTH,Inverse variance weighted,3,1.09 [0.96-1.24],0.188207752225714,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,0.99 [0.98-1],0.202871326856089,trans
TNR,Tenascin-R,Chapter V Mental and behavioural disorders,SMOKING_DEPEND,Wald ratio,1,1.05 [0.97-1.14],0.217376143311806,trans
TNR,Tenascin-R,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,0.93 [0.83-1.05],0.259459299861879,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,COPD_LATER,Wald ratio,1,0.96 [0.89-1.04],0.363220383665829,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.11 [0.82-1.5],0.505408389354467,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,0.97 [0.9-1.06],0.516405242588778,trans
TNR,Tenascin-R,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS,Inverse variance weighted,51,1.02 [0.95-1.09],0.604882330851628,trans
TNR,Tenascin-R,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,1.03 [0.88-1.19],0.746570750510074,trans
TNR,Tenascin-R,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Wald ratio,1,1.02 [0.92-1.13],0.746570750510074,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,0.97 [0.78-1.21],0.79550023208137,trans
TNR,Tenascin-R,Chapter VI Diseases of the nervous system,FALLS,Inverse variance weighted,5,0.98 [0.81-1.18],0.817995464140195,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,0.99 [0.9-1.08],0.827472038299604,trans
TNR,Tenascin-R,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,24,0.99 [0.92-1.07],0.842817972419609,trans
TNR,Tenascin-R,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Inverse variance weighted,7,0.99 [0.92-1.07],0.868512268535205,trans
