Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
PRAP1,Proline-rich acidic protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,1.08 [1.05-1.12],2.26671310588808e-06,trans
PRAP1,Proline-rich acidic protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ACIDOSIS,Wald ratio,1,0.95 [0.92-0.98],0.00255399781137984,trans
PRAP1,Proline-rich acidic protein 1,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.08 [1.02-1.14],0.00642586736442353,trans
PRAP1,Proline-rich acidic protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Inverse variance weighted,3,1.05 [1-1.09],0.0292196559219231,trans
PRAP1,Proline-rich acidic protein 1,Chapter XI Diseases of the digestive system,COLITNONINFNAS,Wald ratio,1,1.25 [1.02-1.52],0.0324687952605812,trans
PRAP1,Proline-rich acidic protein 1,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,1.07 [1.01-1.14],0.0334666399239819,trans
PRAP1,Proline-rich acidic protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,5,1.09 [1-1.18],0.057989358608078,trans
PRAP1,Proline-rich acidic protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Wald ratio,1,1.29 [0.98-1.7],0.0684153522338295,trans
PRAP1,Proline-rich acidic protein 1,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,1.06 [0.99-1.13],0.0758066736001211,trans
PRAP1,Proline-rich acidic protein 1,Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,Inverse variance weighted,4,1.07 [0.99-1.15],0.0793230648380797,trans
PRAP1,Proline-rich acidic protein 1,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.12 [0.99-1.26],0.0837559498198843,trans
PRAP1,Proline-rich acidic protein 1,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,0.9 [0.8-1.02],0.0871125896955053,trans
PRAP1,Proline-rich acidic protein 1,Chapter XI Diseases of the digestive system,K11_DIAHER,Inverse variance weighted,8,1.06 [0.99-1.14],0.0885925190296952,trans
PRAP1,Proline-rich acidic protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,5,1.07 [0.99-1.15],0.0947922562297925,trans
PRAP1,Proline-rich acidic protein 1,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,1.04 [0.99-1.09],0.0960423740616235,trans
PRAP1,Proline-rich acidic protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,1.04 [0.99-1.1],0.10566327154582,trans
PRAP1,Proline-rich acidic protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Wald ratio,1,1.04 [0.99-1.1],0.118314644786491,trans
PRAP1,Proline-rich acidic protein 1,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,1.21 [0.95-1.54],0.123143705270656,trans
