Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,0.93 [0.9-0.95],8.17903048003832e-08,trans
CHAD,Chondroadherin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Inverse variance weighted,3,0.92 [0.88-0.95],5.85659141580951e-06,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,0.9 [0.86-0.95],0.000147831871889987,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_PARATHYRO,Inverse variance weighted,10,1.07 [1.02-1.12],0.00802485370661805,trans
CHAD,Chondroadherin,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.04 [1.01-1.08],0.0189456914201368,trans
CHAD,Chondroadherin,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.03 [1-1.05],0.0198264870386125,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,10,1.06 [1.01-1.11],0.0200893604554306,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,0.99 [0.97-1],0.0221271223917753,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,0.98 [0.96-1],0.0246094751473883,trans
CHAD,Chondroadherin,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,1.04 [1-1.08],0.0276946726976546,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Inverse variance weighted,3,0.88 [0.79-0.99],0.0384102751715744,trans
CHAD,Chondroadherin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,3,0.92 [0.83-1.01],0.0681708384612602,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,J10_LOWCHRON,Inverse variance weighted,61,0.96 [0.92-1.01],0.130322624714817,trans
CHAD,Chondroadherin,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,1.05 [0.98-1.12],0.14427423690022,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,J10_PNEUMONAS,Wald ratio,1,0.85 [0.68-1.06],0.156886748059185,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,J10_ASTHMA_EXMORE,Inverse variance weighted,59,0.97 [0.93-1.01],0.187382246001165,trans
CHAD,Chondroadherin,Chapter V Mental and behavioural disorders,AUD,Inverse variance weighted,6,0.97 [0.92-1.02],0.19839453681869,trans
CHAD,Chondroadherin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SPONDYLOPATHY,Inverse variance weighted,21,1.04 [0.98-1.12],0.20139030027641,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,J10_RESPIRATORY,Inverse variance weighted,15,0.92 [0.8-1.05],0.217344901593761,trans
CHAD,Chondroadherin,Chapter VI Diseases of the nervous system,NEURODEGOTH,Inverse variance weighted,18,1.02 [0.98-1.06],0.269835412249026,trans
CHAD,Chondroadherin,Chapter XI Diseases of the digestive system,K11_DIVERTIC,Inverse variance weighted,50,0.98 [0.95-1.02],0.279161702588461,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,J10_INTERSTITIUM,Inverse variance weighted,4,0.99 [0.97-1.01],0.309224968699067,trans
CHAD,Chondroadherin,Chapter XI Diseases of the digestive system,K11_OTHFUNC,Wald ratio,1,1.11 [0.88-1.4],0.383541006063773,trans
CHAD,Chondroadherin,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,3,0.98 [0.93-1.03],0.387198010454546,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,0.94 [0.81-1.1],0.424395153565934,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Wald ratio,1,0.96 [0.86-1.06],0.424395153565934,trans
CHAD,Chondroadherin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,Inverse variance weighted,9,1.03 [0.96-1.11],0.434361094927984,trans
CHAD,Chondroadherin,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,10,0.95 [0.84-1.08],0.439292061436642,trans
CHAD,Chondroadherin,Chapter VI Diseases of the nervous system,FALLS,Inverse variance weighted,5,0.91 [0.71-1.18],0.484919278472375,trans
CHAD,Chondroadherin,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Wald ratio,1,0.97 [0.9-1.06],0.511716246076662,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,COPD_HOSPITAL_MAIN,Inverse variance weighted,7,1.03 [0.95-1.12],0.516817649246227,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,ASTHMA_NAS,Inverse variance weighted,13,0.98 [0.92-1.05],0.541172286064893,trans
CHAD,Chondroadherin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_DORSOPATHYOTH,Inverse variance weighted,27,0.98 [0.9-1.06],0.589060829526375,trans
CHAD,Chondroadherin,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,0.96 [0.85-1.1],0.59066605598742,trans
CHAD,Chondroadherin,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.03 [0.93-1.13],0.599953556378587,trans
CHAD,Chondroadherin,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.02 [0.94-1.1],0.648025796205591,trans
CHAD,Chondroadherin,Chapter XIV Diseases of the genitourinary system,N14_FEMALEGENNONINF,Inverse variance weighted,5,0.96 [0.8-1.15],0.656243747725105,trans
CHAD,Chondroadherin,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,0.96 [0.77-1.18],0.668485941908815,trans
CHAD,Chondroadherin,Chapter V Mental and behavioural disorders,ALCOHOLMENTAL,Wald ratio,1,0.98 [0.86-1.11],0.714882417608552,trans
CHAD,Chondroadherin,Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,Inverse variance weighted,2,1.02 [0.89-1.17],0.759405326973233,trans
CHAD,Chondroadherin,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,0.98 [0.88-1.1],0.763413444917042,trans
