Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
CCL15,C-C motif chemokine 15,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.17 [1.1-1.25],1.43766481206768e-06,trans
CCL15,C-C motif chemokine 15,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,1.04 [1.01-1.06],0.00274962179002202,trans
CCL15,C-C motif chemokine 15,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,22,1.05 [1.01-1.08],0.00791359702039219,trans
CCL15,C-C motif chemokine 15,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.07 [1.02-1.12],0.00910427476836858,trans
CCL15,C-C motif chemokine 15,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,2,1.07 [1.01-1.13],0.017992999469726,trans
CCL15,C-C motif chemokine 15,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SJOGREN,Inverse variance weighted,5,1.04 [1-1.07],0.0232228811028175,trans
CCL15,C-C motif chemokine 15,Chapter I Certain infectious and parasitic diseases,AB1_MYCOSES,Wald ratio,1,1.18 [1.01-1.37],0.0321774791584169,trans
CCL15,C-C motif chemokine 15,Chapter X Diseases of the respiratory system,IPF,Inverse variance weighted,20,1.01 [1-1.03],0.0477308236716388,trans
CCL15,C-C motif chemokine 15,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,1.08 [1-1.17],0.0542436156829794,trans
CCL15,C-C motif chemokine 15,Chapter IX Diseases of the circulatory system,I9_NSTEMI,Inverse variance weighted,4,1.04 [1-1.09],0.0547046724993381,trans
CCL15,C-C motif chemokine 15,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,3,1.05 [1-1.12],0.0652114262604123,trans
CCL15,C-C motif chemokine 15,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,35,1.03 [1-1.06],0.0778810602427102,trans
