Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
NPY,Pro-neuropeptide Y,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,1.32 [1.24-1.41],4.02502253595655e-17,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,1.1 [1.06-1.14],2.17326974468014e-06,trans
NPY,Pro-neuropeptide Y,Chapter IX Diseases of the circulatory system,I9_ATHSCLE,Inverse variance weighted,13,1.18 [1.07-1.3],0.00110347156584387,trans
NPY,Pro-neuropeptide Y,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_GOUT,Inverse variance weighted,24,1.03 [1-1.07],0.0332694023699407,trans
NPY,Pro-neuropeptide Y,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.07 [1-1.16],0.0579246637015885,trans
NPY,Pro-neuropeptide Y,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,0.75 [0.55-1.01],0.0615332781053282,trans
NPY,Pro-neuropeptide Y,Chapter XIII Diseases of the musculoskeletal system and connective tissue,GOUT_NOS,Inverse variance weighted,14,1.04 [1-1.09],0.074946250719716,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2REN,Inverse variance weighted,5,1.07 [0.99-1.16],0.0952054899240833,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_GLUCOPANCREAS,Wald ratio,1,0.93 [0.86-1.01],0.0963566499959556,trans
NPY,Pro-neuropeptide Y,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,Inverse variance weighted,3,1.03 [0.99-1.07],0.128003117972494,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2PERIPH,Wald ratio,1,1.03 [0.98-1.09],0.230397970754603,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NEU,Wald ratio,1,1.03 [0.98-1.09],0.251600573335708,trans
NPY,Pro-neuropeptide Y,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.07 [0.94-1.22],0.27898565130479,trans
NPY,Pro-neuropeptide Y,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,3,0.93 [0.79-1.11],0.42371156874229,trans
NPY,Pro-neuropeptide Y,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_MACULOPATHY_EXMORE,Inverse variance weighted,8,0.98 [0.93-1.04],0.515938948939673,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,Inverse variance weighted,21,1.04 [0.91-1.19],0.523627840770803,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",DM_NEPHROPATHY_EXMORE,Inverse variance weighted,5,1.03 [0.9-1.18],0.62091100798196,trans
NPY,Pro-neuropeptide Y,Chapter XI Diseases of the digestive system,NAFLD,Inverse variance weighted,6,0.99 [0.93-1.05],0.682163145110719,trans
NPY,Pro-neuropeptide Y,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM1NOCOMP,Inverse variance weighted,3,0.99 [0.94-1.05],0.792052135853051,trans
NPY,Pro-neuropeptide Y,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,1 [0.92-1.08],0.930636464581616,trans
