Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
ESM1,Endothelial cell-specific molecule 1,Chapter IX Diseases of the circulatory system,I9_HYPTENSPOR,Wald ratio,1,1.1 [1.07-1.14],1.01666344190345e-08,trans
ESM1,Endothelial cell-specific molecule 1,Chapter IX Diseases of the circulatory system,I9_VARICVEOES,Inverse variance weighted,2,1.08 [1.05-1.12],1.58109656678571e-08,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XI Diseases of the digestive system,CHIRHEP_NAS,Inverse variance weighted,2,1.07 [1.04-1.11],3.80703189317022e-06,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XI Diseases of the digestive system,K11_ALCOLIV,Inverse variance weighted,4,1.11 [1.05-1.17],0.000390691188221761,trans
ESM1,Endothelial cell-specific molecule 1,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,0.94 [0.9-0.98],0.00177104452442046,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XI Diseases of the digestive system,K11_LIVER,Inverse variance weighted,8,1.11 [1.02-1.22],0.0146708767432484,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.07 [0.99-1.16],0.0683530454108478,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XI Diseases of the digestive system,K11_DISLIVOTH,Inverse variance weighted,3,1.12 [0.98-1.29],0.101751866533965,trans
ESM1,Endothelial cell-specific molecule 1,Chapter IX Diseases of the circulatory system,I9_PAROXTAC,Inverse variance weighted,7,1.04 [0.99-1.09],0.131842575909308,trans
ESM1,Endothelial cell-specific molecule 1,Chapter IX Diseases of the circulatory system,I9_OTHARR,Inverse variance weighted,12,1.05 [0.98-1.14],0.164201035347851,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XI Diseases of the digestive system,K11_FIBROCHIRLIV,Inverse variance weighted,2,1.09 [0.96-1.23],0.181128010092085,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XIV Diseases of the genitourinary system,N14_DIALYSIS,Inverse variance weighted,4,0.97 [0.93-1.02],0.219112485000341,trans
ESM1,Endothelial cell-specific molecule 1,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_CONDITION,Wald ratio,1,1.17 [0.85-1.61],0.338881705182795,trans
ESM1,Endothelial cell-specific molecule 1,Chapter I Certain infectious and parasitic diseases,AB1_SEPSIS_IMPLICIT,Wald ratio,1,0.89 [0.69-1.15],0.365041850777706,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_OSTEOPOROSIS,Inverse variance weighted,3,0.96 [0.87-1.06],0.43260906617559,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XIV Diseases of the genitourinary system,N14_RENALTUB,Wald ratio,1,0.93 [0.68-1.26],0.627837015841856,trans
ESM1,Endothelial cell-specific molecule 1,Chapter VI Diseases of the nervous system,FALLS,Inverse variance weighted,5,1.03 [0.85-1.26],0.731249343255093,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XII Diseases of the skin and subcutaneous tissue,L12_INFECT_SKIN,Wald ratio,1,0.95 [0.71-1.27],0.750520167704002,trans
ESM1,Endothelial cell-specific molecule 1,Chapter IX Diseases of the circulatory system,I9_HEARTFAIL,Inverse variance weighted,4,1.02 [0.86-1.22],0.802161643188548,trans
ESM1,Endothelial cell-specific molecule 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D3_BLOOD_IMMUN,Wald ratio,1,0.97 [0.71-1.33],0.863957262622819,trans
ESM1,Endothelial cell-specific molecule 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_POLYARTHROPATHIES,Inverse variance weighted,16,1 [0.84-1.19],0.985985090267492,trans
