Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
IL4R,Interleukin-4 receptor subunit alpha,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,Inverse variance weighted,2,0.67 [0.55-0.81],4.14922484023334e-05,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.15 [1.07-1.24],0.000257089082415023,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XIII Diseases of the musculoskeletal system and connective tissue,JOINTPAIN,Inverse variance weighted,3,1.2 [1.06-1.37],0.00484653869601465,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XI Diseases of the digestive system,ULCERNAS,Inverse variance weighted,18,1.04 [1.01-1.07],0.0187131567424351,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XIV Diseases of the genitourinary system,N14_URETHRAOTH,Inverse variance weighted,5,0.87 [0.77-0.99],0.0356647635257453,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_SPONDYLOPATHY,Inverse variance weighted,21,1.08 [1-1.16],0.0401147106302696,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_OTHER_WIDE,Inverse variance weighted,5,1.07 [1-1.14],0.0484101845233721,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter V Mental and behavioural disorders,F5_ALCOHOL_DEPENDENCE,Inverse variance weighted,3,1.05 [1-1.1],0.0496064640870589,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XI Diseases of the digestive system,K11_ENERCOLNONINF,Inverse variance weighted,35,1.04 [1-1.08],0.0542059211765694,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XI Diseases of the digestive system,K11_CD_STRICT2,Inverse variance weighted,8,1.02 [1-1.04],0.0768690550164654,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XI Diseases of the digestive system,K11_CHOLELITH,Inverse variance weighted,122,0.97 [0.94-1],0.0801004772754062,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter X Diseases of the respiratory system,ILD,Inverse variance weighted,21,1.02 [1-1.03],0.0852429333492033,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_RHEUMA,Inverse variance weighted,22,1.04 [1-1.08],0.0865187052997467,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DERMATITISECZEMA,Inverse variance weighted,36,1.04 [0.99-1.09],0.0930182039774665,trans
IL4R,Interleukin-4 receptor subunit alpha,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,1.14 [0.98-1.32],0.0946353249663446,trans
IL4R,Interleukin-4 receptor subunit alpha,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Wald ratio,1,1.09 [0.98-1.21],0.0946353249663446,trans
IL4R,Interleukin-4 receptor subunit alpha,Chapter XI Diseases of the digestive system,K11_OESSTODUO,Wald ratio,1,1.43 [0.94-2.16],0.0952893969495929,trans
