Protein,Protein_definition,Disease_category,Disease,method,nsnp,OR [95% CI],Pvalue,QTL_type
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,Wald ratio,1,1.28 [1.19-1.37],2.74987912185032e-12,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter X Diseases of the respiratory system,J10_ACUTELOWERNAS,Wald ratio,1,0.85 [0.76-0.95],0.00319197945543613,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter X Diseases of the respiratory system,J10_LOWERINF,Wald ratio,1,0.73 [0.58-0.91],0.00571423999394509,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter IX Diseases of the circulatory system,I9_PAD,Inverse variance weighted,2,1.1 [1.03-1.17],0.00602236048644109,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XI Diseases of the digestive system,K11_INTESTOTH,Inverse variance weighted,10,1.17 [1.04-1.31],0.00688184997174802,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROSIS_POLY,Wald ratio,1,0.86 [0.77-0.97],0.0104551750501539,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter IX Diseases of the circulatory system,I9_K_CARDIAC,Inverse variance weighted,2,1.17 [1.03-1.32],0.0118606059520044,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter IX Diseases of the circulatory system,I9_CARDARR,Inverse variance weighted,2,1.06 [1.01-1.11],0.0193367455117328,trans
LRP11,Low-density lipoprotein receptor-related protein 11,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,Inverse variance weighted,2,0.8 [0.66-0.97],0.0233673550525306,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XI Diseases of the digestive system,K11_PANCOTH,Wald ratio,1,0.9 [0.82-0.99],0.0297933140715413,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XII Diseases of the skin and subcutaneous tissue,L12_DECUBITANSULCERANDPRESSURE,Wald ratio,1,0.93 [0.88-0.99],0.0304061709082302,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter V Mental and behavioural disorders,F5_DEPRESSION_DYSTHYMIA,Inverse variance weighted,24,1.06 [1-1.13],0.0529099019613799,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter X Diseases of the respiratory system,J10_INFLUPNEU,Inverse variance weighted,3,1.2 [0.99-1.45],0.0686269642353539,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XI Diseases of the digestive system,K11_OTHENTERCOL,Inverse variance weighted,2,0.9 [0.81-1.01],0.0711742110055621,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XI Diseases of the digestive system,K11_OTHFUNC,Wald ratio,1,0.83 [0.67-1.03],0.0857167831239974,trans
LRP11,Low-density lipoprotein receptor-related protein 11,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPOOSMNAT,Wald ratio,1,1.09 [0.98-1.2],0.0981497730798665,trans
LRP11,Low-density lipoprotein receptor-related protein 11,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_FLUIDELECTRO,Wald ratio,1,1.13 [0.98-1.3],0.0981497730798666,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XI Diseases of the digestive system,K11_CONSTIPATION,Wald ratio,1,1.33 [0.94-1.87],0.102150471711981,trans
LRP11,Low-density lipoprotein receptor-related protein 11,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERPARA,Inverse variance weighted,10,0.96 [0.92-1.01],0.106140270857654,trans
LRP11,Low-density lipoprotein receptor-related protein 11,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,Inverse variance weighted,69,1.02 [1-1.05],0.111076137464188,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ARTHROPATHIES,Inverse variance weighted,25,1.09 [0.98-1.21],0.111406283569574,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XIII Diseases of the musculoskeletal system and connective tissue,RHEUMA_NOS,Inverse variance weighted,6,0.94 [0.87-1.02],0.122514226796099,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter IX Diseases of the circulatory system,I9_STR,Inverse variance weighted,3,0.89 [0.77-1.03],0.126756012683312,trans
LRP11,Low-density lipoprotein receptor-related protein 11,Chapter XI Diseases of the digestive system,COLITNONINFNAS,Wald ratio,1,1.16 [0.95-1.41],0.135979940075573,trans
LRP11,Low-density lipoprotein receptor-related protein 11,"Chapter IV Endocrine, nutritional and metabolic diseases",E4_MINERAL_MET,Wald ratio,1,1.04 [0.99-1.1],0.136853301755078,trans
