Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22586,8076,1.08 [1.05-1.10],1.668758040382625e-09
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ACE2,Angiotensin-converting enzyme 2,22748,8159,1.12 [1.07-1.16],4.0293497494539086e-08
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ACP5,Tartrate-resistant acid phosphatase type 5,23227,8317,1.18 [1.11-1.25],3.8995294255002896e-08
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ADAMTSL2,ADAMTS-like protein 2,20047,7161,1.19 [1.11-1.28],1.3072125161364378e-06
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ADGRG2,Adhesion G-protein coupled receptor G2,23163,8308,0.85 [0.79-0.91],3.1653482118127057e-06
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ADM,Pro-adrenomedullin,23357,8367,1.27 [1.18-1.37],3.2359908232245085e-10
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,AGR2,Anterior gradient protein 2 homolog,22415,8001,1.06 [1.04-1.08],4.8368494745762726e-08
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,AGXT,Serine--pyruvate aminotransferase,23163,8308,1.06 [1.04-1.09],1.1145738785489743e-06
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,AMBP,Protein AMBP,23328,8355,1.38 [1.24-1.52],7.982850599280761e-10
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ANXA10,Annexin A10,22605,8080,1.08 [1.05-1.10],1.4881521811806918e-08
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,APCS,Serum amyloid P-component,19901,7120,1.17 [1.10-1.25],3.102718259241592e-06
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,AREG,Amphiregulin,23047,8232,1.17 [1.12-1.22],1.0692569386647597e-13
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ASGR1,Asialoglycoprotein receptor 1,23019,8234,1.35 [1.26-1.44],2.4991919867770544e-18
Chapter XI Diseases of the digestive system,Gastrointestinal diseases,ASGR2,Asialoglycoprotein receptor 2,20066,7160,1.27 [1.16-1.39],1.0633200258880917e-07
