Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
RILP,Rab-interacting lysosomal protein,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",18722,235,0.79 [0.64-0.96],0.0179365662867474
RILP,Rab-interacting lysosomal protein,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",18541,54,1.53 [1.04-2.26],0.0314473345013273
RILP,Rab-interacting lysosomal protein,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,23811,66,1.60 [1.13-2.27],0.0087999035984267
RILP,Rab-interacting lysosomal protein,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,23831,75,0.69 [0.49-0.97],0.0324074713844594
RILP,Rab-interacting lysosomal protein,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,23838,55,1.66 [1.13-2.43],0.0095870876031828
RILP,Rab-interacting lysosomal protein,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",23381,200,1.25 [1.01-1.54],0.0406135134317354
RILP,Rab-interacting lysosomal protein,Chapter VI Diseases of the nervous system,Other sleep disorders,22201,237,1.27 [1.05-1.54],0.0126230975828005
RILP,Rab-interacting lysosomal protein,Chapter VI Diseases of the nervous system,Sleep apnoea,23117,187,1.32 [1.07-1.63],0.0109121642655498
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,16087,3773,0.92 [0.86-0.98],0.0068832438401549
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,14629,113,0.67 [0.51-0.89],0.005853756249939
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",21116,1681,0.90 [0.84-0.98],0.0118932372810995
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,Angina pectoris,20373,938,0.85 [0.77-0.94],0.0019537282903865
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",19941,506,0.87 [0.76-0.99],0.0406709529516814
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,20847,1436,0.91 [0.84-0.99],0.0329265359140054
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,12258,606,0.80 [0.70-0.91],0.0009941964610979
RILP,Rab-interacting lysosomal protein,Chapter IX Diseases of the circulatory system,Varicose veins,22704,339,0.79 [0.67-0.94],0.0059040734026222
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,19041,767,1.16 [1.04-1.30],0.0077189176865013
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,22983,608,1.14 [1.01-1.28],0.0375549271407086
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,"Crohn disease (strict definition, require KELA, min 2 HDR)",23784,71,1.42 [1.01-2.00],0.0445915171224631
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,Crohn disease,22446,71,1.42 [1.01-2.01],0.0434184635101243
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,Other diseases of peritoneum,23451,42,1.57 [1.01-2.44],0.0447844190644038
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,Other diseases of liver,22947,84,0.72 [0.52-1.00],0.0486688125374543
RILP,Rab-interacting lysosomal protein,Chapter XI Diseases of the digestive system,Cholecystitis,22378,66,1.48 [1.04-2.12],0.0300918646317678
RILP,Rab-interacting lysosomal protein,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,20687,1486,0.90 [0.83-0.97],0.0082195861310145
RILP,Rab-interacting lysosomal protein,Chapter XII Diseases of the skin and subcutaneous tissue,Disorders of skin appendages,23465,447,0.86 [0.75-0.99],0.0415620076457624
RILP,Rab-interacting lysosomal protein,Chapter XII Diseases of the skin and subcutaneous tissue,Follicular cysts of skin and subcutaneous tissue,23382,364,0.83 [0.71-0.97],0.0186390384660016
RILP,Rab-interacting lysosomal protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,17082,90,1.39 [1.03-1.89],0.0337279858713545
RILP,Rab-interacting lysosomal protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23585,87,1.38 [1.01-1.88],0.0420507091518698
RILP,Rab-interacting lysosomal protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23590,77,1.46 [1.05-2.03],0.0228405566885462
RILP,Rab-interacting lysosomal protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,20850,45,0.61 [0.39-0.95],0.029066262230249
RILP,Rab-interacting lysosomal protein,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,21087,94,0.73 [0.54-1.00],0.0476109825886142
