Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,25540,142,1.22 [1.06-1.39],0.0041597226146092
CD177,CD177 antigen,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,20267,494,1.15 [1.07-1.23],0.0001108999484943
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26012,817,1.11 [1.06-1.18],8.997000382761392e-05
CD177,CD177 antigen,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",28224,73,1.23 [1.02-1.47],0.0291166973715542
CD177,CD177 antigen,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,28232,39,0.81 [0.67-0.97],0.0224489565876104
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,27128,351,1.17 [1.08-1.27],0.0002687943539246
CD177,CD177 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,27128,351,1.17 [1.08-1.27],0.0002687943539246
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,24801,699,1.06 [1.00-1.12],0.041712613560467
CD177,CD177 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,26946,446,1.07 [1.00-1.15],0.0485537496820362
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",24159,388,1.08 [1.00-1.17],0.0430926301888944
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Depression,26524,336,1.09 [1.00-1.18],0.0430699258399368
CD177,CD177 antigen,Chapter V Mental and behavioural disorders,Depression or dysthymia,24008,296,1.11 [1.02-1.21],0.0204914434765944
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,21930,49,1.56 [1.21-2.00],0.0004785747024098
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,Secondary right heart disease,27733,60,1.24 [1.01-1.52],0.0437242530375287
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",21938,57,1.30 [1.05-1.62],0.0179436931369886
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,27566,82,1.23 [1.03-1.46],0.0225289994204598
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,DVT of lower extremities,27009,97,1.19 [1.02-1.40],0.0286567174103453
CD177,CD177 antigen,Chapter IX Diseases of the circulatory system,"!Phlebitis/thrombophlebitis venae iliacae [externae/internae/communis], drug-induced",28104,93,1.19 [1.01-1.39],0.0356769389691783
CD177,CD177 antigen,Chapter X Diseases of the respiratory system,Influenza and pneumonia,27045,192,1.20 [1.07-1.35],0.001572839517921
CD177,CD177 antigen,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",27017,164,1.23 [1.09-1.40],0.0012188797068962
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,24888,602,0.94 [0.89-0.99],0.0243362557909336
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,Other diseases of intestines,23282,1680,0.96 [0.93-0.99],0.0186192779787601
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,"Ulcerative colitis (strict definition, require KELA, min 2 HDR)",28131,134,1.17 [1.02-1.34],0.020690939608276
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,Ulcerative colitis,26749,134,1.17 [1.03-1.35],0.0199482686699711
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",26732,117,1.19 [1.03-1.38],0.0170840974879318
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,Other diseases of anus and rectum,22396,794,0.95 [0.90-0.99],0.0266049411780128
CD177,CD177 antigen,Chapter XI Diseases of the digestive system,Diseases of liver,27526,123,1.19 [1.04-1.37],0.0141242843896865
CD177,CD177 antigen,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,25642,1494,1.05 [1.01-1.09],0.0158445560463382
CD177,CD177 antigen,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,27477,393,1.10 [1.02-1.19],0.0124978679164987
CD177,CD177 antigen,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,27305,221,1.12 [1.01-1.24],0.0302607751408794
CD177,CD177 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,21887,3535,1.03 [1.00-1.06],0.0247942191108635
CD177,CD177 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,21687,46,1.26 [1.00-1.59],0.0496090545281073
CD177,CD177 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,21764,123,1.15 [1.00-1.32],0.0460465617115735
CD177,CD177 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,27870,151,1.24 [1.08-1.41],0.0020273618521045
CD177,CD177 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,25384,151,1.17 [1.03-1.33],0.0136918105070609
CD177,CD177 antigen,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,26716,206,1.14 [1.02-1.27],0.018512103172131
CD177,CD177 antigen,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,26875,47,1.43 [1.12-1.83],0.0044280221830235
CD177,CD177 antigen,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,26881,53,1.54 [1.22-1.94],0.0002889268784251
CD177,CD177 antigen,Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,27814,169,0.91 [0.82-1.00],0.0497825494329685
