Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
IGBP1,Immunoglobulin-binding protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,21546,628,1.14 [1.01-1.30],0.0352076757981272
IGBP1,Immunoglobulin-binding protein 1,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",24257,148,1.37 [1.06-1.75],0.0143614972158279
IGBP1,Immunoglobulin-binding protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",24162,85,0.62 [0.44-0.88],0.0070961461751413
IGBP1,Immunoglobulin-binding protein 1,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,16715,84,1.49 [1.08-2.05],0.0163739038429772
IGBP1,Immunoglobulin-binding protein 1,Chapter XI Diseases of the digestive system,Oral lichen ruber planus,24469,41,0.56 [0.34-0.93],0.0245254993115093
IGBP1,Immunoglobulin-binding protein 1,Chapter XI Diseases of the digestive system,Inguinal hernia,21458,351,1.26 [1.07-1.48],0.0047354985820284
IGBP1,Immunoglobulin-binding protein 1,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,23375,157,1.29 [1.01-1.63],0.0402021322899051
IGBP1,Immunoglobulin-binding protein 1,Chapter XI Diseases of the digestive system,GI-bleeding,23370,152,1.31 [1.03-1.67],0.0304263947161919
IGBP1,Immunoglobulin-binding protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Radiation-related disorders of the skin and subcutaneous tissue,24437,28,0.49 [0.27-0.91],0.0232798498695932
IGBP1,Immunoglobulin-binding protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,24434,25,0.52 [0.27-0.98],0.0443773001693935
IGBP1,Immunoglobulin-binding protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,23195,59,0.63 [0.42-0.96],0.0307561567512515
IGBP1,Immunoglobulin-binding protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,22709,807,0.89 [0.80-1.00],0.0447055594198127
IGBP1,Immunoglobulin-binding protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,22028,126,0.71 [0.54-0.95],0.0192154222257872
IGBP1,Immunoglobulin-binding protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Soft tissue disorders related to use, overuse and pressure",21478,52,1.57 [1.04-2.36],0.0306403035161305
IGBP1,Immunoglobulin-binding protein 1,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,20793,3864,0.91 [0.86-0.96],0.0012262438857046
IGBP1,Immunoglobulin-binding protein 1,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,23225,786,0.86 [0.76-0.96],0.0069921380615174
IGBP1,Immunoglobulin-binding protein 1,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,22990,551,0.83 [0.72-0.95],0.005882382718515
IGBP1,Immunoglobulin-binding protein 1,Chapter XIV Diseases of the genitourinary system,Hyperplasia of prostate,9674,63,1.48 [1.01-2.16],0.0422290649859739
