Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18559,73,1.33 [1.05-1.67],0.0159892127439068
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ADA2,Adenosine deaminase 2,21625,83,0.60 [0.38-0.95],0.0309395864569294
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,21980,84,0.61 [0.40-0.91],0.016543912565337
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,AKR1C4,Aldo-keto reductase family 1 member C4,21330,84,1.35 [1.02-1.79],0.0345056471845121
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ALDH2,"Aldehyde dehydrogenase, mitochondrial",18814,75,0.49 [0.25-0.96],0.036923775983651
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ALPP,"Alkaline phosphatase, placental type",21634,80,1.21 [1.02-1.44],0.0254223958496251
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,APOBR,Apolipoprotein B receptor,18374,74,0.60 [0.37-0.98],0.0413134112447638
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ARAF,Serine/threonine-protein kinase A-Raf,18559,73,0.64 [0.43-0.94],0.0241799815477944
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ARHGAP30,Rho GTPase-activating protein 30,18559,73,0.41 [0.17-0.99],0.0468511903524127
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ART5,Ecto-ADP-ribosyltransferase 5,18273,75,1.41 [1.14-1.76],0.0018588758858451
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,B2M,Beta-2-microglobulin,18900,76,0.42 [0.18-1.00],0.0489116209637802
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,BABAM1,BRISC and BRCA1-A complex member 1,18312,76,0.38 [0.15-0.92],0.0329018634440091
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,BAMBI,BMP and activin membrane-bound inhibitor homolog,21209,78,0.41 [0.19-0.87],0.0202938503584128
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CA1,Carbonic anhydrase 1,21284,79,0.70 [0.49-0.99],0.0431074673416683
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CA2,Carbonic anhydrase 2,21662,79,0.71 [0.52-0.96],0.0263864271234773
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CCL21,C-C motif chemokine 21,21803,82,1.50 [1.01-2.23],0.0427322971722515
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CCL4,C-C motif chemokine 4,21734,82,0.68 [0.46-0.99],0.0463014288670189
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CD274,Programmed cell death 1 ligand 1,21537,81,0.46 [0.24-0.88],0.0192704962923879
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CD5L,CD5 antigen-like,18806,76,0.52 [0.32-0.82],0.0052901040826629
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CDA,Cytidine deaminase,18843,75,1.53 [1.02-2.28],0.0391753400112829
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CDH2,Cadherin-2,21727,84,0.56 [0.33-0.97],0.0371419136742509
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CHAC2,Glutathione-specific gamma-glutamylcyclotransferase 2,21209,78,0.68 [0.47-0.99],0.0434999691718603
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CLSPN,Claspin,21212,79,0.42 [0.19-0.90],0.0261269536533245
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CRX,Cone-rod homeobox protein,21330,84,0.75 [0.58-0.98],0.0326686108169098
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CST7,Cystatin-F,21734,82,0.77 [0.60-1.00],0.0478889623823543
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CTBS,Di-N-acetylchitobiase,18621,72,0.43 [0.22-0.83],0.0123680785847943
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CXCL9,C-X-C motif chemokine 9,21803,82,0.66 [0.47-0.94],0.0195346861305487
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DBH,Dopamine beta-hydroxylase,18864,75,1.37 [1.06-1.78],0.0167448376579332
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DBN1,Drebrin,18312,76,0.62 [0.38-1.00],0.0484919694737565
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DLL1,Delta-like protein 1,21782,81,0.51 [0.28-0.94],0.0301034807718808
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,21759,82,0.63 [0.42-0.93],0.0192059610334878
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DUSP29,Dual specificity phosphatase 29,18375,73,1.42 [1.12-1.81],0.0044225057131875
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,EDDM3B,Epididymal secretory protein E3-beta,18814,75,0.61 [0.41-0.92],0.0165877273400468
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,EGFR,Epidermal growth factor receptor,22001,85,4.39 [1.34-14.35],0.0143956352282725
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,21727,84,0.71 [0.52-0.98],0.0375816370464542
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ENOPH1,Enolase-phosphatase E1,18814,75,0.63 [0.42-0.94],0.023038601356666
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2,21209,78,0.57 [0.37-0.88],0.0115997999332585
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,EPHX2,Bifunctional epoxide hydrolase 2,21330,84,0.63 [0.42-0.94],0.0244531625884403
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ERI1,3'-5' exoribonuclease 1,18559,73,0.43 [0.21-0.91],0.0272063863794897
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FCRL2,Fc receptor-like protein 2,21879,83,0.65 [0.43-0.98],0.0392302044862313
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FGF19,Fibroblast growth factor 19,21803,82,1.39 [1.09-1.79],0.0091727416981092
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,21537,81,0.62 [0.39-1.00],0.0477721212613098
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FOLH1,Glutamate carboxypeptidase 2,18312,76,0.67 [0.46-0.97],0.0360887731836044
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FOLR3,Folate receptor gamma,21712,81,1.13 [1.04-1.23],0.0027208680405054
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FOXO3,Forkhead box protein O3,21209,78,0.78 [0.62-0.99],0.0374916874387075
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,GAS2,Growth arrest-specific protein 2,18559,73,0.51 [0.28-0.93],0.0267282831928132
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,GET3,ATPase GET3,18874,75,0.47 [0.28-0.82],0.0069888729965914
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,GLO1,Lactoylglutathione lyase,21330,84,0.69 [0.49-0.98],0.038009767386399
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,GLOD4,Glyoxalase domain-containing protein 4,21657,82,0.51 [0.29-0.91],0.022431622248421
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",21864,81,0.72 [0.54-0.96],0.0261472662250873
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,HCLS1,Hematopoietic lineage cell-specific protein,21980,84,0.69 [0.49-0.98],0.0395428066509125
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,HMBS,Porphobilinogen deaminase,21920,81,0.62 [0.38-0.98],0.0425237761443708
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",18374,74,0.59 [0.36-0.98],0.0421456855460985
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,IKZF2,Zinc finger protein Helios,21209,78,0.64 [0.45-0.91],0.0140241609466792
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,IL1B,Interleukin-1 beta,21235,81,0.67 [0.45-1.00],0.0476608092929615
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,IL2RG,Cytokine receptor common subunit gamma,18814,75,0.43 [0.20-0.94],0.0348707511027494
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,JCHAIN,Immunoglobulin J chain,21336,81,0.67 [0.49-0.91],0.0098265371373524
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,JUN,Transcription factor AP-1,21336,81,0.38 [0.21-0.69],0.0015408678115612
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,KDM3A,Lysine-specific demethylase 3A,18312,76,0.63 [0.42-0.96],0.0300406506527695
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,LGALS4,Galectin-4,21694,82,0.67 [0.46-0.96],0.0308774339811494
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,LGALS9,Galectin-9,21701,82,0.49 [0.25-0.95],0.0343513650076212
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,21727,82,0.68 [0.51-0.92],0.0124096671496707
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,LYPD3,Ly6/PLAUR domain-containing protein 3,21621,80,0.54 [0.30-0.97],0.0407930787126763
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,18229,73,1.29 [1.02-1.63],0.0329695306317604
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MCTS1,Malignant T-cell-amplified sequence 1,18822,75,1.94 [1.09-3.46],0.0236508464185444
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MNAT1,CDK-activating kinase assembly factor MAT1,18559,73,0.50 [0.26-0.94],0.0316176066145089
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MRPL52,"39S ribosomal protein L52, mitochondrial",18177,75,0.34 [0.14-0.83],0.0184201225126064
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MYCBP2,E3 ubiquitin-protein ligase MYCBP2,18843,74,0.65 [0.43-0.97],0.0334487854516513
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MZB1,Marginal zone B- and B1-cell-specific protein,21761,82,0.66 [0.45-0.97],0.0344858661657505
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",21336,81,0.69 [0.48-0.99],0.0463464110055217
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PADI4,Protein-arginine deiminase type-4,21206,78,1.24 [1.01-1.53],0.0372485034696349
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PGF,Placenta growth factor,21980,84,0.34 [0.15-0.79],0.0121600999056669
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PGR,Progesterone receptor,18312,76,0.63 [0.42-0.94],0.0244536413289847
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PHLDB1,Pleckstrin homology-like domain family B member 1,18822,75,0.62 [0.42-0.92],0.0183497615755528
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PITHD1,PITH domain-containing protein 1,18186,75,0.61 [0.40-0.92],0.0180414465150608
